iso3;role;other_qid;other_label;from_year;to_year;detail_item_qid;detail_item_label;other_label_en;detail_item_label_en
SWE;as_colonizer;Q500217;Växjö;1863;1951;Q18291090;Q18291090;Växjö Municipality;
SWE;as_colonizer;Q514805;Nordanstig;1863;1951;Q18291093;Q18291093;Nordanstig Municipality;
SWE;as_colonizer;Q117091;Kalix (comuna);1967;1970;Q18291115;Q18291115;Kalix Municipality;
SWE;as_colonizer;Q499474;Kiruna;1874;1970;Q18291150;Karesuando Municipality;Kiruna Municipality;Karesuando Municipality
SWE;as_colonizer;Q500267;Nyköping;1863;1951;Q18291218;Q18291218;Nyköping Municipality;
SWE;as_colonizer;Q498470;comuna da Ale;1863;1951;Q18291219;Q18291219;Ale Municipality;
SWE;as_colonizer;Q510364;Kristinehamn;1642;1970;Q18291388;Q18291388;Kristinehamn Municipality;
SWE;as_colonizer;Q511297;Vårgårda;1863;1951;Q18291528;Q18291528;Vårgårda Municipality;
SWE;as_colonizer;Q306789;comuna da Östersund;1863;1951;Q18291557;Q18291557;Östersund Municipality;
SWE;as_colonizer;Q499410;Linköping;1863;1951;Q18291684;Q18291684;Linköping Municipality;
SWE;as_colonizer;Q509651;Leksand;1863;1970;Q18291699;Leksand Rural Municipality;Leksand Municipality;Leksand Rural Municipality
SWE;as_colonizer;Q505052;Vetlanda;1863;1951;Q18291704;Q18291704;Vetlanda Municipality;
SWE;as_colonizer;Q501442;Uddevalla;1952;1970;Q18291992;Q18291992;Uddevalla Municipality;
SWE;as_colonizer;Q506250;Município de Estocolmo;1687;1927;Q18333171;Svea artillery regiment parish;Stockholm;Svea artillery regiment parish
SWE;as_colonizer;Q503193;Gullspång;1863;1951;Q18333755;Q18333755;Gullspång Municipality;
SWE;as_colonizer;Q515409;Sölvesborg;1868;1950;Q18333774;Q18333774;Sölvesborg Municipality;
SWE;as_colonizer;Q894327;Borås;1863;1966;Q18333974;Q18333974;Borås Municipality;
SWE;as_colonizer;Q510135;Torsby;1967;1970;Q18334024;Q18334024;Torsby Municipality;
SWE;as_colonizer;Q28532;Trollhättan;1916;1970;Q18334115;Trollhättan Municipality;Trollhättan Municipality;Trollhättan Municipality
SWE;as_colonizer;Q427422;Mariestad;1863;1970;Q18334281;Q18334281;Mariestad Municipality;
SWE;as_colonizer;Q28532;Trollhättan;1863;1951;Q18334347;Q18334347;Trollhättan Municipality;
SWE;as_colonizer;Q503361;Malmö;1710;1927;Q18292180;Malmö garnisonsförsamling;Malmö Municipality;Malmö garnisonsförsamling
SWE;as_colonizer;Q504239;Mora;1959;1970;Q18292369;Q18292369;Mora Municipality;
SWE;as_colonizer;Q504239;Mora;1908;1958;Q18292373;Q18292373;Mora Municipality;
SWE;as_colonizer;Q946647;comuna de Nacka;1844;1887;Q18292495;Q18292495;Nacka Municipality;
SWE;as_colonizer;Q500267;Nyköping;http;1952;Q18292528;Nikolai church parish;Nyköping Municipality;Nikolai church parish
SWE;as_colonizer;Q285894;Nora;1863;1951;Q18292551;Q18292551;Nora Municipality;
SWE;as_colonizer;Q285894;Nora;1643;1970;Q18292552;Nora Town;Nora Municipality;Nora Town
SWE;as_colonizer;Q515358;Lidköping;1863;1951;Q18331054;Q18331054;Lidköping Municipality;
SWE;as_colonizer;Q505090;comuna da Nynäshamn;1911;1945;Q18331594;Q18331594;Nynäshamn Municipality;
SWE;as_colonizer;Q267030;Mjölby;1250;1300;Q18332444;Q18332444;Mjölby Municipality;
SWE;as_colonizer;Q34550;Västerås;1863;1951;Q18332594;Q18332594;Västerås Municipality;
SWE;as_colonizer;Q515969;Vadstena;1550;1900;Q18334502;Q18334502;Vadstena Municipality;
SWE;as_colonizer;Q515969;Vadstena;1687;1784;Q18334504;Q18334504;Vadstena Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;1863;1951;Q18334561;Q18334561;Ulricehamn Municipality;
SWE;as_colonizer;Q510364;Kristinehamn;1863;1950;Q18334562;Q18334562;Kristinehamn Municipality;
SWE;as_colonizer;Q515266;Skurup;1863;1951;Q18334707;Villie;Skurup Municipality;Villie
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q18334783;Q18334783;Kristianstad Municipality;
SWE;as_colonizer;Q428749;Hjo;1863;1970;Q18334868;Värsås Municipality;Hjo Municipality;Värsås Municipality
SWE;as_colonizer;Q501452;Skövde;1863;1970;Q18334868;Värsås Municipality;Skövde Municipality;Värsås Municipality
SWE;as_colonizer;Q505013;Höganäs;1863;1966;Q18334879;Q18334879;Höganäs Municipality;
SWE;as_colonizer;Q209634;Härnösand;1751;1868;Q18334898;Q18334898;Härnösand Municipality;
SWE;as_colonizer;Q505102;Ystad;1852;1883;Q18335136;Q18335136;Ystad Municipality;
SWE;as_colonizer;Q505102;Ystad;1532;1884;Q18335137;St. Peter’s parish in Ystad;Ystad Municipality;St. Peter’s parish in Ystad
SWE;as_colonizer;Q59091;Uppsala;1863;1951;Q18335182;Q18335182;Uppsala Municipality;
SWE;as_colonizer;Q255206;Ängelholm;1838;1883;Q18335265;Ängelholms garnisonsförsamling;Ängelholm Municipality;Ängelholms garnisonsförsamling
SWE;as_colonizer;Q505259;Gislaved;1863;1951;Q18335322;Q18335322;Gislaved Municipality;
SWE;as_colonizer;Q499410;Linköping;1863;1951;Q18335334;Q18335334;Linköping Municipality;
SWE;as_colonizer;Q515282;Lekeberg;1863;1951;Q18449554;Q18449554;Lekeberg Municipality;
SWE;as_colonizer;Q427422;Mariestad;1863;1951;Q18449704;Q18449704;Mariestad Municipality;
SWE;as_colonizer;Q511426;Vänersborg;http;1888;Q19978210;Q19978210;Vänersborg;
SWE;as_colonizer;Q511426;Vänersborg;http;1888;Q19979069;Q19979069;Vänersborg;
SWE;as_colonizer;Q267030;Mjölby;;1791;Q26256563;Sörby Church;Mjölby Municipality;Sörby Church
SWE;as_colonizer;Q503162;comuna da Alingsås;http;1966;Q22988682;Q22988682;Alingsås Municipality;
SWE;as_colonizer;Q506250;Município de Estocolmo;1808;1927;Q26253058;Q26253058;Stockholm;
SWE;as_colonizer;Q307569;Överkalix (comuna);1863;1970;Q27691309;Överkalix landskommun;Överkalix Municipality;Överkalix landskommun
SWE;as_colonizer;Q503173;Lysekil;1725;1903;Q29653631;Q29653631;Lysekil Municipality;
SWE;as_colonizer;Q505013;Höganäs;1872;1935;Q31883868;Q31883868;Höganäs Municipality;
SWE;as_colonizer;Q507684;Hedemora;1909;1940;Q31885122;Q31885122;Hedemora Municipality;
SWE;as_colonizer;Q505259;Gislaved;1943;1951;Q31887496;Q31887496;Gislaved Municipality;
SWE;as_colonizer;Q506250;Município de Estocolmo;1855;1927;Q31897851;Svea;Stockholm;Svea
SWE;as_colonizer;Q506250;Município de Estocolmo;1791;1927;Q31899080;Svea livgardes church parish;Stockholm;Svea livgardes church parish
SWE;as_colonizer;Q271079;Åmål;http;1962;Q31930802;Q31930802;Åmål Municipality;
SWE;as_colonizer;Q1128384;comuna da Karlskrona;;;Q32263688;Karlskrona socken;Karlskrona Municipality;Karlskrona socken
SWE;as_colonizer;Q503209;Borlänge;1647;1929;Q42293845;Q42293845;Borlänge Municipality;
SWE;as_colonizer;Q1130264;Eslöv;http;1857;Q43963372;Q43963372;Eslöv Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;http;1797;Q45353656;Esterna;Norrtälje Municipality;Esterna
SWE;as_colonizer;Q52502;Gotemburgo;1680;1927;Q47434887;Göteborgs garnisonsförsamling;Gothenburg Municipality;Göteborgs garnisonsförsamling
SWE;as_colonizer;Q179180;Varberg;1693;1844;Q47921161;Q47921161;Varberg Municipality;
SWE;as_colonizer;Q493815;Gällivare;1874;1970;Q49094954;Gällivare Rural Municipality;Gällivare Municipality;Gällivare Rural Municipality
SWE;as_colonizer;Q504626;comuna da Simrishamn;http;1667;Q59430345;Q59430345;Simrishamn Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1607;1612;Q59430347;Q59430347;Gothenburg Municipality;
SWE;as_colonizer;Q511426;Vänersborg;http;1528;Q59430350;Q59430350;Vänersborg;
SWE;as_colonizer;Q501428;Vara;http;1889;Q59430351;Q59430351;Vara Municipality;
SWE;as_colonizer;Q501459;Tidaholm;http;1550;Q59430352;Q59430352;Tidaholm Municipality;
SWE;as_colonizer;Q28532;Trollhättan;http;1540;Q59430356;Q59430356;Trollhättan Municipality;
SWE;as_colonizer;Q255206;Ängelholm;http;1400;Q59430357;Q59430357;Ängelholm Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;http;1528;Q59430361;Q59430361;Gothenburg Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;http;1547;Q59430362;Q59430362;Ulricehamn Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;http;1547;Q59430364;Q59430364;Ulricehamn Municipality;
SWE;as_colonizer;Q504689;Jönköping;http;1567;Q59430366;Q59430366;Jönköping Municipality;
SWE;as_colonizer;Q508153;comuna da Kalmar;1628;1652;Q59430368;Q59430368;Kalmar Municipality;
SWE;as_colonizer;Q515969;Vadstena;http;1550;Q59430370;Q59430370;Vadstena Municipality;
SWE;as_colonizer;Q504689;Jönköping;http;1550;Q59430371;Q59430371;Jönköping Municipality;
SWE;as_colonizer;Q501470;Töreboda;http;1572;Q59430373;Q59430373;Töreboda Municipality;
SWE;as_colonizer;Q201813;Åstorp;http;1400;Q59430375;Q59430375;Åstorp Municipality;
SWE;as_colonizer;Q515358;Lidköping;http;1570;Q59430376;Q59430376;Lidköping Municipality;
SWE;as_colonizer;Q515358;Lidköping;http;1547;Q59430377;Q59430377;Lidköping Municipality;
SWE;as_colonizer;Q501479;Tranemo;http;1547;Q59430379;Q59430379;Tranemo Municipality;
SWE;as_colonizer;Q505076;Mullsjö;http;1400;Q59430381;Q59430381;Mullsjö Municipality;
SWE;as_colonizer;Q431271;comuna da Arboga;http;1449;Q59430383;Q59430383;Arboga Municipality;
SWE;as_colonizer;Q511326;Säffle;http;1500;Q59430384;Q59430384;Säffle Municipality;
SWE;as_colonizer;Q503361;Malmö;http;1350;Q59430387;Q59430387;Malmö Municipality;
SWE;as_colonizer;Q511426;Vänersborg;http;1350;Q59430389;Q59430389;Vänersborg;
SWE;as_colonizer;Q504219;comuna da Trelleborg;http;1450;Q59430390;Q59430390;Trelleborg Municipality;
SWE;as_colonizer;Q505076;Mullsjö;http;1548;Q59430391;Q59430391;Mullsjö Municipality;
SWE;as_colonizer;Q501438;Mellerud;http;1549;Q59430394;Q59430394;Mellerud Municipality;
SWE;as_colonizer;Q504689;Jönköping;http;1550;Q59430395;Q59430395;Jönköping Municipality;
SWE;as_colonizer;Q515519;Tomelilla;http;1635;Q59430396;Q59430396;Tomelilla Municipality;
SWE;as_colonizer;Q511394;comuna da Kungälv;1300;1550;Q59430398;Q59430398;Kungälv Municipality;
SWE;as_colonizer;Q267462;Bengtsfors;http;1532;Q59430400;Q59430400;Bengtsfors Municipality;
SWE;as_colonizer;Q508168;Falkenberg;1400;1508;Q59430401;Q59430401;Falkenberg Municipality;
SWE;as_colonizer;Q179180;Varberg;1420;1612;Q59430403;Q59430403;Varberg Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;http;1617;Q59430404;Q59430404;Kristianstad Municipality;
SWE;as_colonizer;Q501459;Tidaholm;http;1520;Q59430407;Q59430407;Tidaholm Municipality;
SWE;as_colonizer;Q501452;Skövde;http;1552;Q59430408;Q59430408;Skövde Municipality;
SWE;as_colonizer;Q515358;Lidköping;http;1546;Q59430409;Q59430409;Lidköping Municipality;
SWE;as_colonizer;Q894327;Borås;http;1550;Q59430411;Q59430411;Borås Municipality;
SWE;as_colonizer;Q515358;Lidköping;http;1546;Q59430413;Q59430413;Lidköping Municipality;
SWE;as_colonizer;Q501424;comuna da Strömstad;http;1480;Q59430414;Q59430414;Strömstad Municipality;
SWE;as_colonizer;Q511426;Vänersborg;http;1400;Q59430416;Q59430416;Vänersborg;
SWE;as_colonizer;Q511241;Lilla Edet;http;1473;Q59430417;Q59430417;Lilla Edet Municipality;
SWE;as_colonizer;Q374794;Gotland;1080;1530;Q59430421;Q59430421;Region Gotland;
SWE;as_colonizer;Q487648;Helsingborg;http;1530;Q59430422;Q59430422;Helsingborg Municipality;
SWE;as_colonizer;Q374794;Gotland;1230;1528;Q59430423;Q59430423;Region Gotland;
SWE;as_colonizer;Q374794;Gotland;1250;1530;Q59430425;Q59430425;Region Gotland;
SWE;as_colonizer;Q499421;comuna da Skara;1270;1530;Q59430426;Q59430426;Skara Municipality;
SWE;as_colonizer;Q374794;Gotland;1240;1528;Q59430428;Q59430428;Region Gotland;
SWE;as_colonizer;Q374794;Gotland;1240;1530;Q59430429;Q59430429;Region Gotland;
SWE;as_colonizer;Q499421;comuna da Skara;1220;1535;Q59430430;Q59430430;Skara Municipality;
SWE;as_colonizer;Q509568;Enköping;1320;1548;Q59430432;Q59430432;Enköping Municipality;
SWE;as_colonizer;Q374794;Gotland;1180;1530;Q59430435;Sankt Olofs parish;Region Gotland;Sankt Olofs parish
SWE;as_colonizer;Q499421;comuna da Skara;http;1545;Q59430436;Q59430436;Skara Municipality;
SWE;as_colonizer;Q59091;Uppsala;http;1544;Q59430437;Q59430437;Uppsala Municipality;
SWE;as_colonizer;Q374794;Gotland;1050;1530;Q59430438;Q59430438;Region Gotland;
SWE;as_colonizer;Q508153;comuna da Kalmar;http;1530;Q59430440;Q59430440;Kalmar Municipality;
SWE;as_colonizer;Q499435;Karlsborg;http;1826;Q59430442;Q59430442;Karlsborg Municipality;
SWE;as_colonizer;Q501428;Vara;http;1350;Q59430443;Q59430443;Vara Municipality;
SWE;as_colonizer;Q500153;Mark;http;1570;Q59430444;Q59430444;Mark Municipality;
SWE;as_colonizer;Q501470;Töreboda;http;1545;Q59430445;Q59430445;Töreboda Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;http;1554;Q59430447;Q59430447;Ulricehamn Municipality;
SWE;as_colonizer;Q389040;Munkedal;http;1530;Q59430449;Q59430449;Munkedal Municipality;
SWE;as_colonizer;Q501479;Tranemo;http;1546;Q59430452;Q59430452;Tranemo Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;http;1548;Q59430453;Q59430453;Ulricehamn Municipality;
SWE;as_colonizer;Q504689;Jönköping;http;1545;Q59430454;Q59430454;Jönköping Municipality;
SWE;as_colonizer;Q255206;Ängelholm;http;1500;Q59430455;Q59430455;Ängelholm Municipality;
SWE;as_colonizer;Q515519;Tomelilla;http;1569;Q59430343;Q59430343;Tomelilla Municipality;
SWE;as_colonizer;Q514858;Lindesberg;http;1966;Q57069079;Linde parish;Lindesberg Municipality;Linde parish
SWE;as_colonizer;Q503162;comuna da Alingsås;1619;1966;Q57234599;Alingsås stadsförsamling;Alingsås Municipality;Alingsås stadsförsamling
SWE;as_colonizer;Q62469;Bollnäs;1867;1922;Q57236003;Q57236003;Bollnäs Municipality;
SWE;as_colonizer;Q509501;comuna da Askersund;1643;1964;Q57236284;Q57236284;Askersund Municipality;
SWE;as_colonizer;Q509501;comuna da Askersund;1643;1964;Q57237333;Askersund city parish;Askersund Municipality;Askersund city parish
SWE;as_colonizer;Q267462;Bengtsfors;1761;1872;Q57388127;Q57388127;Bengtsfors Municipality;
SWE;as_colonizer;Q431271;comuna da Arboga;1947;1962;Q57393413;Q57393413;Arboga Municipality;
SWE;as_colonizer;Q297718;Örebro;1575;1819;Q57394366;Q57394366;Örebro Municipality;
SWE;as_colonizer;Q500217;Växjö;http;1793;Q57394508;Q57394508;Växjö Municipality;
SWE;as_colonizer;Q894327;Borås;1622;1938;Q57407324;Borås parish;Borås Municipality;Borås parish
SWE;as_colonizer;Q504994;Sundsvall;1854;1906;Q57414207;Q57414207;Sundsvall Municipality;
SWE;as_colonizer;Q515505;Uppvidinge;http;1837;Q57414381;Q57414381;Uppvidinge Municipality;
SWE;as_colonizer;Q512002;Hultsfred;http;1830;Q57417194;Q57417194;Hultsfred Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1883;1968;Q57417269;Gamlestads church parish;Gothenburg Municipality;Gamlestads church parish
SWE;as_colonizer;Q894327;Borås;http;1842;Q57417549;Q57417549;Borås Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1700;1824;Q57450354;Göteborgs Amiralitetsvarvsförsamling;Gothenburg Municipality;Göteborgs Amiralitetsvarvsförsamling
SWE;as_colonizer;Q503361;Malmö;1745;1879;Q57534931;Malmö Castle Parish;Malmö Municipality;Malmö Castle Parish
SWE;as_colonizer;Q506250;Município de Estocolmo;;;Q57696787;Q57696787;Stockholm;
SWE;as_colonizer;Q508108;Motala;http;1861;Q58283376;Q58283376;Motala Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1740;1825;Q58454970;Q58454970;Gothenburg Municipality;
SWE;as_colonizer;Q504692;Halmstad;1200;1961;Q58455502;Halmstad parish;Halmstad Municipality;Halmstad parish
SWE;as_colonizer;Q511394;comuna da Kungälv;1682;1883;Q58456684;Q58456684;Kungälv Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1654;1872;Q58460613;Q58460613;Gothenburg Municipality;
SWE;as_colonizer;Q179180;Varberg;1848;1880;Q58461929;Q58461929;Varberg Municipality;
SWE;as_colonizer;Q504994;Sundsvall;1680;1868;Q58481931;Q58481931;Sundsvall Municipality;
SWE;as_colonizer;Q504983;Timrå;1797;1936;Q58482485;Q58482485;Timrå Municipality;
SWE;as_colonizer;Q507709;Umeå;1792;1861;Q58482979;Q58482979;Umeå Municipality;
SWE;as_colonizer;Q430780;Skellefteå;1835;1867;Q58484118;Q58484118;Skellefteå Municipality;
SWE;as_colonizer;Q509634;Karlskoga;1753;1922;Q58495042;Q58495042;Karlskoga Municipality;
SWE;as_colonizer;Q271079;Åmål;1643;1962;Q58496152;Åmåls;Åmål Municipality;Åmåls
SWE;as_colonizer;Q502298;Landskrona;1902;1908;Q58500659;Östgöta supply corps parish;Landskrona Municipality;Östgöta supply corps parish
SWE;as_colonizer;Q512035;Eksjö;1902;1908;Q58500659;Östgöta supply corps parish;Eksjö Municipality;Östgöta supply corps parish
SWE;as_colonizer;Q487648;Helsingborg;http;1918;Q58513600;Helsingborgs landsförsamling;Helsingborg Municipality;Helsingborgs landsförsamling
SWE;as_colonizer;Q498857;comuna da Kristianstad;1794;1927;Q58517420;Q58517420;Kristianstad Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1800;1867;Q58518934;Q58518934;Kristianstad Municipality;
SWE;as_colonizer;Q502298;Landskrona;1799;1897;Q58525679;Q58525679;Landskrona Municipality;
SWE;as_colonizer;Q502298;Landskrona;1778;1884;Q58526768;Q58526768;Landskrona Municipality;
SWE;as_colonizer;Q515706;Svedala;http;1781;Q58527759;Q58527759;Svedala Municipality;
SWE;as_colonizer;Q504601;Sjöbo;http;1806;Q58540004;Q58540004;Sjöbo Municipality;
SWE;as_colonizer;Q515706;Svedala;http;1390;Q58542478;Q58542478;Svedala Municipality;
SWE;as_colonizer;Q504676;Q504676;1912;1950;Q58620046;Q58620046;Norrköping Municipality;
SWE;as_colonizer;Q503193;Gullspång;http;1790;Q58620973;Q58620973;Gullspång Municipality;
SWE;as_colonizer;Q503162;comuna da Alingsås;http;1867;Q58622270;Q58622270;Alingsås Municipality;
SWE;as_colonizer;Q504676;Q504676;http;1803;Q58626825;Q58626825;Norrköping Municipality;
SWE;as_colonizer;Q515358;Lidköping;http;1803;Q58657323;Q58657323;Lidköping Municipality;
SWE;as_colonizer;Q515358;Lidköping;http;1855;Q58664508;Q58664508;Lidköping Municipality;
SWE;as_colonizer;Q515358;Lidköping;http;1776;Q58671881;Q58671881;Lidköping Municipality;
SWE;as_colonizer;Q503214;Falköping;http;1757;Q58672853;Q58672853;Falköping Municipality;
SWE;as_colonizer;Q501452;Skövde;1550;1915;Q58673911;Q58673911;Skövde Municipality;
SWE;as_colonizer;Q501452;Skövde;1550;1915;Q58674640;Skövde stadsförsamling;Skövde Municipality;Skövde stadsförsamling
SWE;as_colonizer;Q501452;Skövde;http;1890;Q58675888;Q58675888;Skövde Municipality;
SWE;as_colonizer;Q501428;Vara;http;1800;Q58679161;Q58679161;Vara Municipality;
SWE;as_colonizer;Q503198;comuna da Habo;http;1780;Q58681606;Q58681606;Habo Municipality;
SWE;as_colonizer;Q503361;Malmö;http;1370;Q58706486;Q58706486;Malmö Municipality;
SWE;as_colonizer;Q109010;comuna da Solna;1822;1849;Q58758239;Q58758239;Solna Municipality;
SWE;as_colonizer;Q506250;Município de Estocolmo;1859;1888;Q58758470;Q58758470;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1864;1878;Q58760188;Q58760188;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1819;1868;Q58760682;Q58760682;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1867;1889;Q58761153;Q58761153;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1861;1889;Q58761436;Q58761436;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1850;1889;Q58761806;Q58761806;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1852;1877;Q58762043;Q58762043;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1749;1872;Q58762273;Q58762273;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1692;1839;Q58763544;Q58763544;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1861;1889;Q58764042;Q58764042;Stockholm;
SWE;as_colonizer;Q506250;Município de Estocolmo;1835;1875;Q58764441;Q58764441;Stockholm;
SWE;as_colonizer;Q62469;Bollnäs;1867;1922;Q58793729;Q58793729;Bollnäs Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;http;1796;Q58798398;Karlskyrka church parish;Norrtälje Municipality;Karlskyrka church parish
SWE;as_colonizer;Q59093;Östhammar;1735;1879;Q58801123;Österby;Östhammar Municipality;Österby
SWE;as_colonizer;Q42009;Köping;1474;1919;Q58814198;Q58814198;Köping Municipality;
SWE;as_colonizer;Q42009;Köping;http;1919;Q58814313;Q58814313;Köping Municipality;
SWE;as_colonizer;Q34550;Västerås;http;1818;Q58815341;Q58815341;Västerås Municipality;
SWE;as_colonizer;Q34550;Västerås;http;1818;Q58815461;Q58815461;Västerås Municipality;
SWE;as_colonizer;Q514858;Lindesberg;1764;1872;Q58817671;Q58817671;Lindesberg Municipality;
SWE;as_colonizer;Q514858;Lindesberg;1837;1872;Q58817671;Q58817671;Lindesberg Municipality;
SWE;as_colonizer;Q42009;Köping;http;1942;Q58820051;Q58820051;Köping Municipality;
SWE;as_colonizer;Q37399;Sala;1624;1961;Q58820835;Q58820835;Sala Municipality;
SWE;as_colonizer;Q504266;Malung;1815;1922;Q58821199;Q58821199;Malung-Sälen Municipality;
SWE;as_colonizer;Q504235;Ljungby;http;1630;Q58833736;Q58833736;Ljungby Municipality;
