iso3;role;other_qid;other_label;from_year;to_year;detail_item_qid;detail_item_label;other_label_en;detail_item_label_en
SWE;as_colonizer;Q500153;Mark;1863;1970;Q10727429;Q10727429;Mark Municipality;
SWE;as_colonizer;Q297718;Örebro;1250;1970;Q10727490;Örebro Town;Örebro Municipality;Örebro Town
SWE;as_colonizer;Q59093;Östhammar;1554;1966;Q10727516;Öregrund city;Östhammar Municipality;Öregrund city
SWE;as_colonizer;Q52502;Gotemburgo;1863;1921;Q10727565;Örgryte;Gothenburg Municipality;Örgryte
SWE;as_colonizer;Q52502;Gotemburgo;http;1922;Q10727568;Q10727568;Gothenburg Municipality;
SWE;as_colonizer;Q502298;Landskrona;1863;1951;Q10727576;Q10727576;Landskrona Municipality;
SWE;as_colonizer;Q297936;Örkelljunga;1863;1970;Q10727583;Q10727583;Örkelljunga Municipality;
SWE;as_colonizer;Q504594;Osby;1863;1973;Q10727590;Örkened municipality;Osby Municipality;Örkened municipality
SWE;as_colonizer;Q298003;Örnsköldsvik;1842;1893;Q10727636;Q10727636;Örnsköldsvik Municipality;
SWE;as_colonizer;Q298003;Örnsköldsvik;1894;1970;Q10727639;Örnsköldsvik Town;Örnsköldsvik Municipality;Örnsköldsvik Town
SWE;as_colonizer;Q501438;Mellerud;1863;1951;Q10727660;Q10727660;Mellerud Municipality;
SWE;as_colonizer;Q500217;Växjö;1863;1951;Q10727661;Q10727661;Växjö Municipality;
SWE;as_colonizer;Q515266;Skurup;1863;1951;Q10727678;Q10727678;Skurup Municipality;
SWE;as_colonizer;Q515318;Nybro;1897;1951;Q10727679;Q10727679;Nybro Municipality;
SWE;as_colonizer;Q515358;Lidköping;1863;1968;Q10727693;Q10727693;Lidköping Municipality;
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10727701;Q10727701;Svenljunga Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1863;1951;Q10727711;Q10727711;Eslöv Municipality;
SWE;as_colonizer;Q948462;Lycksele;1895;1970;Q10727723;Q10727723;Lycksele Municipality;
SWE;as_colonizer;Q505090;comuna da Nynäshamn;1863;1973;Q10727741;Ösmo Municipality;Nynäshamn Municipality;Ösmo Municipality
SWE;as_colonizer;Q501526;comuna da Vallentuna;1863;1951;Q10727747;Q10727747;Vallentuna Municipality;
SWE;as_colonizer;Q501526;comuna da Vallentuna;1952;1970;Q10727751;Q10727751;Vallentuna Municipality;
SWE;as_colonizer;Q255206;Ängelholm;1863;1951;Q10727755;Q10727755;Ängelholm Municipality;
SWE;as_colonizer;Q503188;Lerum;1863;1951;Q10727771;Q10727771;Lerum Municipality;
SWE;as_colonizer;Q501428;Vara;http;1818;Q10727821;Q10727821;Vara Municipality;
SWE;as_colonizer;Q501428;Vara;1863;1951;Q10727822;Ostrobitterna country municipality;Vara Municipality;Ostrobitterna country municipality
SWE;as_colonizer;Q149539;Sandviken;1863;1970;Q10727850;Q10727850;Sandviken Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10727853;Q10727853;Region Gotland;
SWE;as_colonizer;Q1130264;Eslöv;1863;1951;Q10718369;Q10718369;Eslöv Municipality;
SWE;as_colonizer;Q504614;Klippan;1863;1951;Q10718373;Q10718373;Klippan Municipality;
SWE;as_colonizer;Q504614;Klippan;http;1952;Q10718374;Q10718374;Klippan Municipality;
SWE;as_colonizer;Q293970;Ödeshög;1863;1951;Q10718379;Q10718379;Ödeshög Municipality;
SWE;as_colonizer;Q504219;comuna da Trelleborg;1863;1951;Q10718383;Q10718383;Trelleborg Municipality;
SWE;as_colonizer;Q182007;comuna da Alvesta;1863;1970;Q10718389;Q10718389;Alvesta Municipality;
SWE;as_colonizer;Q508125;Hässleholm;1863;1951;Q10718394;Q10718394;Hässleholm Municipality;
SWE;as_colonizer;Q511426;Vänersborg;1863;1973;Q10718399;Q10718399;Vänersborg;
SWE;as_colonizer;Q515266;Skurup;1863;1951;Q10718404;Q10718404;Skurup Municipality;
SWE;as_colonizer;Q504219;comuna da Trelleborg;1863;1951;Q10718411;Q10718411;Trelleborg Municipality;
SWE;as_colonizer;Q504676;Q504676;1952;1966;Q10718415;Q10718415;Norrköping Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10718422;Q10718422;Kristianstad Municipality;
SWE;as_colonizer;Q501205;comuna da Sunne;1863;1951;Q10718447;Q10718447;Sunne Municipality;
SWE;as_colonizer;Q501205;comuna da Sunne;1674;1963;Q10718449;Q10718449;Sunne Municipality;
SWE;as_colonizer;Q515477;Västervik;1863;1951;Q10718455;Q10718455;Västervik Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10718482;Q10718482;Region Gotland;
SWE;as_colonizer;Q501459;Tidaholm;1863;1951;Q10718493;Q10718493;Tidaholm Municipality;
SWE;as_colonizer;Q511281;Götene;1863;1951;Q10718510;Q10718510;Götene Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;1863;1951;Q10718516;Q10718516;Norrtälje Municipality;
SWE;as_colonizer;Q515969;Vadstena;1863;1951;Q10718527;Q10718527;Vadstena Municipality;
SWE;as_colonizer;Q500217;Växjö;http;1939;Q10718572;Växjö Landsförsamling;Växjö Municipality;Växjö Landsförsamling
SWE;as_colonizer;Q500217;Växjö;1863;1939;Q10718575;Q10718575;Växjö Municipality;
SWE;as_colonizer;Q500217;Växjö;http;1940;Q10718576;Q10718576;Växjö Municipality;
SWE;as_colonizer;Q500217;Växjö;1342;1970;Q10718577;Växjö town;Växjö Municipality;Växjö town
SWE;as_colonizer;Q501452;Skövde;1863;1951;Q10718685;Q10718685;Skövde Municipality;
SWE;as_colonizer;Q504239;Mora;1863;1970;Q10718689;Q10718689;Mora Municipality;
SWE;as_colonizer;Q504676;Q504676;1863;1951;Q10718703;Q10718703;Norrköping Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;1863;1951;Q10718804;Q10718804;Södertälje Municipality;
SWE;as_colonizer;Q499410;Linköping;1863;1970;Q10718825;Q10718825;Linköping Municipality;
SWE;as_colonizer;Q499410;Linköping;1863;1951;Q10718831;Q10718831;Linköping Municipality;
SWE;as_colonizer;Q501532;comuna da Strängnäs;1952;1970;Q10718860;Q10718860;Strängnäs Municipality;
SWE;as_colonizer;Q509568;Enköping;1863;1951;Q10718863;Vårfrukyrka country municipality;Enköping Municipality;Vårfrukyrka country municipality
SWE;as_colonizer;Q509568;Enköping;http;1952;Q10718864;Church of Our Lady parish;Enköping Municipality;Church of Our Lady parish
SWE;as_colonizer;Q503162;comuna da Alingsås;1952;1970;Q10718876;Q10718876;Alingsås Municipality;
SWE;as_colonizer;Q511297;Vårgårda;1952;1970;Q10718876;Q10718876;Vårgårda Municipality;
SWE;as_colonizer;Q10688911;Q10688911;1952;1970;Q10718876;Q10718876;;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10718887;Vårkumla country municipality;Falköping Municipality;Vårkumla country municipality
SWE;as_colonizer;Q267462;Bengtsfors;1863;1951;Q10718940;Q10718940;Bengtsfors Municipality;
SWE;as_colonizer;Q505259;Gislaved;1863;1951;Q10718946;Q10718946;Gislaved Municipality;
SWE;as_colonizer;Q487502;Laholm;1863;1970;Q10718957;Q10718957;Laholm Municipality;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10723561;Q10723561;Falköping Municipality;
SWE;as_colonizer;Q515409;Sölvesborg;1863;1951;Q10723772;Q10723772;Sölvesborg Municipality;
SWE;as_colonizer;Q487502;Laholm;1863;1951;Q10723777;Q10723777;Laholm Municipality;
SWE;as_colonizer;Q505102;Ystad;1250;1970;Q10723796;Q10723796;Ystad Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1863;1970;Q10723823;Q10723823;Gothenburg Municipality;
SWE;as_colonizer;Q511394;comuna da Kungälv;1863;1970;Q10723823;Q10723823;Kungälv Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;http;1947;Q10723828;Q10723828;Södertälje Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;1863;1947;Q10723830;Q10723830;Södertälje Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;http;1967;Q10723831;Ytterenhörna socken;Södertälje Municipality;Ytterenhörna socken
SWE;as_colonizer;Q511253;Håbo;1863;1951;Q10723836;Q10723836;Håbo Municipality;
SWE;as_colonizer;Q513421;comuna da Härjedalen;1863;1951;Q10723843;Q10723843;Härjedalen Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;1863;1951;Q10723847;Q10723847;Södertälje Municipality;
SWE;as_colonizer;Q514815;Kramfors;1863;1973;Q10723852;Ytterlännäs rural municipality;Kramfors Municipality;Ytterlännäs rural municipality
SWE;as_colonizer;Q501532;comuna da Strängnäs;1863;1951;Q10723862;Q10723862;Strängnäs Municipality;
SWE;as_colonizer;Q271340;Åtvidaberg;1863;1951;Q10723990;Q10723990;Åtvidaberg Municipality;
SWE;as_colonizer;Q500153;Mark;1863;1951;Q10725603;Q10725603;Mark Municipality;
SWE;as_colonizer;Q501470;Töreboda;1863;1951;Q10725608;Q10725608;Töreboda Municipality;
SWE;as_colonizer;Q515505;Uppvidinge;1863;1970;Q10725617;Q10725617;Uppvidinge Municipality;
SWE;as_colonizer;Q511365;comuna da Arvika;1863;1970;Q10725634;Q10725634;Arvika Municipality;
SWE;as_colonizer;Q509452;Emmaboda;1863;1970;Q10725648;Q10725648;Emmaboda Municipality;
SWE;as_colonizer;Q515491;Tingsryd;1863;1970;Q10725648;Q10725648;Tingsryd Municipality;
SWE;as_colonizer;Q254799;Älmhult;1901;1970;Q10725653;Q10725653;Älmhult Municipality;
SWE;as_colonizer;Q123855;Älvdalen;1863;1970;Q10725687;Q10725687;Älvdalen Municipality;
SWE;as_colonizer;Q508108;Motala;1863;1951;Q10725703;Q10725703;Motala Municipality;
SWE;as_colonizer;Q59858;Älvkarleby;1863;1970;Q10725714;Q10725714;Älvkarleby Municipality;
SWE;as_colonizer;Q513421;comuna da Härjedalen;1863;1951;Q10725725;Q10725725;Härjedalen Municipality;
SWE;as_colonizer;Q498453;Karlstad;1863;1951;Q10725734;Q10725734;Karlstad Municipality;
SWE;as_colonizer;Q255025;Älvsbyn (comuna);1874;1968;Q10725765;Q10725765;Älvsbyn Municipality;
SWE;as_colonizer;Q255025;Älvsbyn (comuna);1948;1970;Q10725771;Q10725771;Älvsbyn Municipality;
SWE;as_colonizer;Q508168;Falkenberg;1863;1951;Q10725775;Q10725775;Falkenberg Municipality;
SWE;as_colonizer;Q499380;Kungsbacka;1863;1951;Q10725794;Q10725794;Kungsbacka Municipality;
SWE;as_colonizer;Q511326;Säffle;http;1540;Q10725810;Q10725810;Säffle Municipality;
SWE;as_colonizer;Q2777887;Årjäng;http;1540;Q10725810;Q10725810;Årjäng Municipality;
SWE;as_colonizer;Q255206;Ängelholm;1767;1970;Q10725866;Q10725866;Ängelholm Municipality;
SWE;as_colonizer;Q513421;comuna da Härjedalen;1925;1951;Q10725880;Q10725880;Härjedalen Municipality;
SWE;as_colonizer;Q34550;Västerås;1863;1951;Q10725948;Q10725948;Västerås Municipality;
SWE;as_colonizer;Q501551;Vansbro;1863;1970;Q10725986;Q10725986;Vansbro Municipality;
SWE;as_colonizer;Q59091;Uppsala;1863;1951;Q10726033;Q10726033;Uppsala Municipality;
SWE;as_colonizer;Q501532;comuna da Strängnäs;http;1845;Q10726038;Q10726038;Strängnäs Municipality;
SWE;as_colonizer;Q503144;Eskilstuna;1863;1970;Q10726052;Q10726052;Eskilstuna Municipality;
SWE;as_colonizer;Q267462;Bengtsfors;1863;1951;Q10726063;Q10726063;Bengtsfors Municipality;
SWE;as_colonizer;Q894327;Borås;1863;1951;Q10726086;Q10726086;Borås Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10726093;Q10726093;Kristianstad Municipality;
SWE;as_colonizer;Q504619;Hörby;1863;1951;Q10726098;Q10726098;Hörby Municipality;
SWE;as_colonizer;Q504219;comuna da Trelleborg;1863;1951;Q10726107;Q10726107;Trelleborg Municipality;
SWE;as_colonizer;Q508168;Falkenberg;1952;1970;Q10726114;Q10726114;Falkenberg Municipality;
SWE;as_colonizer;Q504676;Q504676;1863;1951;Q10726145;Q10726145;Norrköping Municipality;
SWE;as_colonizer;Q508153;comuna da Kalmar;1863;1951;Q10726183;Q10726183;Kalmar Municipality;
SWE;as_colonizer;Q508108;Motala;;;Q10727871;Östergötlands runinskrifter 1;Motala Municipality;Östergötlands runinskrifter 1
SWE;as_colonizer;Q113692;comuna da Haninge;1863;1970;Q10728034;Österhaninge municipality;Haninge Municipality;Österhaninge municipality
SWE;as_colonizer;Q510198;Tierp;1863;1973;Q10728062;Överlövsta Municipality;Tierp Municipality;Överlövsta Municipality
SWE;as_colonizer;Q511281;Götene;1863;1951;Q10728083;Q10728083;Götene Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10728112;Q10728112;Kristianstad Municipality;
SWE;as_colonizer;Q306789;comuna da Östersund;1786;1970;Q10728134;Östersund Town;Östersund Municipality;Östersund Town
SWE;as_colonizer;Q516336;comuna da Södertälje;1863;1962;Q10728141;Östertälje Rural Municipality;Södertälje Municipality;Östertälje Rural Municipality
SWE;as_colonizer;Q516336;comuna da Södertälje;http;1963;Q10728143;Östertälje socken;Södertälje Municipality;Östertälje socken
SWE;as_colonizer;Q509568;Enköping;1863;1951;Q10728146;Q10728146;Enköping Municipality;
SWE;as_colonizer;Q2777887;Årjäng;1863;1951;Q10728151;Q10728151;Årjäng Municipality;
SWE;as_colonizer;Q516308;Heby;1863;1970;Q10728159;Q10728159;Heby Municipality;
SWE;as_colonizer;Q249378;Vingåker;1863;1951;Q10728181;Q10728181;Vingåker Municipality;
SWE;as_colonizer;Q117728;comuna da Österåker;1863;1973;Q10728182;Österåker Municipality;Österåker Municipality;Österåker Municipality
SWE;as_colonizer;Q515969;Vadstena;1952;1966;Q10728199;Q10728199;Vadstena Municipality;
SWE;as_colonizer;Q59093;Östhammar;1368;1970;Q10728225;Östhammar City;Östhammar Municipality;Östhammar City
SWE;as_colonizer;Q510135;Torsby;1863;1970;Q10728246;Q10728246;Torsby Municipality;
SWE;as_colonizer;Q307370;Östra Göinge;1863;1951;Q10728256;Q10728256;Östra Göinge Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;;1900;Q10728261;Q10728261;Gothenburg Municipality;
SWE;as_colonizer;Q509997;comuna da Valdemarsvik;1863;1951;Q10728264;Q10728264;Valdemarsvik Municipality;
SWE;as_colonizer;Q504676;Q504676;1863;1915;Q10728267;Q10728267;Norrköping Municipality;
SWE;as_colonizer;Q504619;Hörby;1952;1968;Q10728270;Q10728270;Hörby Municipality;
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10728272;Q10728272;Svenljunga Municipality;
SWE;as_colonizer;Q504601;Sjöbo;1952;1973;Q10728275;Östra Färs municipality;Sjöbo Municipality;Östra Färs municipality
SWE;as_colonizer;Q498453;Karlstad;1863;1966;Q10728278;Q10728278;Karlstad Municipality;
SWE;as_colonizer;Q501459;Tidaholm;1863;1951;Q10728286;Q10728286;Tidaholm Municipality;
SWE;as_colonizer;Q511338;Vellinge;1863;1951;Q10728292;Q10728292;Vellinge Municipality;
SWE;as_colonizer;Q499410;Linköping;1863;1951;Q10728303;Q10728303;Linköping Municipality;
SWE;as_colonizer;Q504626;comuna da Simrishamn;1863;1951;Q10728309;Q10728309;Simrishamn Municipality;
SWE;as_colonizer;Q504626;comuna da Simrishamn;1863;1951;Q10728314;Q10728314;Simrishamn Municipality;
SWE;as_colonizer;Q504676;Q504676;1863;1951;Q10728318;Q10728318;Norrköping Municipality;
SWE;as_colonizer;Q515519;Tomelilla;1863;1951;Q10728324;Q10728324;Tomelilla Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1863;1951;Q10728331;Q10728331;Eslöv Municipality;
SWE;as_colonizer;Q499464;Båstad;1863;1951;Q10728334;Q10728334;Båstad Municipality;
SWE;as_colonizer;Q504219;comuna da Trelleborg;1863;1951;Q10728341;Q10728341;Trelleborg Municipality;
SWE;as_colonizer;Q504601;Sjöbo;1863;1951;Q10728350;Q10728350;Sjöbo Municipality;
SWE;as_colonizer;Q255206;Ängelholm;1863;1973;Q10728356;Östra Ljungby municipality;Ängelholm Municipality;Östra Ljungby municipality
SWE;as_colonizer;Q504614;Klippan;1863;1973;Q10728356;Östra Ljungby municipality;Klippan Municipality;Östra Ljungby municipality
SWE;as_colonizer;Q504676;Q504676;1863;1951;Q10728369;Q10728369;Norrköping Municipality;
SWE;as_colonizer;Q504626;comuna da Simrishamn;1863;1944;Q10728374;Q10728374;Simrishamn Municipality;
SWE;as_colonizer;Q504626;comuna da Simrishamn;http;1952;Q10728375;Q10728375;Simrishamn Municipality;
SWE;as_colonizer;Q338752;Orust;1962;1970;Q10728378;Q10728378;Orust Municipality;
SWE;as_colonizer;Q117728;comuna da Österåker;1863;1951;Q10728389;Östra Ryds municipality;Österåker Municipality;Östra Ryds municipality
SWE;as_colonizer;Q515680;comuna da Söderköping;1863;1951;Q10728390;Q10728390;Söderköping Municipality;
SWE;as_colonizer;Q504619;Hörby;1863;1951;Q10728399;Q10728399;Hörby Municipality;
SWE;as_colonizer;Q499410;Linköping;1863;1951;Q10728404;Q10728404;Linköping Municipality;
SWE;as_colonizer;Q504676;Q504676;1863;1951;Q10728411;Q10728411;Norrköping Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1863;1951;Q10728418;Q10728418;Eslöv Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10728422;Q10728422;Kristianstad Municipality;
SWE;as_colonizer;Q267030;Mjölby;1863;1951;Q10728427;Q10728427;Mjölby Municipality;
SWE;as_colonizer;Q504626;comuna da Simrishamn;1863;1951;Q10728431;Q10728431;Simrishamn Municipality;
SWE;as_colonizer;Q504219;comuna da Trelleborg;1863;1951;Q10728439;Q10728439;Trelleborg Municipality;
SWE;as_colonizer;Q500217;Växjö;1863;1970;Q10728443;Q10728443;Växjö Municipality;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10728447;Q10728447;Falköping Municipality;
SWE;as_colonizer;Q515266;Skurup;1863;1951;Q10728453;Q10728453;Skurup Municipality;
SWE;as_colonizer;Q504626;comuna da Simrishamn;1863;1951;Q10728459;Q10728459;Simrishamn Municipality;
SWE;as_colonizer;Q504676;Q504676;1952;1966;Q10728461;Q10728461;Norrköping Municipality;
SWE;as_colonizer;Q508140;Katrineholm;1863;1951;Q10728463;Q10728463;Katrineholm Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10728469;Q10728469;Kristianstad Municipality;
SWE;as_colonizer;Q501205;comuna da Sunne;1863;1951;Q10728501;Q10728501;Sunne Municipality;
SWE;as_colonizer;Q501205;comuna da Sunne;http;1963;Q10728502;Östra Ämterviks socken;Sunne Municipality;Östra Ämterviks socken
SWE;as_colonizer;Q504619;Hörby;1863;1951;Q10728509;Q10728509;Hörby Municipality;
SWE;as_colonizer;Q504465;Knivsta;1863;1951;Q10728527;Q10728527;Knivsta Municipality;
SWE;as_colonizer;Q501428;Vara;1863;1951;Q10728533;Q10728533;Vara Municipality;
SWE;as_colonizer;Q504601;Sjöbo;1863;1951;Q10728538;Q10728538;Sjöbo Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;http;1947;Q10728563;Q10728563;Södertälje Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;1863;1947;Q10728565;Q10728565;Södertälje Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;http;1967;Q10728566;Överenhörna socken;Södertälje Municipality;Överenhörna socken
SWE;as_colonizer;Q511253;Håbo;1863;1951;Q10728579;Q10728579;Håbo Municipality;
SWE;as_colonizer;Q513421;comuna da Härjedalen;1863;1951;Q10728590;Q10728590;Härjedalen Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;1863;1951;Q10728602;Q10728602;Södertälje Municipality;
SWE;as_colonizer;Q509476;Boden;1863;1966;Q10728629;Q10728629;Boden Municipality;
SWE;as_colonizer;Q221990;Sollefteå;1863;1951;Q10728635;Q10728635;Sollefteå Municipality;
SWE;as_colonizer;Q501532;comuna da Strängnäs;1863;1951;Q10728659;Q10728659;Strängnäs Municipality;
SWE;as_colonizer;Q307603;Övertorneå (comuna);1863;1970;Q10728682;Övertorneå Rural Municipality;Övertorneå Municipality;Övertorneå Rural Municipality
SWE;as_colonizer;Q515477;Västervik;1931;1970;Q10728696;Q10728696;Västervik Municipality;
SWE;as_colonizer;Q504692;Halmstad;1863;1951;Q10728718;Q10728718;Halmstad Municipality;
SWE;as_colonizer;Q515519;Tomelilla;1863;1951;Q10728719;Q10728719;Tomelilla Municipality;
SWE;as_colonizer;Q845930;comuna da Berg;1952;1970;Q10728739;Q10728739;Berg Municipality;
SWE;as_colonizer;Q499385;Forshaga;1863;1951;Q10728745;Q10728745;Forshaga Municipality;
SWE;as_colonizer;Q500153;Mark;1863;1951;Q10728765;Q10728765;Mark Municipality;
SWE;as_colonizer;Q500153;Mark;1863;1951;Q10728772;Q10728772;Mark Municipality;
SWE;as_colonizer;Q514815;Kramfors;1863;1973;Q11704685;Bjärtrå Municipality;Kramfors Municipality;Bjärtrå Municipality
SWE;as_colonizer;Q514815;Kramfors;1863;1973;Q11704715;Nordingrå landskommun;Kramfors Municipality;Nordingrå landskommun
SWE;as_colonizer;Q493855;comuna da Arjeplog;1874;1970;Q11774728;Arjeplogs Rural Municipality;Arjeplog Municipality;Arjeplogs Rural Municipality
SWE;as_colonizer;Q508125;Hässleholm;1971;1973;Q15709121;Vinslöv central municipality;Hässleholm Municipality;Vinslöv central municipality
SWE;as_colonizer;Q511338;Vellinge;1971;1973;Q15846450;Skanör med Falsterbo municipality;Vellinge Municipality;Skanör med Falsterbo municipality
SWE;as_colonizer;Q504692;Halmstad;1863;1973;Q15962221;Getinge municipality;Halmstad Municipality;Getinge municipality
SWE;as_colonizer;Q894327;Borås;1863;1973;Q16236195;Fristad;Borås Municipality;Fristad
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q16495822;Q16495822;Region Gotland;
SWE;as_colonizer;Q515491;Tingsryd;1863;1957;Q16496385;Q16496385;Tingsryd Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q16496787;Q16496787;Region Gotland;
SWE;as_colonizer;Q499404;comuna da Arvidsjaur;1874;1970;Q16497201;Q16497201;Arvidsjaur Municipality;
SWE;as_colonizer;Q509501;comuna da Askersund;http;1952;Q16497236;Askersund socken;Askersund Municipality;Askersund socken
SWE;as_colonizer;Q501470;Töreboda;1863;1951;Q16498467;Q16498467;Töreboda Municipality;
SWE;as_colonizer;Q501452;Skövde;1863;1951;Q16498598;Q16498598;Skövde Municipality;
SWE;as_colonizer;Q510198;Tierp;1863;1973;Q13853453;Tierpsbygden Municipality;Tierp Municipality;Tierpsbygden Municipality
SWE;as_colonizer;Q113673;comuna da Upplands-Bro;1952;1970;Q15072239;Q15072239;Upplands-Bro Municipality;
SWE;as_colonizer;Q239332;Gnesta;1971;1973;Q15088430;Gnesta Municipality;Gnesta Municipality;Gnesta Municipality
SWE;as_colonizer;Q505064;Trosa;1971;1973;Q15093355;Trosa Municipality;Trosa Municipality;Trosa Municipality
SWE;as_colonizer;Q505064;Trosa;1952;1973;Q15093364;Vagnhärad Municipality;Trosa Municipality;Vagnhärad Municipality
SWE;as_colonizer;Q503180;comuna da Finspång;1942;1970;Q15145313;Finspång köping;Finspång Municipality;Finspång köping
SWE;as_colonizer;Q505259;Gislaved;1971;1973;Q15149386;Anderstorp Municipality;Gislaved Municipality;Anderstorp Municipality
SWE;as_colonizer;Q515969;Vadstena;1971;1973;Q15155416;Vadstena Municipality;Vadstena Municipality;Vadstena Municipality
SWE;as_colonizer;Q498477;Hylte;1971;1973;Q15205707;Unnaryd municipality;Hylte Municipality;Unnaryd municipality
SWE;as_colonizer;Q505259;Gislaved;1971;1973;Q15205707;Unnaryd municipality;Gislaved Municipality;Unnaryd municipality
SWE;as_colonizer;Q509997;comuna da Valdemarsvik;1914;1970;Q15217387;Valdemarsvik köping;Valdemarsvik Municipality;Valdemarsvik köping
SWE;as_colonizer;Q515699;Ydre;1952;1970;Q15223269;Ydre Rural Municipality;Ydre Municipality;Ydre Rural Municipality
SWE;as_colonizer;Q512035;Eksjö;1863;1970;Q15272201;Höreda Rural Municipality;Eksjö Municipality;Höreda Rural Municipality
SWE;as_colonizer;Q186662;comuna da Burlöv;1863;1970;Q16506215;Q16506215;Burlöv Municipality;
SWE;as_colonizer;Q503167;comuna da Aneby;1863;1951;Q16507096;Q16507096;Aneby Municipality;
SWE;as_colonizer;Q374794;Gotland;;;Q16504104;Q16504104;Region Gotland;
SWE;as_colonizer;Q499410;Linköping;1863;1951;Q16502515;Q16502515;Linköping Municipality;
SWE;as_colonizer;Q62469;Bollnäs;1863;1973;Q16579736;Rengsjö Municipality;Bollnäs Municipality;Rengsjö Municipality
SWE;as_colonizer;Q307603;Övertorneå (comuna);1863;1968;Q17659829;Hietaniemi Rural Municipality;Övertorneå Municipality;Hietaniemi Rural Municipality
SWE;as_colonizer;Q510135;Torsby;1863;1951;Q18287671;Q18287671;Torsby Municipality;
SWE;as_colonizer;Q221990;Sollefteå;1863;1951;Q18288787;Q18288787;Sollefteå Municipality;
SWE;as_colonizer;Q501545;Falun;1863;1970;Q18289272;Q18289272;Falun Municipality;
SWE;as_colonizer;Q504609;comuna da Staffanstorp;1863;1951;Q18289812;Q18289812;Staffanstorp Municipality;
SWE;as_colonizer;Q503111;Herrljunga;1863;1951;Q18290011;Q18290011;Herrljunga Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q18290085;Q18290085;Region Gotland;
SWE;as_colonizer;Q845930;comuna da Berg;1860;1926;Q18290131;Q18290131;Berg Municipality;
SWE;as_colonizer;Q499464;Båstad;1863;1951;Q18290229;Q18290229;Båstad Municipality;
SWE;as_colonizer;Q179180;Varberg;1863;1951;Q18290232;Q18290232;Varberg Municipality;
SWE;as_colonizer;Q28532;Trollhättan;1863;1951;Q18290364;Q18290364;Trollhättan Municipality;
SWE;as_colonizer;Q511407;Hagfors;1950;1970;Q18290429;Q18290429;Hagfors Municipality;
SWE;as_colonizer;Q266401;Höör;1863;1951;Q18290444;Q18290444;Höör Municipality;
SWE;as_colonizer;Q47019;Hallstahammar;1943;1970;Q18290457;Q18290457;Hallstahammar Municipality;
SWE;as_colonizer;Q511281;Götene;1863;1951;Q18290503;Q18290503;Götene Municipality;
SWE;as_colonizer;Q487648;Helsingborg;1798;1897;Q18290565;Q18290565;Helsingborg Municipality;
SWE;as_colonizer;Q505102;Ystad;1952;1970;Q18290596;Q18290596;Ystad Municipality;
SWE;as_colonizer;Q510010;Gävle;1863;1968;Q18290608;Q18290608;Gävle Municipality;
SWE;as_colonizer;Q42009;Köping;1863;1951;Q18290614;Q18290614;Köping Municipality;
SWE;as_colonizer;Q240574;Markaryd;1863;1951;Q18290619;Q18290619;Markaryd Municipality;
SWE;as_colonizer;Q513370;Kävlinge;1863;1951;Q18290659;Q18290659;Kävlinge Municipality;
SWE;as_colonizer;Q511281;Götene;http;1952;Q18290730;Husaby socken;Götene Municipality;Husaby socken
SWE;as_colonizer;Q214048;comuna da Norrtälje;1863;1951;Q18290733;Q18290733;Norrtälje Municipality;
SWE;as_colonizer;Q505102;Ystad;1863;1951;Q18290862;Q18290862;Ystad Municipality;
SWE;as_colonizer;Q512048;Jokkmokk;1874;1970;Q18291043;Q18291043;Jokkmokk Municipality;
SWE;as_colonizer;Q267030;Mjölby;1863;1951;Q18291087;Q18291087;Mjölby Municipality;
