iso3;country_qid;country_label;conflict_qid;conflict_label;kind_qid;kind_label;source;start_year;end_year;point_year;part_of_qid;part_of_label;place_qid;place_label;result_qid;result_label;deaths
ALB;Q222;Albânia;Q1290138;Despertar nacional da Albânia;;;from_battle;;;1908;Q1290138;Despertar nacional da Albânia;;;;;
ALB;Q222;Albânia;Q115519297;Conflito fronteiriço entre a Albânia e a Iugoslávia;Q1078001;disputa territorial;participant;1948;1954;;Q8683;Guerra Fria;Q110907330;Albania-Yugoslavia border;;;
ALB;Q222;Albânia;Q115519297;Conflito fronteiriço entre a Albânia e a Iugoslávia;Q1078001;disputa territorial;location;1948;1954;;Q8683;Guerra Fria;Q110907330;Albania-Yugoslavia border;;;
ALB;Q222;Albânia;Q8683;Guerra Fria;;;from_battle;1948;1954;;Q8683;Guerra Fria;;;;;
ALB;Q222;Albânia;Q126909296;Q126909296;Q178561;batalha;participant;;;1847;Q4709160;Revolta Albanesa de 1847;Q183199;Janina;;;
ALB;Q222;Albânia;Q4709160;Revolta Albanesa de 1847;;;from_battle;;;1847;Q4709160;Revolta Albanesa de 1847;;;;;
ALB;Q222;Albânia;Q129434146;Gramos incident;Q42750320;border incident;participant;;;1950;Q8683;Guerra Fria;Q2712296;Gramos;;;
ALB;Q222;Albânia;Q131286409;Albanian Rebellion;Q124734;rebelião;participant;1481;1484;;Q13041162;Albanian uprisings in the Ottoman Empire;Q372199;Ottoman Albania;;;
ALB;Q222;Albânia;Q131286409;Albanian Rebellion;Q124734;rebelião;location;1481;1484;;Q13041162;Albanian uprisings in the Ottoman Empire;Q372199;Ottoman Albania;;;
ALB;Q222;Albânia;Q131583820;Liberation of Krujë;Q178561;batalha;participant;;;1443;Q136048217;Skanderbeg's Albanian campaign;Q194164;Krujë;;;
ALB;Q222;Albânia;Q131583820;Liberation of Krujë;Q178561;batalha;location;;;1443;Q136048217;Skanderbeg's Albanian campaign;Q194164;Krujë;;;
ALB;Q222;Albânia;Q136048217;Skanderbeg's Albanian campaign;;;from_battle;;;1443;Q136048217;Skanderbeg's Albanian campaign;;;;;
ALB;Q222;Albânia;Q135397399;Battle of Devol;Q178561;batalha;participant;;;1108;;;Q3394403;Devol;;;
ALB;Q222;Albânia;Q135397399;Battle of Devol;Q178561;batalha;location;;;1108;;;Q3394403;Devol;;;
ALB;Q222;Albânia;Q136048217;Skanderbeg's Albanian campaign;Q831663;campanha militar;participant;1443;1448;;Q61116375;Rebelião de Skanderbeg;Q7418360;Sanjak of Albania;;;
ALB;Q222;Albânia;Q61116375;Rebelião de Skanderbeg;;;from_battle;1443;1448;;Q61116375;Rebelião de Skanderbeg;;;;;
ALB;Q222;Albânia;Q209387;Batalha de Ancara;Q178561;batalha;participant;;;1402;Q65121240;Timurid conquests and invasions;Q6011484;Çubuk Ovası;;;
ALB;Q222;Albânia;Q65121240;Timurid conquests and invasions;;;from_battle;;;1402;Q65121240;Timurid conquests and invasions;;;;;
ALB;Q222;Albânia;Q3303959;Battle of Koshare;Q178561;batalha;participant;1999;1999;;Q155723;Intervenção militar na Iugoslávia em 1999;Q3088685;Fronteira Albânia-Sérvia;;;
ALB;Q222;Albânia;Q155723;Intervenção militar na Iugoslávia em 1999;;;from_battle;1999;1999;;Q155723;Intervenção militar na Iugoslávia em 1999;;;;;
ALB;Q222;Albânia;Q3442989;Battle of Bar;Q178561;batalha;participant;;;1042;;;Q115276;Bar;;;
ALB;Q222;Albânia;Q86685969;Kelmend uprising;Q124734;rebelião;participant;1945;1945;;Q5330131;anti-communist insurgencies in Central and Eastern Europe;Q2433124;Kelmend;;;
ALB;Q222;Albânia;Q86685969;Kelmend uprising;Q124734;rebelião;location;1945;1945;;Q5330131;anti-communist insurgencies in Central and Eastern Europe;Q2433124;Kelmend;;;
ALB;Q222;Albânia;Q5330131;anti-communist insurgencies in Central and Eastern Europe;;;from_battle;1945;1945;;Q5330131;anti-communist insurgencies in Central and Eastern Europe;;;;;
ALB;Q222;Albânia;Q122452037;Battle of Šušaja;Q178561;batalha;participant;2000;2000;;Q1030724;Insurgência no Vale de Preševo;Q2734433;Gornja Šušaja;;;
ALB;Q222;Albânia;Q1030724;Insurgência no Vale de Preševo;;;from_battle;2000;2000;;Q1030724;Insurgência no Vale de Preševo;;;;;
ALB;Q222;Albânia;Q1030724;Insurgência no Vale de Preševo;Q350604;armed conflict;participant;1999;2001;;Q242352;Guerra Civil Iugoslava;Q145871;Preševo;;;
ALB;Q222;Albânia;Q122452052;1638 Ottoman expedition against Kelmendi;Q1384277;military expedition;participant;;;1638;;;Q1762377;Malësia;;;
ALB;Q222;Albânia;Q122452052;1638 Ottoman expedition against Kelmendi;Q1384277;military expedition;location;;;1638;;;Q1762377;Malësia;;;
ARE;Q878;Emirados Árabes Unidos;Q1348630;Guerras Ridda;Q198;guerra;participant;0632;0633;;Q275918;Expansão islâmica;Q31945;Arábia;;;
ARE;Q878;Emirados Árabes Unidos;Q275918;Expansão islâmica;;;from_battle;0632;0633;;Q275918;Expansão islâmica;;;;;
ARE;Q878;Emirados Árabes Unidos;Q2326099;Guerra bizantino-sassânida de 602-628;Q198;guerra;participant;0602;0628;;Q858108;Guerras bizantino-sassânidas;Q11767;Mesopotâmia;;;
ARE;Q878;Emirados Árabes Unidos;Q858108;Guerras bizantino-sassânidas;;;from_battle;0602;0628;;Q858108;Guerras bizantino-sassânidas;;;;;
ARE;Q878;Emirados Árabes Unidos;Q30915144;Battle of Kish;Q178561;batalha;participant;;;0703;;;Q132272;Quis;;;
ARE;Q878;Emirados Árabes Unidos;Q112181341;Battle of Medina Elvira;Q178561;batalha;participant;;;0899;;;Q2855339;Zona arqueológica de Medina Elvira;;;
ARE;Q878;Emirados Árabes Unidos;Q124958496;Battle of Abraq;Q178561;batalha;participant;;;0632;Q1348630;Guerras Ridda;;;;;
ARE;Q878;Emirados Árabes Unidos;Q1348630;Guerras Ridda;;;from_battle;;;0632;Q1348630;Guerras Ridda;;;;;
ARE;Q878;Emirados Árabes Unidos;Q125496067;Battle of Dhat Irq;Q178561;batalha;participant;;;0599;;;Q169977;Hejaz;;;
ARE;Q878;Emirados Árabes Unidos;Q128803543;Q128803543;Q2001676;ofensiva militar;participant;1106;1106;1106;;;Q48195;Baçorá;;;
ARE;Q878;Emirados Árabes Unidos;Q130251298;Battle of Reishahr;Q178561;batalha;participant;;;1534;;;Q5812422;Reishahr;;;
ARE;Q878;Emirados Árabes Unidos;Q7976950;Waziristan campaign (1936–1939);Q831663;campanha militar;participant;1936;1939;;;;Q190217;Waziristão;;;
ARE;Q878;Emirados Árabes Unidos;Q28716912;Yakla raid;Q178561;batalha;participant;;;2017;Q286436;Rebelião da Al-Qaeda no Iémen;Q12226932;Qayfah Āl Mahdī;;;16
ARE;Q878;Emirados Árabes Unidos;Q286436;Rebelião da Al-Qaeda no Iémen;;;from_battle;;;2017;Q286436;Rebelião da Al-Qaeda no Iémen;;;;;
ARE;Q878;Emirados Árabes Unidos;Q44407676;Batalha de Saná;Q178561;batalha;participant;2017;2017;;Q19686631;Guerra Civil Iemenita;Q2471;Sana;;;
ARE;Q878;Emirados Árabes Unidos;Q19686631;Guerra Civil Iemenita;;;from_battle;2017;2017;;Q19686631;Guerra Civil Iemenita;;;;;
ARE;Q878;Emirados Árabes Unidos;Q48735086;Batalha de Al Hudaydah;Q178561;batalha;participant;2018;;2018;Q19686631;Guerra Civil Iemenita;Q270041;Al Hudaydah;;;
ARE;Q878;Emirados Árabes Unidos;Q56376722;Third Destruction of Doha;Q178561;batalha;participant;;;1888;;;Q3861;Doha;;;
ARE;Q878;Emirados Árabes Unidos;Q72940058;UAE bombing of the Yemeni army in Aden;Q2380335;bombardeamento aéreo;participant;;;2019;;;;;;;
ARE;Q878;Emirados Árabes Unidos;Q124625460;Conquista portuguesa do Barém;Q467011;invasão;participant;;;1521;;;Q398;Bahrein;;;
ARE;Q878;Emirados Árabes Unidos;Q125496766;Battle of Khannour;Q178561;batalha;participant;1889;1889;;;;Q187712;Emirado Abu Dhabi;;;
ARE;Q878;Emirados Árabes Unidos;Q125496766;Battle of Khannour;Q178561;batalha;location;1889;1889;;;;Q187712;Emirado Abu Dhabi;;;
ARE;Q878;Emirados Árabes Unidos;Q128395214;Qatari–Abu Dhabi War;Q198;guerra;participant;1881;1893;;;;Q4165357;Eastern Arabia;;;
ARE;Q878;Emirados Árabes Unidos;Q135319143;Southern Syria clashes;Q178561;batalha;participant;2025;;;Q136243381;Druze insurgency in Southern Syria;Q236797;As-Suwayda;;;
ARE;Q878;Emirados Árabes Unidos;Q136243381;Druze insurgency in Southern Syria;;;from_battle;2025;;;Q136243381;Druze insurgency in Southern Syria;;;;;
ARE;Q878;Emirados Árabes Unidos;Q64879;Cerco de Malakand;Q188055;cerco;participant;1897;1897;;Q15783468;Guerras Anglo-Afegãs;Q1820054;Malakand Agency;;;
ARE;Q878;Emirados Árabes Unidos;Q15783468;Guerras Anglo-Afegãs;;;from_battle;1897;1897;;Q15783468;Guerras Anglo-Afegãs;;;;;
ARE;Q878;Emirados Árabes Unidos;Q80964830;Siege of Daria;Q188055;cerco;participant;;;1765;;;Q277505;Al-Diriyah;;;
ARE;Q878;Emirados Árabes Unidos;Q117230127;Persian Gulf Wars;Q104212151;series of wars;participant;1974;2011;;Q51615;história do Oriente Médio;Q34675;Golfo Pérsico;;;
ARE;Q878;Emirados Árabes Unidos;Q51615;história do Oriente Médio;;;from_battle;1974;2011;;Q51615;história do Oriente Médio;;;;;
ARG;Q414;Argentina;Q1968528;Operation Black Buck;Q645883;operação militar;participant;;;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
ARG;Q414;Argentina;Q48249;Guerra das Malvinas;;;from_battle;;;1982;Q48249;Guerra das Malvinas;;;;;
ARG;Q414;Argentina;Q2295869;Snipe incident;Q997267;escaramuça;participant;;;1958;;;Q44832;Terra do Fogo, Antártica e Ilhas do Atlântico Sul;;;
ARG;Q414;Argentina;Q2295869;Snipe incident;Q997267;escaramuça;location;;;1958;;;Q44832;Terra do Fogo, Antártica e Ilhas do Atlântico Sul;;;
ARG;Q414;Argentina;Q2641750;Batalha de Goose Green;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q1537762;Goose Green;;;
ARG;Q414;Argentina;Q2890596;Batalha da Vuelta de Obligado;Q1261499;batalha naval;participant;;;1845;Q3944738;Bloqueio anglo-francês do Rio da Prata;Q127892;Rio Paraná;;;
ARG;Q414;Argentina;Q2890596;Batalha da Vuelta de Obligado;Q1261499;batalha naval;location;;;1845;Q3944738;Bloqueio anglo-francês do Rio da Prata;Q127892;Rio Paraná;;;
ARG;Q414;Argentina;Q3944738;Bloqueio anglo-francês do Rio da Prata;;;from_battle;;;1845;Q3944738;Bloqueio anglo-francês do Rio da Prata;;;;;
ARG;Q414;Argentina;Q3042463;Guerra do Uruguai;Q198;guerra;participant;1864;1865;;Q10356223;Questão do Prata;Q155;Brasil;;;
ARG;Q414;Argentina;Q10356223;Questão do Prata;;;from_battle;1864;1865;;Q10356223;Questão do Prata;;;;;
ARG;Q414;Argentina;Q3284956;Afundamento do Cruzador General Belgrano;Q1261499;batalha naval;participant;;;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
ARG;Q414;Argentina;Q48249;Guerra das Malvinas;Q198;guerra;participant;1982;1982;1982;Q4379537;Questão das ilhas Malvinas;Q9648;Ilhas Malvinas;;;891
ARG;Q414;Argentina;Q4379537;Questão das ilhas Malvinas;;;from_battle;1982;1982;1982;Q4379537;Questão das ilhas Malvinas;;;;;
ARG;Q414;Argentina;Q58947;Guerra do Paraguai;Q198;guerra;participant;1864;1870;1864;Q10356223;Questão do Prata;Q236118;Cone Sul;;;1000000
ARG;Q414;Argentina;Q3042457;Guerra do Prata;Q198;guerra;participant;1851;1852;;Q2697981;Guerras Civis Argentinas;Q77;Uruguai;;;
ARG;Q414;Argentina;Q2697981;Guerras Civis Argentinas;;;from_battle;1851;1852;;Q2697981;Guerras Civis Argentinas;;;;;
ARG;Q414;Argentina;Q4582489;Battle of Mount Tumbledown;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;9
ARG;Q414;Argentina;Q4871774;Batalha de Monte Santiago;Q1261499;batalha naval;participant;1827;1827;1827;Q288251;Guerra da Cisplatina;Q3331353;Ensenada;;;
ARG;Q414;Argentina;Q4871774;Batalha de Monte Santiago;Q1261499;batalha naval;location;1827;1827;1827;Q288251;Guerra da Cisplatina;Q3331353;Ensenada;;;
ARG;Q414;Argentina;Q288251;Guerra da Cisplatina;;;from_battle;1827;1827;1827;Q288251;Guerra da Cisplatina;;;;;
ARG;Q414;Argentina;Q4871802;Battle of Mount Longdon;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q6921882;Mount Longdon;;;
ARG;Q414;Argentina;Q4871801;Battle of Mount Harriet;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
ARG;Q414;Argentina;Q4872265;Battle of San Carlos;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q7413532;San Carlos Water;;;
ARG;Q414;Argentina;Q4872743;Battle of Wireless Ridge;Q178561;batalha;participant;1982;1982;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
ARG;Q414;Argentina;Q4930640;Bluff Cove Air Attacks;Q178561;batalha;participant;;;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
ARG;Q414;Argentina;Q5722546;Batalha de Lomas Valentinas;Q178561;batalha;participant;1868;1868;1868;Q58947;Guerra do Paraguai;Q5978601;Fortificações de Lomas Valentinas;;;
ARG;Q414;Argentina;Q58947;Guerra do Paraguai;;;from_battle;1868;1868;1868;Q58947;Guerra do Paraguai;;;;;
ARG;Q414;Argentina;Q6065903;Passagem de Curupaiti;Q1261499;batalha naval;participant;;;1867;Q58947;Guerra do Paraguai;Q3748678;Forte de Curupaiti;;;
ARG;Q414;Argentina;Q601811;Guerra da Confederação;Q198;guerra;participant;1836;1839;1836;;;Q18;América do Sul;;;
ARG;Q414;Argentina;Q616931;Batalha de Monte Caseros;Q178561;batalha;participant;;;1852;Q2672972;Guerra Grande;Q5261705;Ciudad Jardín Lomas del Palomar;;;
ARG;Q414;Argentina;Q616931;Batalha de Monte Caseros;Q178561;batalha;location;;;1852;Q2672972;Guerra Grande;Q5261705;Ciudad Jardín Lomas del Palomar;;;
ARG;Q414;Argentina;Q2672972;Guerra Grande;;;from_battle;;;1852;Q2672972;Guerra Grande;;;;;
ARG;Q414;Argentina;Q3800865;Austrian invasion of the Papal States;Q467011;invasão;participant;1848;1848;;Q920894;Primeira Guerra de Independência Italiana;;;;;
ARG;Q414;Argentina;Q920894;Primeira Guerra de Independência Italiana;;;from_battle;1848;1848;;Q920894;Primeira Guerra de Independência Italiana;;;;;
ARG;Q414;Argentina;Q9001194;Guerra entre Argentina e Confederação Peruano-Boliviana;Q198;guerra;participant;1837;1839;;;;;;;;
ARG;Q414;Argentina;Q19546198;Deception Island incident;Q997267;escaramuça;participant;;;1953;;;Q11655044;Whalers Bay;;;
ARG;Q414;Argentina;Q30936714;Campanha do Uruguai;Q831663;campanha militar;participant;1851;1851;;Q3042457;Guerra do Prata;Q8842946;Estado Oriental do Uruguai;;;
ARG;Q414;Argentina;Q3042457;Guerra do Prata;;;from_battle;1851;1851;;Q3042457;Guerra do Prata;;;;;
ARG;Q414;Argentina;Q59559767;Sinking of HMS Sheffield;Q1261499;batalha naval;participant;;;1982;Q48249;Guerra das Malvinas;;;;;
ARG;Q414;Argentina;Q84762353;Bombing of Two Sisters;Q2380335;bombardeamento aéreo;participant;;;1982;Q48249;Guerra das Malvinas;Q16494141;Mount Two Sisters;;;
ARG;Q414;Argentina;Q86083723;Bombing of Mount Kent;Q2380335;bombardeamento aéreo;participant;1982;1982;;Q48249;Guerra das Malvinas;Q14904380;Mount Kent;;;
ARG;Q414;Argentina;Q91168260;Battle of Murrell Bridge;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q6939578;Murrell River;;;
ARG;Q414;Argentina;Q94277038;Battle of Toldos Viejos;Q178561;batalha;participant;;;1826;;;;;;;
ARG;Q414;Argentina;Q130803612;Battle of Carzano;Q178561;batalha;participant;;;1917;;;Q264716;Carzano;;;
ARG;Q414;Argentina;Q431806;Guerra de Arauco;Q198;guerra;participant;;1609;1546;;;Q298;Chile;;;
ARG;Q414;Argentina;Q1072889;Independência do Chile;Q21994376;guerra de independência;participant;1827;;1812;Q1123201;guerras de independência na América espanhola;Q298;Chile;;;
ARG;Q414;Argentina;Q1123201;guerras de independência na América espanhola;;;from_battle;1827;;1812;Q1123201;guerras de independência na América espanhola;;;;;
ARG;Q414;Argentina;Q1616739;Battle of Reynogüelén;Q178561;batalha;participant;;;1536;Q431806;Guerra de Arauco;Q252165;Reynogüelén;;;
ARG;Q414;Argentina;Q431806;Guerra de Arauco;;;from_battle;;;1536;Q431806;Guerra de Arauco;;;;;
ARG;Q414;Argentina;Q1616748;Battle of Peteroa;Q178561;batalha;participant;;;1556;Q431806;Guerra de Arauco;Q7178080;Peteroa;;;
ARG;Q414;Argentina;Q1617667;Battle of Mataquito;Q178561;batalha;participant;;;1557;Q431806;Guerra de Arauco;Q201338;Curicó;;;
ARG;Q414;Argentina;Q2422135;War of the Araucania;Q198;guerra;participant;1861;1883;1881;;;Q2176;Araucanía;;;
ARG;Q414;Argentina;Q2697981;Guerras Civis Argentinas;Q8465;guerra civil;participant;1814;1880;;;;Q414;Argentina;;;
ARG;Q414;Argentina;Q2697981;Guerras Civis Argentinas;Q8465;guerra civil;location;1814;1880;;;;Q414;Argentina;;;
ARG;Q414;Argentina;Q5778783;Battle of Las Vizcacheras;Q178561;batalha;participant;;;1829;Q5742754;Campaigns prior to the Conquest of the Desert;Q2435172;Rauch;;;
ARG;Q414;Argentina;Q5778783;Battle of Las Vizcacheras;Q178561;batalha;location;;;1829;Q5742754;Campaigns prior to the Conquest of the Desert;Q2435172;Rauch;;;
ARG;Q414;Argentina;Q5742754;Campaigns prior to the Conquest of the Desert;;;from_battle;;;1829;Q5742754;Campaigns prior to the Conquest of the Desert;;;;;
ARG;Q414;Argentina;Q6102463;Rebelião Mapuche de 1598;Q124734;rebelião;participant;;;1598;;;;;;;
ARG;Q414;Argentina;Q6102465;Revolta mapuche (1723);Q124734;rebelião;participant;;;1723;;;;;;;
ARG;Q414;Argentina;Q21152513;Calchaquí Wars;Q104212151;series of wars;participant;1560;1667;;;;;;;;
ARG;Q414;Argentina;Q21693680;conflict between Unitarians and Federalists in the Argentine Civil Wars;Q350604;armed conflict;participant;;;;Q2697981;Guerras Civis Argentinas;;;;;
ARG;Q414;Argentina;Q85783755;Revolta Mapuche de 1655;Q124734;rebelião;participant;1655;1656;;Q431806;Guerra de Arauco;Q3492932;Araucanía (região histórica);;;
ARG;Q414;Argentina;Q124513678;Battle of Los Robles;Q178561;batalha;participant;;;1630;Q431806;Guerra de Arauco;Q3646562;Itata River;;;
ARG;Q414;Argentina;Q134840158;Battle of Itata;Q178561;batalha;participant;;;1564;Q431806;Guerra de Arauco;Q3646562;Itata River;;;
ARG;Q414;Argentina;Q134840190;Battle of Vegas de Andalién;Q178561;batalha;participant;;;1564;Q431806;Guerra de Arauco;Q4534;Rio Andalién;;;
ARG;Q414;Argentina;Q134996426;Battle of Talcamávida;Q178561;batalha;participant;;;1566;Q431806;Guerra de Arauco;Q6138209;Talcamávida;;;
ARG;Q414;Argentina;Q135643280;Battle of Reynogüelén;Q178561;batalha;participant;1565;1565;;Q431806;Guerra de Arauco;Q252165;Reynogüelén;;;
ARG;Q414;Argentina;Q28663372;Battle of Rosario de Lerma;Q178561;batalha;participant;;;1817;Q617409;Guerra da Independência da Argentina;Q1017556;Rosario de Lerma;;;
ARG;Q414;Argentina;Q28663372;Battle of Rosario de Lerma;Q178561;batalha;location;;;1817;Q617409;Guerra da Independência da Argentina;Q1017556;Rosario de Lerma;;;
ARG;Q414;Argentina;Q617409;Guerra da Independência da Argentina;;;from_battle;;;1817;Q617409;Guerra da Independência da Argentina;;;;;
ARG;Q414;Argentina;Q117230127;Persian Gulf Wars;Q104212151;series of wars;participant;1974;2011;;Q51615;história do Oriente Médio;Q34675;Golfo Pérsico;;;
ARG;Q414;Argentina;Q51615;história do Oriente Médio;;;from_battle;1974;2011;;Q51615;história do Oriente Médio;;;;;
ARG;Q414;Argentina;Q1073849;Batalha de Maipú;Q178561;batalha;participant;;;1818;Q1123201;guerras de independência na América espanhola;Q2887;Santiago;;;
ARM;Q399;Arménia;Q381375;Primeira Guerra de Nagorno-Karabakh;Q198;guerra;participant;1988;1994;1988;Q16954835;Conflito de Nagorno-Karabakh;Q227;Azerbaijão;;;
ARM;Q399;Arménia;Q16954835;Conflito de Nagorno-Karabakh;;;from_battle;1988;1994;1988;Q16954835;Conflito de Nagorno-Karabakh;;;;;
ARM;Q399;Arménia;Q762732;Batalha de Sardarabad;Q178561;batalha;participant;1918;1918;;Q361;Primeira Guerra Mundial;Q2412883;Sardarapat;;;
ARM;Q399;Arménia;Q762732;Batalha de Sardarabad;Q178561;batalha;location;1918;1918;;Q361;Primeira Guerra Mundial;Q2412883;Sardarapat;;;
ARM;Q399;Arménia;Q361;Primeira Guerra Mundial;;;from_battle;1918;1918;;Q361;Primeira Guerra Mundial;;;;;
ARM;Q399;Arménia;Q23688698;Confrontos em Nagorno-Karabakh em 2016;Q350604;armed conflict;participant;2016;2016;;Q16954835;Conflito de Nagorno-Karabakh;Q44302;Alto Carabaque;;;
ARM;Q399;Arménia;Q101305942;Batalha de Shusha (2020);Q178561;batalha;participant;;;2020;Q99659280;Guerra de Nagorno-Karabakh de 2020;Q158903;Shusha;;;
ARM;Q399;Arménia;Q99659280;Guerra de Nagorno-Karabakh de 2020;;;from_battle;;;2020;Q99659280;Guerra de Nagorno-Karabakh de 2020;;;;;
ARM;Q399;Arménia;Q116960704;Battles of Sadarak;Q198;guerra;participant;1990;1993;1990;Q16954835;Conflito de Nagorno-Karabakh;Q131083;República Autônoma do Naquichevão;;;
ARM;Q399;Arménia;Q234738;Guerra de Independência da Turquia;Q1006311;guerra de libertação nacional;participant;1919;1923;1922;;;Q51614;Anatólia;;;
ARM;Q399;Arménia;Q734700;Batalha de Avarair;Q178561;batalha;participant;;;0451;Q11944992;War of the Vardanants;Q4827736;Avarayr Plain;;;
ARM;Q399;Arménia;Q11944992;War of the Vardanants;;;from_battle;;;0451;Q11944992;War of the Vardanants;;;;;
ARM;Q399;Arménia;Q4871242;Battle of Holy Apostles Monastery;Q178561;batalha;participant;1901;1901;;;;Q2062428;Arakelots Monastery;;;
ARM;Q399;Arménia;Q5439864;Revolta de Fevereiro;Q124734;rebelião;participant;1921;1921;;Q46996719;Southern Front of the Russian Civil War;Q399;Arménia;;;
ARM;Q399;Arménia;Q5439864;Revolta de Fevereiro;Q124734;rebelião;location;1921;1921;;Q46996719;Southern Front of the Russian Civil War;Q399;Arménia;;;
ARM;Q399;Arménia;Q46996719;Southern Front of the Russian Civil War;;;from_battle;1921;1921;;Q46996719;Southern Front of the Russian Civil War;;;;;
ARM;Q399;Arménia;Q6052195;Mir Muhammed Rebellion;Q124734;rebelião;participant;1830;1838;;;;Q311819;Mesopotâmia Superior;;;
ARM;Q399;Arménia;Q13053166;Red Army invasion of Armenia;Q467011;invasão;participant;1920;1920;;Q2015687;Guerra Armeno-Azeri;Q139670;República Democrática da Arménia;;;
