iso3;country_qid;country_label;conflict_qid;conflict_label;kind_qid;kind_label;source;start_year;end_year;point_year;part_of_qid;part_of_label;place_qid;place_label;result_qid;result_label;deaths
JPN;Q17;Japão;Q116804296;Convoy O 105;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804302;Convoy O 504;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804301;Convoy O 403;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804306;Convoy O 505;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804304;Convoy O 504;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804305;Convoy O 505;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804311;Convoy O 604;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804308;Convoy O 602A/O 602B;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804309;Convoy O 604;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804314;Convoy O 703;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804315;Convoy O 704;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804312;Convoy O 605;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804319;Convoy O 803;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804317;Convoy O 706;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804322;Convoy O 902;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804321;Convoy O 805;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804326;Convoy R 09;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804324;Convoy O 903;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804325;Convoy O 908;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804330;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804328;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804329;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804332;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804333;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813114;Convoy 3420;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813115;Convoy 3503;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813118;Convoy 3113;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813119;Convoy 3515;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813116;Convoy 3508;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813117;Convoy 3514A;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813122;Convoy 3526;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813123;Convoy 3607;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813120;Convoy 3516;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813121;Convoy 3521;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813126;Convoy 3623;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813127;Convoy 3625;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813124;Convoy 3613;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813125;Convoy 3619;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813130;Convoy 3719;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813131;Convoy 3724;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813128;Convoy 3702;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813129;Convoy 3709;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813134;Convoy 3803A;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813132;Convoy 3726;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813133;Convoy 3731;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813138;Convoy 3821;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813139;Convoy 3827;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813136;Convoy 3809;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813137;Convoy 3815;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813142;Convoy 3923;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813143;Convoy 4003;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813140;Convoy 3914;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813141;Convoy 3921;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813146;Convoy 4022/4032;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813147;Convoy 4102;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813144;Convoy 4008;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813145;Convoy 4014;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q130581249;Red Seal ship incident;Q1261499;batalha naval;participant;;;1608;Q121365637;Conflitos luso-japoneses;Q3916279;Província Ultramarina de Macau;;;
JPN;Q17;Japão;Q488;bombardeamentos de Hiroshima e Nagasaki;Q29431432;díade;participant;;;1945;Q590545;Bombardeios no Japão durante a Segunda Guerra Mundial;Q34664;Hiroshima;;;286818
JPN;Q17;Japão;Q488;bombardeamentos de Hiroshima e Nagasaki;Q29431432;díade;location;;;1945;Q590545;Bombardeios no Japão durante a Segunda Guerra Mundial;Q34664;Hiroshima;;;286818
JPN;Q17;Japão;Q590545;Bombardeios no Japão durante a Segunda Guerra Mundial;;;from_battle;;;1945;Q590545;Bombardeios no Japão durante a Segunda Guerra Mundial;;;;;
JPN;Q17;Japão;Q52418;Ataque a Pearl Harbor;Q6982012;naval offensive;participant;;;1941;Q524272;Frente do Sudeste da Ásia na Segunda Guerra Mundial;Q127091;Pearl Harbor;;;2469
JPN;Q17;Japão;Q524272;Frente do Sudeste da Ásia na Segunda Guerra Mundial;;;from_battle;;;1941;Q524272;Frente do Sudeste da Ásia na Segunda Guerra Mundial;;;;;
JPN;Q17;Japão;Q170314;Segunda Guerra Sino-Japonesa;Q198;guerra;participant;1937;1945;;Q184425;Guerra do Pacífico;Q29520;China;;;
JPN;Q17;Japão;Q184425;Guerra do Pacífico;;;from_battle;1937;1945;;Q184425;Guerra do Pacífico;;;;;
JPN;Q17;Japão;Q178687;Primeira Guerra Sino-Japonesa;Q198;guerra;participant;1894;1895;;;;Q18097;Coreia;;;
JPN;Q17;Japão;Q220602;Guerra Soviético-Japonesa;Q198;guerra;participant;1945;1945;;Q362;Segunda Guerra Mundial;Q81126;Manchúria;;;
JPN;Q17;Japão;Q116804335;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804339;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804336;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804337;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804438;Q116804438;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804439;Rabaul to Palau Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804442;Convoy 1282;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804441;Convoy 2213;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804447;Truk to Rabaul convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804444;Convoy 1151;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804445;Truk to Rabaul convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804448;Truk to Rabaul convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116804449;Convoy 35;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813087;Convoy 3009;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813090;Convoy 3083;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813091;Convoy 3101/3001;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813088;Convoy 3020;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813089;Convoy 3026;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813095;Convoy 3113;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813092;Convoy 3107;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813093;Convoy 3109;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813098;Convoy 3120;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813099;Convoy 3123;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813096;Convoy 3114A;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813097;Convoy 3115;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813102;Convoy 3131;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813100;Convoy 3125A;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813101;Convoy 3128;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813106;Convoy 3211;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813107;Convoy 3211A;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813104;Convoy 3201;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813105;Convoy 3206;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813110;Convoy 3231;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813111;Convoy 3231B;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813108;Convoy 3219;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813109;Convoy 3225;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813112;Convoy 3301A;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813113;Convoy 3310;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813150;Convoy 4108;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813151;Convoy 4114;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813148;Convoy 4102;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813149;Convoy 4107;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813154;Convoy 4125;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813155;Convoy 4127;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813152;Convoy 4119;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813153;Convoy 4120;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813158;Convoy 4215;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813159;Convoy 4215;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813156;Convoy 4205;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813157;Convoy 4212/4213;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813162;Convoy 4304;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813163;Convoy 4426;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813160;Convoy 4222;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813161;Convoy 4226;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813164;Convoy 4508;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813182;Convoy 5013;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813183;Convoy 5075;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813186;Convoy 5142;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813187;Convoy 5152;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813184;Convoy 5101;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813185;Convoy 5113;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813190;Convoy 5223/5233;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813191;Convoy 5231;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813188;Convoy 5202;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813189;Convoy 5203;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813192;Convoy 5282;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813250;Saipan to Truk Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813251;Saipan to Truk Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813254;Truk to Balikpapan convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813255;Truk to Balikpapan convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813252;Saipan to Truk Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813253;Saipan to Truk Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813258;Truk to Surabaya convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813259;Truk to Singapore convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813256;Truk to Balikpapan convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813257;Truk to Eniwetok convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813262;Truk to Yokosuka convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813263;Truk to Kure convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813260;Truk to Yokosuka convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813261;Truk to Yokosuka convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813266;Truk to Palau convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813267;Truk to Saipan convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813264;Truk to Kure convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813265;Truk to Palau convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813270;Convoy 4602;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813271;Truk to Yokosuka convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813268;Truk to Saipan convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813269;Convoy 5192;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813274;Tokyo to Truk Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813275;Saipan to Truk Convoy;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813272;Convoy 3004/3002;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813273;Convoy 3727;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q116813276;Convoy 3628;Q131656428;military convoy;participant;;;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q173034;Batalha de Midway;Q1261499;batalha naval;participant;1942;1942;;Q184425;Guerra do Pacífico;Q47863;Atol Midway;;;
JPN;Q17;Japão;Q184425;Guerra do Pacífico;Q718893;teatro de operações;participant;1941;1945;;Q362;Segunda Guerra Mundial;Q98;Oceano Pacífico;;;
JPN;Q17;Japão;Q188925;Batalhas de Khalkhin Gol;Q178561;batalha;participant;1939;1939;;Q696389;Conflitos fronteiriços entre a União Soviética e o Japão;Q715797;Khalkhyn River;;;
JPN;Q17;Japão;Q696389;Conflitos fronteiriços entre a União Soviética e o Japão;;;from_battle;1939;1939;;Q696389;Conflitos fronteiriços entre a União Soviética e o Japão;;;;;
JPN;Q17;Japão;Q192660;Batalha de Okinawa;Q178561;batalha;participant;1945;1945;1945;Q698292;Campanha nas Ilhas Vulcano e Ryukyu;Q697589;Ilhas de Okinawa;;;200656
JPN;Q17;Japão;Q192660;Batalha de Okinawa;Q178561;batalha;location;1945;1945;1945;Q698292;Campanha nas Ilhas Vulcano e Ryukyu;Q697589;Ilhas de Okinawa;;;200656
JPN;Q17;Japão;Q698292;Campanha nas Ilhas Vulcano e Ryukyu;;;from_battle;1945;1945;1945;Q698292;Campanha nas Ilhas Vulcano e Ryukyu;;;;;
JPN;Q17;Japão;Q207165;Batalha do Mar de Coral;Q1261499;batalha naval;participant;1942;1942;;Q2276692;Campanha da Nova Guiné;Q82931;Mar de Coral;;;
JPN;Q17;Japão;Q2276692;Campanha da Nova Guiné;;;from_battle;1942;1942;;Q2276692;Campanha da Nova Guiné;;;;;
JPN;Q17;Japão;Q217145;Batalha de Guadalcanal;Q831663;campanha militar;participant;1942;1943;;Q184425;Guerra do Pacífico;Q192767;Guadalcanal;;;
JPN;Q17;Japão;Q263142;Batalha do Mar de Java;Q1261499;batalha naval;participant;;;1942;Q698226;Dutch East Indies campaign;Q49364;Mar de Java;;;
JPN;Q17;Japão;Q698226;Dutch East Indies campaign;;;from_battle;;;1942;Q698226;Dutch East Indies campaign;;;;;
JPN;Q17;Japão;Q296754;Batalha de Singapura;Q178561;batalha;participant;1942;1942;;Q362;Segunda Guerra Mundial;Q4420036;Singapore in the Straits Settlements;;;
JPN;Q17;Japão;Q308999;Batalha do Golfo de Leyte;Q1261499;batalha naval;participant;1944;1944;;Q362;Segunda Guerra Mundial;Q240753;Golfo de Leyte;;;
JPN;Q17;Japão;Q379433;Operação Ten-Go;Q645883;operação militar;participant;;;1945;Q184425;Guerra do Pacífico;Q98;Oceano Pacífico;;;
