iso3;qid;country_pt;country_en;ports_pt;ports_en;waters_pt;waters_en;has_ports;has_routes
USA;Q30;Estados Unidos;United States;Porto de Los Angeles, Bangor Trident Base, Naval Station Norfolk, Porto de Houston, Porto de Nova York e Nova Jersey, Port Everglades, Porto de Long Beach, Porto de Baltimore, Bremerton Marina, Porto de Apra, Port of Portland, Porto de Miami, Estação Naval de Tutuila;Northeast Gateway Deepwater Port, Port of Natchitoches, Nimitz Marine Facility, Port of Guam, Port of Rosedale, Spanish Naval Arsenal (San Juan), Cummins Landing, Clayton, Port Neches, Arecibo, Bahia de Fajardo, Ensenada Honda, Playa de Humacao, Puerto Yabucoa, Bahía de Jobos, Las Mareas, Playa de Ponce, Playa de Guayanilla, Playa de Guanica, Pago Pago Harbor, Saipan, Tinian, Rota, JOHNSTON ATOLL, MIDWAY ISLAND, Hard Times Landing, United States Naval Station Orange, Champlin's Marina, Port of Futami, Keauhou Landing, Holland Torpedo Boat Station, Naval Base Marshall Islands, United States Navy submarine bases, Shilshole Bay Marina, Port of New Bedford, Port of Oki, Naval Submarine Base Kings Bay, Naval Weapons Station Earle, Holiday Harbor Resort, Seaplane Landing Ramp, Port Canaveral, Port of Gulfport, St. Augustine Municipal Marina, Old Harbor, Port of Los Angeles, Point South Marina, Charlotte Amalie Harbor, Village Marina Watkins Glen, Breezy Point Marina, Shell Island Fish Camp, Port of Olympia, Port of Anacortes, Engeldrum Bluff, Port of Monroe, Oakland Seaport, Naval Base Subic Bay, Channel Islands Harbor, Port of Paulsboro, Port of Salem, Davisville Naval Construction Battalion Center, Searsport Terminal, Marblehead Harbor, New Bedford Marine Commerce Terminal, Fulton Ferry, Naval Base Kitsap, Port of Corpus Christi, Port Tampa Wharf, James Creek Marina, Louisiana Offshore Oil Port, Naval Station Pearl Harbor, Naval Station Treasure Island, Icy Strait Point, Port of Boston, Port of Fernandina, Anchorage Yacht Basin, Naval Station Norfolk, Washington Navy Yard, Hampton Roads Port of Embarkation, East Harbor, Naval Submarine Base Bangor, Port of Hueneme, Naval Station Lake Charles, Nob Hill at Guantanamo Bay Naval Station, New York Port of Embarkation, Port of Dubuque Marina, Port of Oswego, U.S. Naval Torpedo Station, Alexandria, Mystic Seaport, Port of Houston, Port of Memphis, Tuscumbia Landing Site, Port of New York and New Jersey, Port of St. Petersburg, Port Everglades, Coast Guard Base Gloucester, Port of Panama City, Commander Fleet Activities Chinhae, Port of Greater Baton Rouge, Port of Long Beach, Coast Guard Base Cape Cod, Port of South Louisiana, Port of Tacoma, Westpoint Harbor, Coast Guard Base Ketchikan, Port of St. Andrews, Port of Key West, Port of St. Augustine, Kenai LNG, Corpus Christi LNG, Everett LNG terminal, Sabine Pass LNG terminal, Freeport LNG terminal, Cameron LNG terminal, Golden Pass LNG terminal, Gulf LNG Terminal, Port of Alaska, Port of Chicago, Port of Tampa, Port of San Francisco, New Suffolk, Cape Liberty, Naval Support Activity Panama City, Port of Baltimore, Pillar Point Harbor, Port of San Juan, Erie Basin Marina, Barge Port, Big Six Mile Creek Marina, Black Point Marina, Bremerton Marina, Brewer Cove Haven Marina, Bridgeport Harbor, Cedar Island Marina, Clipper Yacht Harbor, Coast Guard Air Station Kodiak, Corry Station Naval Technical Training Center, Crown Landing LNG Terminal, Deep River Marina, Cove Point LNG terminal, Elliott Bay Marina, Fishermen's Terminal, Reiten Boatyard, Port of Whitman County, Port of Grays Harbor, Charleston Port of Embarkation, Grosse Pointe Yacht Club, Gulf Gateway Deepwater Port, HMAS Waratah, Joint Base Pearl Harbor-Hickam, Cartago Boat Landing, Portuguese Bend Whaling Station, Honolulu Harbor, Howland Hook Marine Terminal, Hyannis Harbor, West Basin Marina, Paducah–McCracken County Riverport, South Ferry, Brooklyn, Apra Harbor, Port of Chester, Port of Camden, Mare Island Naval Shipyard, Makah Marina, McKinley Marina, Naval Base Guam, Naval Base Point Loma, Naval Station Galveston, Naval Station Mobile, Naval Station New York, Naval Station Pascagoula, Naval Submarine Base New London, Norwalk Harbor, Oak Harbor Marina, Oregon LNG, Port Bainbridge, SeaPort Manatee, Port Orchard Marina, Port of Albany–Rensselaer, Port of Apalachicola, Port of Bandon, Port of Beaumont, Port of Brookings Harbor, Port of Brownsville, Port of Brunswick, Port of Camas-Washougal, Port of Charleston, Port of Cleveland, Port of Coeymans, Port of Coos Bay, Port of Decatur, Port of Detroit, Port of Dubuque, Port of Freeport, Port of Galveston, Port of Huntington-Tristate, Port of Indiana, Port of Jacksonville, Port of Kansas City, Port of Lake Charles, Port of Longview, port of Mayagüez, Port of Milwaukee, Port of Mobile, Port of Morrow, Port of Muskogee, Port of Omaha, Port of Palm Beach, Port of Pensacola, Port of Philadelphia, Port of Pittsburgh, Port of Port Arthur, Port of Port Lavaca, Port of Portland, Port of Portland, Port of Poulsbo, Port of Redwood City, Port of Richmond, Port of Richmond, Port of Sacramento, Port of San Diego, Port of Savannah, Port of Seattle, Port of Skagit County, Port of St. Helens, Port of Stockton, Port of Texas City, Port of Toledo, Port of Vancouver USA, Port of Victoria, Port of Wilmington, Rafael Cordero Santiago Port of the Americas, Sanford-Covell Villa Marina, Sea Isle Marina, Somers Cove Marina, PortMiami, Elba Island LNG terminal, Port of Plymouth, Temple Bar Marina, Port of New Orleans, Lake Charles LNG terminal, Tulsa Port of Catoosa, U.S. Army Corps of Engineers Vessel Yard, U.S. Naval Station Key West, Florida, United States Naval Station Tutuila, Whidden's Marina, White Oak Creek Marina, World's Fair Marina, Naval Station Everett, Flynn Cruiseport Boston, Old Whaling Station, Marine Barracks, Naval Air Station Midway, Texas LNG project, Robinsons Landing;Oceano Ártico, Oceano Atlântico, Oceano Pacífico;Arctic Ocean, Atlantic Ocean, Pacific Ocean;Sim;Sim
PYF;Q30971;Polinésia Francesa;French Polynesia;;;;;Não;Não
BEL;Q31;Bélgica;Belgium;Porto de Antuérpia;Marina Blankenberge, Hutchison Ports Belgium, Charleroi Dry Port, Port of Liège, De Spaanjerd, Mercatorjachthaven, Port of Zeebrugge, Port of Brussels, Port of Namur, Port of Ostend, Zeebrugge Naval Base, Port of Nieuwpoort, Boekhoute harbour, Kanaalkom, Port of Seneffe, Ostend fishing port, Port of Genk, Zeebrugge LNG terminal, Port of Renory, Port of Ghent, Port of Antwerp, Materials Quay;;;Sim;Não
NFK;Q31057;Ilha Norfolk;Norfolk Island;;;Oceano Pacífico;Pacific Ocean;Não;Sim
CXR;Q31063;Ilha Christmas;Christmas Island;;;Oceano Índico;Indian Ocean;Não;Sim
LUX;Q32;Luxemburgo;Luxembourg;;;;;Não;Não
FIN;Q33;Finlândia;Finland;;Båtnabben, Tornio Manga LNG terminal, Pakkahuoneenlaituri, Port of Hanko, Merisatama, Port of Kokkola, Koiraluodonlaituri, Halkolaituri, Harakanlaituri, Hanasaarenlaituri, Strömsinlaituri, Meritullinlaituri, Lauttasaaren laivalaituri, Pikkuniemen valkama, Olympialaituri, Ruoholahden venesatama, Aurinkolahdenlaituri, Nihtilaituri, Kuorekarin venesatama, Varjakanranta, Sarvastonvalkama, Airorannan venesatama, Wiirinlaituri, Pohjoissatama, Makasiinilaituri, Eläintarhan laituri, Verkkosaaren venesatama, Saukonnokka, Kanavaterminaali, Satamamestarinlaituri, Algot Niskan laituri, Ullanlinnanlaituri, Valtamerilaituri, Haakoninlahdenlaituri, Laivalahden venesatama, Paapuurinsatama, Kaitalahden venesatama, Lyypekinlaituri, Hernesaarenlaituri, Makasiiniterminaali, Matkustajalaituri, Lokitien venesatama, Aurinkolahden venesatama, Eläintarhanlahden venesatama, Honkaluoto, Hopeasalmen venesatama, Hylje, Hepokalliontien venesatama, Styyrpuurinsatama, Keisarinluodonlaituri, Hevossalmen venesatama, Sammonlaituri, Hämeenapajan venesatama, Humallahden venesatama, Merenkulkijanlaituri, Ingå guest harbor, Herttoniemi Harbour, Österhamn, Laajasalo Harbour, Kirkkoranta, Pori LNG Terminal, Manga LNG, Santalahti Marina, Inkoo LNG terminal, Huikku Marina, Marjaniemi Marina, Port of Halla, Port of Hamina, Port of Kalajoki, Port of Kemi, Port of Kotka, Port of Kuopio, Port of Loviisa, Västerhamn, Port of Olkiluoto, Pansio Garrison, Port of Raahe, Port of Sköldvik, Sörnäinen Harbour, Port of Mustola, Mustalahti harbour, Kuhmoinen Marina, Ruovesi Marina, Kalaranta, Jyväskylä harbour, Port of Hamina-Kotka, Matilda, Reposaari fishing port, Reposaari port, Port of Rauma, Raisio Marina, Port of Tornio, Skinnarvik, Långnäs, Port of Kaskinen, Port of Turku, Kiviniemi Marina, Port of Mariehamn, Port of Lappeenranta, Porkkala Naval Base, Port of Inkoo, Savonlinna harbour, South Harbour, Pori LNG terminal, Port of Oulu, Liuskasaari, Port of Helsinki, Hanko Naval Base, Port of Uusikaupunki, West Terminal 1, Katajanokanlaituri, Kauko fishing port, Katajanokka Terminal, Linnanlaituri, Hietalahdenallas, Hietalahdenlaituri, Upinniemi, Port of Pietarsaari, Torpedo bay guest harbor, Olympia Terminal, Port of Naantali, Port of Pori, Vuosaari Harbour, Parrulaituri, Sörnäistenlaituri, Sompasaarenlaituri, Merikasarmin laituri, Laajalahden valkama, Hakaniemenranta, Sillilaituri, Jätkäsaarenlaituri, Port of Vaasa;;;Sim;Não
SGP;Q334;Singapura;Singapore;Porto de Singapura;British Defence Singapore Support Unit, Jurong Fishery Port, KEPPEL - (EAST SINGAPORE), Jurong Island, Serangoon Harbor, Pulau Bukom, Port of Singapore, Singapore Naval Base, Jurong LNG terminal, Keppel Terminal, Marina Terminal, Punggol Fishing Port, Tanah Merah Port, Tanjong Pagar Terminal, Jurong Port, Robertson Quay, Singapore Cruise Centre, Changi Naval Base;;;Sim;Não
NCL;Q33788;Nova Caledónia;New Caledonia;;;Oceano Pacífico Sul;South Pacific Ocean;Não;Sim
SWE;Q34;Suécia;Sweden;;;;;Não;Não
NIU;Q34020;Niue;Niue;;;;;Não;Não
SPM;Q34617;Saint-Pierre e Miquelon;Saint Pierre and Miquelon;;;Oceano Atlântico;Atlantic Ocean;Não;Sim
LIE;Q347;Liechtenstein;Liechtenstein;;;;;Não;Não
DNK;Q35;Dinamarca;Denmark;Vikingeskibsmuseet;Port of Hasle, Christiansø Harbour, Ejerslev Harbour, Svanemøllehavnen, Søby Harbour, Svendborg Harbour, Skælskør Harbour, Rudkøbing Harbour, Høruphav Harbour, Hanstholm Harbour, Thyborøn Harbour, Gilleleje Harbour, Hobro Harbour, Handermelle Harbour, Sandager Harbour, Ringkøbing Harbour, Vejle Harbour, Sæby Harbour, Sønderborg Harbour, Randers Harbour, Korsør Harbour, Bønnerup Harbour, Silkeborg Harbour, Kastrup Harbour, Marstal Harbour, Anholt Harbour, Assens Harbour, Agger Harbour, Bagenkop Harbour, Thisted Harbour, Dragør Harbour, Hundested Harbour, Faaborg Harbour, Haderslev Harbour, Ærøskøbing Harbour, Roskilde Harbour, Bogense Harbour, Stubbekøbing Harbour, Taarbæk Harbour, Kerteminde Harbour, Struer Harbour, Holbæk Harbour, Hornbæk Harbour, Aarsdale Harbour, Mommark Harbour, Lohals Harbour, Nyborg Harbour, Hejlsminde Harbour, Frederikssund Harbour, Nysted Harbour, Havnsø Harbour, Thorsminde Harbour, Nakskov Harbour, Årøsund Harbour, Port of Aalborg, Port of Esbjerg, Aarhus lystbådehavn, Naval Base Frederikshavn, Naval Base Korsør, Hadsund Havn, Inderhavnen, Kalkbrænderihavnen, Kalundborg Port, Langelinie Lystbådehavn, Helsingør Nordhavn, Odense Harbour, Rungsted Havn, Strandby Havn, Port of Aalbaek, Port of Copenhagen, Lynæs Havn, Skudehavnen, Port of Skagen, Fredericia harbour, Port of Romo, Viking Ship Museum, Kolding Havn, Tuborg Havn, Port of Helsingør, Port of Hirtshals, Port of Horsens, Nappedam Harbor, Fjellebroen harbor, Rønne Harbour, Nykøbing Falster Havn, Hou Port, Kolby Kås Port, Koge Port, Grenaa Port, Gedser Port, Frederikshavn Port, Tømmergraven, Flådens Leje, Marselisborg Yacht Harbour, Søminestationen, Nivå Havn, port of Åbenrå, Port of Aarhus, Nordhavnen, Nekselø Harbour, Freeport of Copenhagen, Hammerhavn, Port of Neksø, Naestved Harbour, Arnager Havn, Naval Station Copenhagen;;;Sim;Não
SGS;Q35086;Ilhas Geórgia do Sul e Sandwich do Sul;South Georgia and the South Sandwich Islands;;;;;Não;Não
WLF;Q35555;Wallis e Futuna;Wallis and Futuna;;;;;Não;Não
PCN;Q35672;Ilhas Pitcairn;Pitcairn Islands;;;;;Não;Não
POL;Q36;Polónia;Poland;;Harbour in Sopot, Poland, Pier in Puck, Cypel Czerniakowski ferry tram stop, Hotel Port 110, Maritime port Nowy Świat, Iława Harbour, Ekomarina in Iława, Marina Gwiazda, Port of Darłowo, Seaport of Dźwirzyno, Port Dziwnów, Port of Elbląg, Port of Hel, Port of Jastarnia, Port of Krynica Morska, Kąty Rybackie harbour, Port of Mrzeżyno, Port of Puck, Port of Stepnica, Port of Ustka, Port of Wapnica, Port of Władysławowo, Port of Wolin, Naval Base Hel, Kołobrzeg Naval Base, Naval Base Świnoujście, Port of Łeba, Zakątek wodny Trzebuskie Łęgi, Port Czerniakowski, Port Praski, Port of Gdańsk, Nowy Port, Gdansk Ferry Port, Port of Szczecin, Port of Gdynia, Port of Kołobrzeg, Port of Świnoujście, Port Żerański, Świnoujście LNG Terminal, Port of Police;;;Sim;Não
CCK;Q36004;Ilhas Cocos;Cocos (Keeling) Islands;;;;;Não;Não
TKL;Q36823;Tokelau;Tokelau;;;;;Não;Não
LTU;Q37;Lituânia;Lithuania;;Dreverna Harbour, Kaunas old town port, Ventainė, New Ferry Terminal (Klaipėda), Port of Klaipėda, Port of Šventoji, Klaipėda LNG FSRU, Amber Bay, Marvelė port, fishing port of Klaipeda, Vilnius LTVNO, Port of Nida;;;Sim;Não
GUF;Q3769;Guiana Francesa;French Guiana;;;Oceano Atlântico;Atlantic Ocean;Não;Sim
ITA;Q38;Itália;Italy;Arsenal de Veneza, Cantiere Navale Triestino, Porto, Empório, Marina di Portorosa, San Lazzaro, Porto di Ripetta;"Porto di Capraia Isola, Porto di Cazzago Brabbia, Cala del Forte, Pescallo port, Port of Marsala, Port of Milazzo, Panigaglia LNG terminal, Harbour of Francavilla al Mare, Aeroporto water terminal, Molino Stucky, Cruise Terminal, Lido Casino', San Marco - San Zaccaria ""B"", Piazzale Roma ""B"", Ferrovia ""E"", Ferrovia ""D"", Ferrovia ""C"", Ferrovia ""B"", Ferrovia, Murano Colonna ""A"", Murano Colonna ""C"", San Marco - San Zaccaria ""B1"", San Zaccaria (Danieli) ""E"", San Zaccaria (Pietà) ""A"", San Zaccaria - (Jolanda) ""D"", San Zaccaria - (Jolanda) ""C"", Giardini Biennale ""A"", Giardini Biennale ""B"", Burano ""A"", Burano ""B"", Lido San Nicolò, Sant' Erasmo Forte Massimiliano, Faro ""A1"", Lido Santa Maria Elisabetta ""C"", Lido Santa Maria Elisabetta ""D"", Riva di Biasio ""A"", San Marcuola ""B"", Rialto ""D"", Rialto ""B"", Accademia ""B"", Punta Sabbioni Ferry, Lido Santa Maria Elisabetta ""E"", Tronchetto ""B"" (car park), Giardini ""A"", Arsenale ""B"", San Marco Vallaresso ""A"", Sant'Elena - Stadio P.L. Penzo ""B"", Lido Santa Maria Elisabetta ""A"", Fondamente Nove ""A"", Fondamente Nove ""C"", Fondamente Nove ""D"", Zattere ""B"", Zattere Gesuati, Giudecca Palanca ""B"", Museo ""B"", Sacca Fisola ""B"", Guglie ""B"", Zitelle ""B"", Seno del Canneto, Port of Giglio Porto, Port of Anzio, Porticciolo di San Lucido, Porto Cetraro, Porto Turistico Riva Di Scidro, Porto di Sapri, Porto di Policastro Bussentino, Port of Varazze, Como harbour, Port of Alassio, Venetian Arsenal, Marina di Capitana, Porticiolo di Lierna, Canal Port of Cervia, S. Giobbe, San Domino harbour, Marina di Positano, Civitas Classis, Cantiere Navale Triestino, Porto Turistico Marina di Ragusa, Port of Genoa, Port of Ravenna, Port of Trieste, Port of Saline Joniche, Porto Canale Leonardesco, Marina di Olbia, Port of Catanzaro, Port of Gaeta, Portovesme, Misenum, Portus, porto antico, Porto Foxi, Porto delle Grazie, Corenno Plinio harbour, Porto di Stintino, Emporium, Rome Harbour, Marina Corta, NATO naval base, Port of Naples, Pier of Olcio, Cavaticcio Park, Arbatax Port, Cala Camiciotto, Cala Gavetta, Cala Renella, Casamicciola Port, Cavo Port, Cesenatico Port, Favignana Port, Genoa Voltri, Golfo Aranci Port, Ischia Port, La Darsena Marina Vieste, Levanzo Port, Lipari Port, Port of Livorno, Marettimo Port, Marina degli Estensi, Marina Dei Cesari, Marina di Forio, marina di Portisco, Marina di Porto Empedocle, marina di Porto Rotondo, Marina di Porto San Giorgio, Marina di San Foca, Marina Porto Antico, Port of Palinuro, Panarea Port, Ponza Port, Porta d'Oriente, Porto Arona, Porto Arsenale, Porto Castellammare del Golfo, Porto di Amalfi Marina Coppola, Porto di Cala Bitta, Porto di Cala Gonone, Porto di Capraia, Porto di Carloforte, Porto di Cefalù, porto di Lampedusa, Porto di Lavagna, Porto di Le Castella, port of Mattinata, port of Mola, Porto di Pantelleria, Port of Pisa, Procida port, Porto di Reno, Porto di San Leone Mosè, port of Santa Margherita Ligure, Torre del Greco port, porto of Tropea, port of Porto Ercole, Porto Lido, Porto Lotti, Porto Marghera, harbour of Imperia-Porto Maurizio, Porto Mirabello, Porto Molfetta, Porto Nuovo, Porto Odescaichi, Porto Pesca, Porto Rifugio, Porto Riva di Traiano, Porto San Michele, Porto San Rocco, Porto Stresa, Porto Trani, Porto Turistico ""Marina Sveva"", porto turistico di Calasetta, Porto Turistico Di Roma, Porto turistico di Sant'Antioco, Porto Turistico Internazionale Di Rapallo, Porto Turistico Marina Chiavari, port of Marina di Leuca, Porto Turistico Palau, Porto Venere, Portolabieno, port of Sanremo, Pozzuoli Port, Rio Marina Port, Salina Port, Santa Teresa Gallura Port, Stromboli Port, Port of Termini Imerese, Ventotene Port, Vulcano Port, Arsenale militare marittimo di Augusta, Arsenale militare marittimo di Messina, Porto militare Molosiglio, Arsenali della Repubblica, Lakes of Sibari, Marina D'Arechi, Marina di Sestri Ponente, Porto Flavia, Marina of Stabia, Nazario Sauro port, Porto Pisano, Porto Ulisse, Porto Vecchio, Porto Vecchio, Porto Canale, Chioma port, Circolo Canottieri Solvay port, port of Puntone di Scarlino, Porto del Valle, Porto dell'Acquasanta, Port of La Spezia, Antignano port, Port of Augusta, Port of Bari, Porto di Barletta, Harbour of Bisceglie, Port of Bocca d'Arno, Port of Brindisi, Port of Cagliari, Cala Galera, porto di Cala de' Medici, Capri Port, Porto Marina Di Carrara, Port of Castellammare di Stabia, Porto di Castiglione della Pescaia, Port of Catania, port of Chioggia, port of Civitanova Marche, Port of Civitavecchia, Porto Di Corigliano, Port of Crotone, Port of Fiumicino, Port of Gioia Tauro, Porto di Giulianova, Port of Licata, Port of Lido, Port of Livorno, Port of Loano, Porto Turistico di Manfredonia, porto di Maratea, Porto Cecina, Port of Marina di Grosseto, Port of Messina, Numana Port, Port of Olbia, Port of Ortona, Port of Palermo, Port of Taureana, Port of Pesaro, Port of Pescara, Port of Piombino, Porto Torres Port, Portoferraio Port, Port of Pozzallo, Port of Reggio, port of Riposto, Port of Salerno, Port of San Benedetto del Tronto, Port of Savona, Port of Seiano, Port of Syracuse, Port of Sorrento, Port of Talamone, Port of Taranto, harbour of Termoli, Port of Torre Annunziata, Port of Trapani, Port of Vasto, Port of Vico Equense, Harbour of Villa San Giovanni, Marina di Portorosa, Brindisi LNG Terminal, Adriatic LNG terminal, Porto di Santa Teresa Gallura, Porto Vecchio, Naval Station Taranto, Port of Alghero, Bosa Marina, Porto fluviale di Mediolanum, Arsenale, public harbour in Santa Cecilia, public harbour in Darsena street, ponte San Cipriano, Port of Ancona, Port of Venice, porto di La Caletta, Port of La Maddalena, Ferrovia ""A"", Lido Santa Maria Elisabetta ""B"", Riva di Biasio ""B"", San Marcuola ""A"", San Stae, San Silvestro, Sant'Angelo, Ca' Rezzonico, Accademia ""A"", Giglio, Salute, San Marco Vallaresso ""B"", San Zaccaria (Danieli) ""F"", Arsenale ""A"", Giardini ""B"", Sant'Elena - Stadio P.L. Penzo ""C"", San Marco Giardinetti, Zitelle ""A"", Redentore, Giudecca Palanca ""A"", Zattere ""A"", San Basilio, Sacca Fisola ""A"", Tronchetto ""A"" (car park), Tronchetto Mercato, Murano Colonna ""B"", Venier, Da Mula, Museo ""A"", Navagero, Faro, Fondamente Nove ""B"", Guglie ""A"", Crea, Tre Archi, San Alvise, Orto, Cimitero, Serenella, Ospedale, Celestia, Bacini, San Pietro di Castello, Certosa, Santa Marta, Spirito Santo, Piazzale Roma Parisi ""D"", Torcello, Burano ""C"", Chioggia, Caroman, S.Maria del Mare, Alberoni (Faro Rocchetta), Treporti, Punta Sabbioni, Mazzorbo, Vignole, Capannone, Chiesa, Punta Vela, Lido San Nicolò ferry, Fusina, San Servolo, San Lazzaro, Lazzaretto Nuovo, La Spezia Naval Base, Porto Romano, Porto di San Marco, Porticciolo di San Vito, Porto di Acciaroli, Porto Ottiolu, Porto di Ripetta, Port of Acciaroli, Old port of Luino, Port of Vado Ligure";;;Sim;Não
CHE;Q39;Suíça;Switzerland;;Landing stage 1 (Meilihalle) for SGV ships, Quaianlagen, Port-Noir, Port Barton;;;Sim;Não
BHR;Q398;Bahrein;Bahrain;;Khalifa bin Salman, Sitrah, Bahrain LNG terminal, Mina Salman;;;Sim;Não
ARM;Q399;Arménia;Armenia;;;;;Não;Não
AUT;Q40;Áustria;Austria;;Enns harbour, Traismauer port, Yachthafen Breitenbrunn, Wocherhafen, Linz port, Hafen Freudenau, Winterhafen, Port of Vienna, Hafen am Bäumle (port);;;Sim;Não
SRB;Q403;Sérvia;Serbia;;Pančevo Dry Port Terminal, Savski kej, Port of Belgrade, Port of Novi Sad, Port of Novi Sad;;;Sim;Não
AUS;Q408;Austrália;Australia;Porto de Brisbane, Porto de Port Hedland, Porto de Melbourne;Port of Bunbury, Port of Brisbane, Karratha Gas Plant, Gorgon LNG, Como Marina, Cape Flattery Harbor, Thursday Island, Cairns, Lucinda, Mackay, Mourilyan Harbour, Port Alma, Hay Point, Flying Fish Cove, Exmouth Submarine Base, Naval Base Perth, Port Coogee Marina, Port of Esperance, Abbot Point LNG Terminal, Port Giles, Port Kembla, Port of Port Hedland, Port Walcott, Fremantle submarine base, Port of Melbourne, Port of Hobart, Port Turton, Port Grey, Port Douglas, Port of Saint Lawrence, Devonport Port, Wallaroo Port, Sorrento Pier Port, Rottnest Island Port, Queenscliff Harbour Port, East Street ferry terminal, Lucky Bay Port, Kangaroo Island Port, Port Limit, Port Darwin, HMAS Coonawarra, HMAS Cairns, HMAS Kuttabul, HMAS Watson, HMAS Stirling, Darwin LNG, Australia Pacific LNG, Queensland Curtis LNG, Ichthys LNG, Pluto LNG, HMAS Cerberus, Port of Mildura, Abbot Point, Bell Bay, Browse LNG, Cape Lambert, Fremantle Harbour, Davidson Whaling Station, Gladstone LNG, HMAS Assault, HMAS Encounter, HMAS Gilolo, HMAS Lonsdale, HMAS Moreton, HMAS Nirimba, HMAS Penguin, HMAS Platypus, HMAS Rushcutter, HMAS Waratah, HMAS Waterhen, Byron Bay Whaling Station, Convincing Ground, Australian Marine Complex, Henderson, Fremantle Fortress, Patterson Lakes Marina, Port Bonython, Port Botany, Port of Albany, Port of Bundaberg, Port of Eden, Port of Geelong, Port of Gladstone, Port of Maryborough, Port of Townsville, IMO 9648714, Wheatstone LNG, Port Bouvard Marina, Henderson Naval Base;Oceano Pacífico Sul, Oceano Índico;South Pacific Ocean, Indian Ocean;Sim;Sim
GRC;Q41;Grécia;Greece;Porto Veneziano de Chania, Cencreia, Porto de Zea, Porto de Salonica;Port of Chania, Chalkis port, Cenchreae, Alexandroupolis harbour, Zea harbor, Mandraki, Port of Amfipolis, Ports and harbours in Mykonos, Porto Carras, Crete Naval Base, Tolo harbor, Porto vromi, Syros Port, Sikinos Port, Serifos Port, Sifnos Port, Schinoussa Port, Santorini Port, Paros Port, Port of Mykonos, Port of Milos, Port of Kythnos, Koufonissi Port, Kimolos Port, Port of Folegandros, Andros Port, Anafi Port, Port of Katapola, Heraklion Port, Kissamos Port, Port of Agios Kontstantinos, Ermioni Port, Gytheion Port, Kalamata Port, Port of Kyllini, Port of Lavrio, Patras Port, Porto Heli Port, Rafina Port, Samos Port, Volos Port, Kos Port, Kastelorizo Port, Kalymnos Port, Chalki Port, Astypalea Port, Agathonisi Port, Tinos Port, Thirassia Port, Iraklia Port, Naxos Port, Donoussa Port, Antikythira port, Skopelos Port, Skiathos Port, Loutraki Port, Glossa Port, Alonissos Port, Spetses Port, Poros Port, Agistri Port, Aegina Port, Mytilene Port, Port of Chios, Zakynthos port, Paxi New Port, Lixuria Port, Corfu Port, Argostoli port, Tilos Port, Rhodes Ferry Port, Patmos Port, Panormitis Port, Nisyros Port, Lipsi Port, Leros Port, Kefalonia Port, Cantharus, Siphae, Rethymno Venetian harbor, port of Igoumenitsa, Arsenal of Philon, Port of Kavala, Flisvos Marina, Ormos Egialis, Port of Thessaloniki, Revithoussa LNG terminal, Salamis Naval Base, Port of Piraeus, Port of Kos, Little Fishing Harbor In Piraiki;;;Sim;Não
ARG;Q414;Argentina;Argentina;Porto de Bahía Blanca, Puerto Belgrano, Grytviken, Porto de Rosário, Base Naval Mar del Plata, Porto de Buenos Aires, Puerto Madero, Base Naval Río Santiago, Base Naval Ushuaia;Puerto Ibicuy, Concepcion del Uruguay, Quequen, Puerto Rosales, Santa Fe, San Lorenzo, San Sebastian Bay, Villa Constitucion, Comodoro Rivadavia, Puerto Deseado, Puerto Belgrano, Port of Bahia Blanca, Puerto Ingeniero White, Puerto Galvan, San Blas, Port of Puerto Madryn, Puerto Gallegos, Puerto San Julian, Ushuaia, Mar del Plata, Diamante, Puerto San Martin, Ramallo, Zarate, Campana, Concordia, Bahia Blanca LNG terminal, Puerto Belgrano Naval Base, Falklands Naval Station, Grytviken, Dock Sud Port, Base Aeronaval Punta Indio, Apostadero Naval Río Santiago, Port of Tigre, Puerto San Fernando, Puerto Olivos, Azopardo Naval Base, Barrio Obrero Base Naval, Puerto Ingeniero White, Puerto Rosales, Port of Rosario, Port of San Nicolas, Mar del Plata Naval Base, International Passenger Port Tigre, Puerto Nuevo, Buenos Aires, Port of Mar del Plata, Port of Buenos Aires, Puerto Madero, Port of La Plata, Zárate Naval Base, Río Santiago Naval Base, Ushuaia Naval Base;;;Sim;Não
PER;Q419;Peru;Peru;El Callao, Porto de Salaverry, Porto de Ilo, Porto de Chancay, Porto de Paita, Porto de Callao;Callao, Conchan Oil Terminal, La Pampilla Oil Terminal, Bahia de Ancon, Punta Lobitos (Bahia de Huarmey), Pimental, Bahia de Matarani, Bahia San Nicolas, Talara, Caleta Lobitos, Puerto Cabo Blanco, Puerto de Yurimaguas, Port of Chancay, Port of Supe, Puerto de Huacho, Puerto de Puno, Puerto de Belén, Puerto Los Angeles, Puerto Matarani, Terminal Marítimo Salaverry, Port of Iquitos, Port of Callao, Peru LNG, Port of Bayóvar, Callao Naval Base;;;Sim;Não
PRK;Q423;Coreia do Norte;North Korea;;Kimch'aek, Najin, Senbong, Wonsan, Ch'aho, Ch'ongjin, Haeju Hang, Kyomip'o, Nampo;;;Sim;Não
KHM;Q424;Camboja;Cambodia;Porto de Phnom Penh;Kampong Saom, Port of Phnom Penh, Ream Naval Base;;;Sim;Não
