iso3;river_name;length_km;source_label;source_qid;mouth_label;mouth_qid;basin_label;basin_qid;length_wd
USA;Santee;89;;;;;;;
USA;Savannah;340;;;;;;;
USA;Scioto;310;;;;;;;
USA;Snake;1517;;;;;;;
USA;South Platte;730;;;;;;;
USA;Sprague;104;;;;;;;
USA;St. Clair;67;;;;;;;
USA;St. Croix;306;;;;;;;
USA;St. Johns;408;;;;;;;
USA;Stanislaus;218;;;;;;;
USA;Susitna;494;;;;;;;
USA;Susquehanna;676;;;;;;;
USA;Suwannee;342;;;;;;;
USA;Tanana;1027;;;;;;;
USA;Tennessee;925;;;;;;;
USA;Tombigbee;588;;;;;;;
USA;Trinity;135;;;;;;;
USA;Tugaloo;62;;;;;;;
USA;Tuscarawas;153;;;;;;;
USA;W. Branch Susquehanna;300;;;;;;;
USA;Wabash;720;;;;;;;
USA;White;720;;;;;;;
USA;Willamette;379;;;;;;;
USA;Wind;309;;;;;;;
USA;Winnipeg;50;;;;;;;
USA;Wisconsin;583;;;;;;;
USA;Yadkin;119;;;;;;;
USA;Yellowstone;1031;;;;;;;
USA;Yukon;2846;;;;;;;
USA;nan;161;;;;;;;
BEL;Meuse;160;;;North Sea;Q1693;;;950
BEL;Scheldt;150;;;North Sea;Q1693;France;Q142;355
FIN;Kemijoki;449;;;Bothnian Bay;Q13234218;;;550
FIN;Kokemäenjoki;88;;;Bothnian Sea;Q1649939;;;121
FIN;Luirojoki;132;;;;;;;
FIN;Lutto;62;;;Upper Tuloma Reservoir;Q3511413;;;235
FIN;Muonio;191;;;;;;;
FIN;Oulujoki;117;;;Bothnian Bay;Q13234218;;;107
SWE;Dalälven;507;;;Gävle Bay;Q10512461;;;220
SWE;Göta älv;72;;;Kattegat;Q131716;;;95
SWE;Klarälven;360;;;Vänern;Q173596;;;460
SWE;Lule lv;66;;;;;;;
SWE;Motala ström;108;;;Pampusfjärden;Q10615744;;;100
SWE;Muonio;134;;;;;;;
SWE;Skellefte;429;;;;;;;
SWE;Stora Lule lv;323;;;;;;;
SWE;Tornelven;341;;;;;;;
SWE;Ångerman;378;;;;;;;
POL;Oder;548;;;Szczecin Lagoon;Q161385;Czech Republic;Q213;742
POL;Vistula;966;;;Gdańsk Bay;Q213367;Poland;Q36;1047
POL;Warta;696;;;Oder;Q552;;;808
POL;Western Bug;433;;;Narew;Q60055;Ukraine;Q212;772
LTU;Neman;198;;;Baltic Sea;Q545;Latvia;Q211;937
LTU;Neris;208;;;Neman;Q5622;Latvia;Q211;510
ITA;Adige;387;;;Adriatic Sea;Q13924;Italy;Q38;410
ITA;Mincio;60;;;Po;Q643;;;75
ITA;Po;592;;;Adriatic Sea;Q13924;Switzerland;Q39;652
ITA;Tiber;328;;;Tyrrhenian Sea;Q38882;Italy;Q38;405
ITA;Ticino;135;;;Po;Q643;Switzerland;Q39;248
CHE;Inn;80;;;Danube;Q1653;Germany;Q183;517
CHE;Rhine;231;;;;;;;
CHE;Rhône;246;;;Mediterranean Sea;Q4918;Switzerland;Q39;812
CHE;Ticino;100;;;Po;Q643;Switzerland;Q39;248
ARM;Aras;104;;;;;;;
AUT;Danube;317;;;;;;;
AUT;Drava;239;;;;;;;
AUT;Inn;181;;;Danube;Q1653;Germany;Q183;517
AUT;Mur;289;;;Drava;Q171009;Austria;Q40;434
SRB;Danube;397;;;;;;;
SRB;Great Morava;357;;;Danube;Q1653;;;185
SRB;Sava;197;;;;;;;
SRB;Tisza;143;;;Danube;Q1653;;;966
AUS;Barwon;452;;;;;;;
AUS;Blackwood;316;;;;;;;
AUS;Burdekin;697;;;;;;;
AUS;Burnett;370;;;;;;;
AUS;Daly;269;;;;;;;
AUS;Darling;1037;;;;;;;
AUS;Derwent;122;;;;;;;
AUS;Fitzroy;764;;;;;;;
AUS;Katherine;290;;;;;;;
AUS;Lachlan;857;;;;;;;
AUS;Macintyre;187;;;;;;;
AUS;Mackenzie;507;;;;;;;
AUS;Macquarie;684;;;;;;;
AUS;Mitchell;505;;;;;;;
AUS;Murray;1513;;;;;;;
AUS;Ord;492;;;;;;;
AUS;Roper;387;;;;;;;
AUS;Swan;286;;;;;;;
AUS;Victoria;547;;;;;;;
AUS;Weir;208;;;;;;;
GRC;Haliacmon;272;;;Thermaic Gulf;Q913418;;;297
GRC;Maritsa;145;;;;;;;
ARG;Bermejo;1027;;;Paraná River;Q127892;;;1060
ARG;Chico River;584;;;;;;;
ARG;Chubut;743;;;;;;;
ARG;Chubut River;165;;;Atlantic Ocean;Q97;;;810
ARG;Colorado;1137;;;;;;;
ARG;Desaguadero;964;;;;;;;
ARG;Deseado;509;;;;;;;
ARG;Dulce;743;;;;;;;
ARG;Limay;395;;;;;;;
ARG;Mendoza;170;;;;;;;
ARG;Negro;610;;;;;;;
ARG;Neuquén;514;;;;;;;
ARG;Paraná;153;;;;;;;
ARG;Paraná River;1537;;;Río de la Plata;Q35827;Paraguay;Q733;4880
ARG;Pilcomayo River;639;;;Paraguay River;Q179396;Bolivia;Q750;1100
ARG;Salado;1427;;;Henares river;Q16510;;;44
ARG;Salado River;558;;;;;;;
ARG;San Juan;314;;;Oñati;Q496588;;;
ARG;Santa Cruz;256;;;;;;;
ARG;Uruguay;862;;;;;;;
PER;Amazon;544;;;Atlantic Ocean;Q97;Brazil;Q155;6400
PER;Huallaga;961;;;;;;;
PER;Javary;611;;;;;;;
PER;Jurua;113;;;;;;;
PER;Madre de Dios;549;;;;;;;
PER;Marañón;1481;;;;;;;
PER;Napo;557;;;;;;;
PER;Ocoña;246;;;;;;;
PER;Pisco;155;;;;;;;
PER;Purus;320;;;;;;;
PER;Putumayo;631;;;;;;;
PER;Santa;303;;;;;;;
PER;Tambo;247;;;;;;;
PER;Tumbes;116;;;;;;;
PER;Ucayali;2279;;;;;;;
PRK;Yalu;102;;;;;;;
KHM;Kong;143;;;;;;;
KHM;Mekong;616;;;;;;;
KHM;Sreng;195;;;;;;;
KHM;Srepok;226;;;;;;;
TUR;Aras;175;;;;;;;
TUR;Büyük Menderes;406;;;;;;;
TUR;Euphrates;889;;;Shatt al-Arab;Q166966;Iraq;Q796;2800
TUR;Kura;148;;;;;;;
TUR;Kızılırmak;926;;;;;;;
TUR;Sakarya;203;;;;;;;
TUR;Tigris;397;;;Shatt al-Arab;Q166966;Turkey;Q43;1850
PRT;Douro;269;;;Atlantic Ocean;Q97;Spain;Q29;897
PRT;Guadiana;228;;;Gulf of Cádiz;Q117157;Spain;Q29;778
PRT;Tagus;182;;;;;;;
NLD;IJssel;106;;;Ketelmeer;Q1739879;;;123
NLD;Lek;104;;;Nieuwe Maas;Q1362309;;;62
NLD;Meuse;255;;;North Sea;Q1693;;;950
NLD;Nederrijn;62;;;Lek;Q1143852;;;50
NLD;Rhine;98;;;;;;;
NLD;Waal;57;;;Boven-Merwede;Q2577726;;;82
TCD;Aoukalé;327;;;;;;;
TCD;Bahr Aouk;222;;;;;;;
TCD;Chari;740;;;;;;;
TCD;Logone;385;;;;;;;
TCD;Ouham;200;;;;;;;
TCD;Yobe;60;;;;;;;
NZL;Buller;142;;;;;;;
NZL;Clutha / Mata-Au;243;;;;;;;
NZL;Manawatu;188;;;;;;;
NZL;Mataura;204;;;;;;;
NZL;Mohaka;115;;;;;;;
NZL;Rangitīkei;237;;;;;;;
NZL;Taieri;274;;;;;;;
NZL;Waiau Toa / Clarence;223;;;;;;;
NZL;Waikato;344;;;;;;;
NZL;Waimakariri;150;;;;;;;
NZL;Wairau;196;;;;;;;
NZL;Whanganui;244;;;;;;;
NZL;Ōreti;209;;;;;;;
IND;Banas;433;;;;;;;
IND;Beas;378;;;;;;;
IND;Bhima;742;;;;;;;
IND;Brahmani;423;;;;;;;
IND;Brahmaputra;919;;;;;;;
IND;Chambal;880;;;;;;;
IND;Chenab;444;;;;;;;
IND;Ganges;2722;;;Bay of Bengal;Q38684;India;Q668;2525
IND;Ghaghara;608;;;;;;;
IND;Godavari;1429;;;;;;;
IND;Indus;462;;;;;;;
IND;Jhelum;231;;;;;;;
IND;Kaveri;788;;;Bay of Bengal;Q38684;;;765
IND;Kollidam;118;;;;;;;
IND;Krishna;1185;;;;;;;
IND;Luhit;227;;;;;;;
IND;Mahanadi;783;;;Bay of Bengal;Q38684;;;860
IND;Mahi;455;;;;;;;
IND;Mahäna Nadï;79;;;;;;;
IND;Manas;121;;;;;;;
IND;Narmada;1085;;;Gulf of Khambhat;Q654010;;;1315
IND;Palar;318;;;;;;;
IND;Penner;549;;;;;;;
IND;Sankh;199;;;;;;;
IND;Sapt;275;;;;;;;
IND;Sutlej;555;;;Panjnad River;Q2049556;;;1500
IND;Tapti;606;;;;;;;
IND;Teesta;227;;;;;;;
IND;Tel;235;;;;;;;
IND;Tungabhadra;602;;;;;;;
IND;Wainganga;684;;;;;;;
IND;Yamuna;1325;;;Ganges;Q5089;;;1376
PNG;Fly;499;;;;;;;
PNG;Purari;436;;;;;;;
PNG;Sepik;879;;;Bismarck Sea;Q199436;;;1126
PNG;nan;80;;;;;;;
MNG;Ider;394;;;;;;;
MNG;Onon;382;;;;;;;
MNG;Orkhon;736;;;;;;;
MNG;Selenga;464;;;;;;;
MNG;Shishged;257;;;;;;;
VEN;Apure;582;;;;;;;
VEN;Caroní;808;;;;;;;
VEN;Casiquiare canal;316;;;Rio Negro;Q118771;;;326
VEN;Cuyuni;377;;;;;;;
VEN;Guárico;384;;;;;;;
VEN;Meta;148;;;;;;;
VEN;Orinoco;1774;;;;;;;
VEN;Ventuari;412;;;;;;;
SUR;Courantyne;79;;;;;;;
SUR;Kabalebo;176;;;;;;;
SUR;Litani;227;;;Maroni;Q1369002;;;
SUR;Maroni;245;;;Atlantic Ocean;Q97;;;611.7
SUR;Suriname;139;;;;;;;
PRY;Paraná;665;;;;;;;
PRY;Paraná River;825;;;Río de la Plata;Q35827;Paraguay;Q733;4880
PRY;Pilcomayo River;100;;;Paraguay River;Q179396;Bolivia;Q750;1100
GUY;Courantyne;553;;;;;;;
GUY;Cuyuni;260;;;;;;;
GUY;Essequibo;792;;;;;;;
ECU;Mira;144;;;;;;;
ECU;Napo;396;;;;;;;
ECU;Putumayo;112;;;;;;;
ECU;Tumbes;172;;;;;;;
COL;Atrato;491;;;;;;;
COL;Japurá;1079;;;;;;;
COL;Magdalena;1452;;;;;;;
COL;Meta;759;;;;;;;
COL;Mira;87;;;;;;;
COL;Negro;1733;;;;;;;
COL;Orinoco;302;;;;;;;
COL;Putumayo;583;;;;;;;
BOL;Beni;931;;;;;;;
BOL;Grande;994;;;Tyrrhenian Sea;Q38882;;;35
BOL;Guaporé;638;;;;;;;
BOL;Madeira;99;;;;;;;
BOL;Madre de Dios;578;;;;;;;
BOL;Mamoré;620;;;;;;;
BOL;Pilcomayo River;682;;;Paraguay River;Q179396;Bolivia;Q750;1100
BOL;Yapacaní;288;;;;;;;
BOL;nan;618;;;;;;;
TJK;Pamir;100;;;;;;;
TJK;Panj;536;;;;;;;
TJK;Syr Dar;110;;;;;;;
TJK;Zeravshan;271;;;Amu Darya;Q8493;;;877
URY;Negro;568;;;;;;;
URY;nan;169;;;;;;;
GTM;Chixoy;328;;;;;;;
GTM;Cuilco;85;;;;;;;
GTM;Motagua;375;;;;;;;
HND;Coco;391;;;;;;;
HND;Ula;275;;;Gorkaya River;Q4146112;;;10
DOM;Yaque del Norte;177;;;;;;;
EGY;Damietta Branch;229;;;;;;;
EGY;Ismailiya Canal;118;;;;;;;
EGY;Nile;1279;;;Mediterranean Sea;Q4918;Egypt;Q79;6650
EGY;Rosetta Branch;241;;;;;;;
EGY;Suez Canal;163;;;;;;;
EGY;nan;100;;;;;;;
SLV;Lempa;265;;;;;;;
IRN;Aras;84;;;;;;;
IRN;Atrek;375;;;;;;;
IRN;Hari;233;;;;;;;
IRN;Helmand;53;;;;;;;
IRN;Karkheh;806;;;;;;;
IRN;Talkheh;241;;;;;;;
IRQ;Atshan;56;;;;;;;
IRQ;Euphrates;1070;;;Shatt al-Arab;Q166966;Iraq;Q796;2800
IRQ;Hindiyah Channel;89;;;;;;;
IRQ;Karkheh;58;;;;;;;
IRQ;Shatt al Hillah;232;;;;;;;
IRQ;Shatt al-Arab;163;;;Persian Gulf;Q34675;Kuwait;Q817;200
IRQ;Shatt al-Hayy;223;;;;;;;
IRQ;Tigris;1197;;;Shatt al-Arab;Q166966;Turkey;Q43;1850
CRI;Chirripó Duchi;88;;;;;;;
CRI;San Juan;61;;;Oñati;Q496588;;;
ISR;Jordan;145;;;;;;;
PAN;Panama Canal;60;;;;;;;
PAN;Santa Maria;79;;;;;;;
NIC;Coco;257;;;;;;;
NIC;Grande de Matagalpa;403;;;;;;;
NIC;Río Mico;173;;;;;;;
NIC;San Juan;294;;;Oñati;Q496588;;;
KGZ;Naryn;615;;;;;;;
KGZ;Toxkan He;112;;;Aksu River;Q421658;;;300
LAO;Cả;69;;;;;;;
LAO;Kong;306;;;;;;;
LAO;Mekong;1206;;;;;;;
LAO;Nam Ou;413;;;Mekong River;Q41179;;;448
LAO;Ngun;340;;;;;;;
MYS;Bajang;386;;;;;;;
MYS;Igan;102;;;;;;;
MYS;Pahang;336;;;;;;;
MYS;nan;322;;;;;;;
NPL;Ghaghara;429;;;;;;;
NPL;Sapt;184;;;;;;;
PAK;Chenab;603;;;;;;;
PAK;Indus;2404;;;;;;;
PAK;Jhelum;529;;;;;;;
PAK;Sutlej;489;;;Panjnad River;Q2049556;;;1500
LKA;Mahaweli;243;;;;;;;
SYR;Euphrates;563;;;Shatt al-Arab;Q166966;Iraq;Q796;2800
THA;Chao Phraya;614;;;;;;;
THA;Chi;660;;;;;;;
THA;Mae Klong;448;;;Bay of Bangkok;Q1359524;;;140
THA;Mekong;524;;;;;;;
THA;Mun;573;;;;;;;
THA;Ping;652;;;;;;;
THA;Yom;673;;;;;;;
THA;nan;89;;;;;;;
TKM;Amu Darya;702;;;South Aral Sea;Q276776;Turkmenistan;Q874;2620
TKM;Atrek;158;;;;;;;
TKM;Hari;233;;;;;;;
VNM;Black;533;;;;;;;
VNM;Cả;287;;;;;;;
VNM;Krong;221;;;;;;;
VNM;Mekong;290;;;;;;;
VNM;Red;524;;;;;;;
VNM;Zuo;98;;;;;;;
VNM;nan;70;;;;;;;
KOR;Han;56;;;;;;;
KOR;Nakdong;411;;;;;;;
KOR;Namhan;301;;;;;;;
AFG;Amu Darya;96;;;South Aral Sea;Q276776;Turkmenistan;Q874;2620
AFG;Hari;544;;;;;;;
AFG;Helmand;947;;;;;;;
AFG;Panj;290;;;;;;;
BGD;Brahmaputra;470;;;;;;;
BGD;Ganges;1082;;;Bay of Bengal;Q38684;India;Q668;2525
BGD;Teesta;139;;;;;;;
BGD;nan;71;;;;;;;
MLI;Bafing;351;;;;;;;
MLI;Bakoy;110;;;;;;;
MLI;Bani;409;;;;;;;
MLI;Baoulé;1080;;;;;;;
MLI;Niger;2054;;;;;;;
MLI;Senegal;209;;;;;;;
AGO;Cuando;776;;;;;;;
AGO;Cuanza;986;;;;;;;
AGO;Cunene;721;;;;;;;
AGO;Inkisi;185;;;;;;;
AGO;Kasai;545;;;;;;;
AGO;Kwango;852;;;;;;;
AGO;Kwilu;449;;;Congo;Q3503;;;284
AGO;Lucala;401;;;;;;;
AGO;Lungwebungu;451;;;;;;;
AGO;Okavango;909;;;;;;;
AGO;Zambezi;311;;;;;;;
BTN;Manas;112;;;;;;;
TZA;Great Ruaha;671;;;;;;;
TZA;Kagera;204;;;;;;;
TZA;Lukuga;55;;;;;;;
TZA;Luwegu;235;;;;;;;
TZA;Malagarasi;316;;;;;;;
TZA;Pangani;353;;;;;;;
TZA;Rufiji;377;;;;;;;
TZA;Ruvuma;671;;;;;;;
TZA;Ruzizi;129;;;;;;;
TZA;Shama;214;;;;;;;
TZA;Ugalla;279;;;;;;;
PHL;Cagayan;359;;;;;;;
CAF;Chari;209;;;;;;;
CAF;Chinko;447;;;;;;;
CAF;Kadeï;269;;;Sangha;Q239883;;;552
CAF;Kotto;812;;;;;;;
CAF;Koukourou;187;;;;;;;
CAF;Lobaye;490;;;;;;;
CAF;Mbomou;550;;;;;;;
CAF;Ouham;623;;;;;;;
CAF;Uele;404;;;Ubangi River;Q171649;;;1210
TGO;Oti;162;;;;;;;
ZMB;Chambeshi;574;;;;;;;
ZMB;Kabompo;532;;;;;;;
ZMB;Kafue;1227;;;;;;;
ZMB;Luangwa;889;;;;;;;
ZMB;Luapula;143;;;;;;;
ZMB;Lungwebungu;177;;;;;;;
ZMB;Luvua;64;;;;;;;
ZMB;Zambezi;1355;;;;;;;
ZMB;nan;64;;;;;;;
ZWE;Limpopo;137;;;;;;;
ZWE;Mazowe;248;;;;;;;
ZWE;Save;413;;;Garonne;Q5077;;;148.4
ZWE;Zambezi;130;;;;;;;
MEX;Atengo;286;;;;;;;
MEX;Balsas;997;;;;;;;
MEX;Bavispe;165;;;;;;;
MEX;Chixoy;65;;;;;;;
MEX;Coatzacoalcos;174;;;;;;;
MEX;Colorado;147;;;;;;;
MEX;Conchos;620;;;;;;;
MEX;Cuilco;51;;;;;;;
MEX;Fuerte;273;;;;;;;
MEX;Grande;986;;;Tyrrhenian Sea;Q38882;;;35
MEX;Grande de Santiago;463;;;;;;;
MEX;Grijalva;494;;;;;;;
MEX;Lerma;526;;;;;;;
MEX;Moctezuma River;428;;;;;;;
MEX;Papaloapan;174;;;;;;;
MEX;Pánuco;151;;;;;;;
MEX;San Juan;284;;;Oñati;Q496588;;;
MEX;San Miguel;118;;;;;;;
MEX;San Pedro;433;;;;;;;
MEX;Urique;205;;;;;;;
MEX;Usumacinta;547;;;;;;;
MEX;Verde;433;;;Magra;Q692549;;;
MEX;Yaqui;589;;;;;;;
BEN;Niger;113;;;;;;;
BEN;Oti;177;;;;;;;
BEN;Ouémé;559;;;;;;;
BWA;Cuando;103;;;;;;;
BWA;Limpopo;351;;;;;;;
BWA;Marico;132;;;;;;;
BWA;Molopo;462;;;;;;;
BWA;Okavango;804;;;;;;;
BFA;Black Volta;891;;;Volta River;Q192415;;;1352
BFA;Komoé;97;;;;;;;
BFA;Oti;153;;;;;;;
BFA;White Volta;545;;;Lake Volta;Q201679;;;640
BDI;Kagera;208;;;;;;;
BDI;Ruzizi;138;;;;;;;
COG;Alima;405;;;Congo;Q3503;;;500
COG;Congo;704;;;;;;;
COG;Dja;128;;;;;;;
COG;Kouilou-Niari;634;;;;;;;
COG;Ogooué;109;;;;;;;
COG;Sangha;506;;;Congo;Q3503;;;785
COG;Ubangi;541;;;;;;;
GNQ;Benito;239;;;;;;;
ERI;Tekezé;90;;;;;;;
COD;Aruwimi;434;;;;;;;
COD;Congo;1574;;;;;;;
COD;Ebola;205;;;;;;;
COD;Fimi;140;;;;;;;
COD;Inkisi;171;;;;;;;
COD;Ituri;522;;;;;;;
COD;Kasai;1031;;;;;;;
COD;Kibali;323;;;Uele;Q171436;;;
COD;Kwango;428;;;;;;;
COD;Kwilu;696;;;Congo;Q3503;;;284
COD;Lokoro;480;;;;;;;
COD;Lomami;1651;;;;;;;
COD;Lua Tributary;303;;;;;;;
COD;Lualaba;1639;;;;;;;
COD;Luapula;454;;;;;;;
COD;Lufira;573;;;;;;;
COD;Lukeni;829;;;;;;;
COD;Lukuga;367;;;;;;;
COD;Luvua;413;;;;;;;
COD;Mbomou;247;;;;;;;
COD;Mongala;273;;;;;;;
COD;Ruzizi;138;;;;;;;
COD;Sankuru;1238;;;;;;;
COD;Semliki;402;;;;;;;
COD;Tshuapa;1075;;;;;;;
COD;Uele;1069;;;Ubangi River;Q171649;;;1210
MMR;Chindwin;1106;;;;;;;
MMR;Derung-Nmai;355;;;;;;;
MMR;Irrawaddy;2470;;;;;;;
MMR;Mekong;239;;;;;;;
MMR;Mytinge;443;;;;;;;
MMR;Salween;1216;;;;;;;
MMR;Sittong;433;;;;;;;
