iso3;qid_country;lang_qid;lang_label
EST;Q191;Q3196221;Língua de sinais estoniana
EST;Q191;Q12361545;Standard Estonian
ETH;Q115;Q1860;inglês
ETH;Q115;Q7495;Língua aari
ETH;Q115;Q10195;Zay
ETH;Q115;Q13273;Soddo
ETH;Q115;Q13275;Língua somali
ETH;Q115;Q27811;Língua afar
ETH;Q115;Q28244;Língua amárica
ETH;Q115;Q29292;Língua argobba
ETH;Q115;Q33178;Berta
ETH;Q115;Q33626;Língua harari
ETH;Q115;Q33675;Língua nuer
ETH;Q115;Q33786;Sidamo
ETH;Q115;Q33864;Língua oromo
ETH;Q115;Q34124;Língua tigrínia
ETH;Q115;Q34928;Anfillo
ETH;Q115;Q34934;Língua awngi
ETH;Q115;Q34999;Burji
ETH;Q115;Q35108;Língua bench
ETH;Q115;Q35123;Bussa
ETH;Q115;Q35311;Dime
ETH;Q115;Q35313;Língua dizin
ETH;Q115;Q35481;Kafa
ETH;Q115;Q35663;Qimant
ETH;Q115;Q35664;Kambaata
ETH;Q115;Q35667;língua ge'ez
ETH;Q115;Q35691;Libido
ETH;Q115;Q35763;Língua inor
ETH;Q115;Q35764;Língua hamer
ETH;Q115;Q36013;Mursi
ETH;Q115;Q36342;Shabo
ETH;Q115;Q36344;Língua ongota
ETH;Q115;Q36353;Língua saho
ETH;Q115;Q36873;Yem
ETH;Q115;Q36943;Língua wolaytta
ETH;Q115;Q56260;Shinasha
ETH;Q115;Q56336;Dorze
ETH;Q115;Q56527;Língua xamtanga
ETH;Q115;Q56531;Basketo
ETH;Q115;Q56540;Língua bambassu
ETH;Q115;Q56613;Língua hadia
ETH;Q115;Q56615;Baiso
ETH;Q115;Q56622;Gedeo
ETH;Q115;Q56624;Konso
ETH;Q115;Q56637;Daasanach
ETH;Q115;Q56652;Alaba-K’abeena
ETH;Q115;Q56677;Anuak
ETH;Q115;Q56681;Língua komo
ETH;Q115;Q56723;Kwegu
ETH;Q115;Q56724;Majang
ETH;Q115;Q56809;Dirasha
ETH;Q115;Q56827;Shakacho
ETH;Q115;Q56883;Arbore
ETH;Q115;Q373683;Seze
ETH;Q115;Q673895;Zayse-Zergulla
ETH;Q115;Q795327;Língua maale
ETH;Q115;Q2371358;Língua tsamai
ETH;Q115;Q2396970;Gumuz
ETH;Q115;Q2591184;Língua kuama
ETH;Q115;Q2707343;Sebat Bet Gurage
ETH;Q115;Q2910610;Borana
ETH;Q115;Q3032135;Língua gawwada
ETH;Q115;Q3183349;Língua nayi
ETH;Q115;Q3183355;Língua sheko
ETH;Q115;Q3354339;Língua opuo
ETH;Q115;Q3408516;Me'en
ETH;Q115;Q3447116;Karo
ETH;Q115;Q3501903;Língua de Sinais da Etiópia
ETH;Q115;Q3508617;Mesmes
ETH;Q115;Q3915918;Weyto
ETH;Q115;Q4662604;Nyangatom
ETH;Q115;Q5073694;Chara
ETH;Q115;Q5330355;Eastern Oromo
ETH;Q115;Q5364172;Língua suri
ETH;Q115;Q5364424;Baleesi
ETH;Q115;Q5528771;Gayil
ETH;Q115;Q5923010;Hozo
ETH;Q115;Q6430753;Koore
ETH;Q115;Q6813268;Melo
ETH;Q115;Q6821677;Mesqan
ETH;Q115;Q7116251;Oyda
ETH;Q115;Q12629647;Dawro
ETH;Q115;Q12631584;Gofa
ETH;Q115;Q12634070;Kachama-Ganjule
ETH;Q115;Q12639015;West Central Oromo
ETH;Q115;Q12645275;Wolane
ETH;Q115;Q12953857;Rer Bare
ETH;Q115;Q16116386;Gamo
ETH;Q115;Q20982409;Daats’íin
FIN;Q33;Q5450448;Finland-Swedish Sign Language
FIN;Q33;Q150;francês
FIN;Q33;Q188;alemão
FIN;Q33;Q256;língua turca
FIN;Q33;Q294;islandês
FIN;Q33;Q652;italiano
FIN;Q33;Q809;polaco
FIN;Q33;Q1321;espanhol
FIN;Q33;Q1412;finlandês
FIN;Q33;Q1568;língua hindi
FIN;Q33;Q1571;marata
FIN;Q33;Q1617;Língua urdu
FIN;Q33;Q1860;inglês
FIN;Q33;Q5146;português
FIN;Q33;Q5287;japonês
FIN;Q33;Q5885;Língua tâmil
FIN;Q33;Q6654;croata
FIN;Q33;Q7026;língua catalã
FIN;Q33;Q7411;neerlandês
FIN;Q33;Q7737;russo
FIN;Q33;Q7838;Língua suaíli
FIN;Q33;Q7850;língua chinesa
FIN;Q33;Q7913;língua romena
FIN;Q33;Q7918;língua búlgara
FIN;Q33;Q8097;telugu
FIN;Q33;Q8748;língua albanesa
FIN;Q33;Q8798;ucraniano
FIN;Q33;Q9027;língua sueca
FIN;Q33;Q9035;dinamarquês
FIN;Q33;Q9043;língua norueguesa
FIN;Q33;Q9056;checo
FIN;Q33;Q9058;eslovaco
FIN;Q33;Q9063;língua eslovena
FIN;Q33;Q9067;húngaro
FIN;Q33;Q9072;estónio
FIN;Q33;Q9078;língua letã
FIN;Q33;Q9083;língua lituana
FIN;Q33;Q9091;Língua bielorrussa
FIN;Q33;Q9129;grego
FIN;Q33;Q9142;irlandês
FIN;Q33;Q9166;Maltês
FIN;Q33;Q9168;persa
FIN;Q33;Q9176;coreano
FIN;Q33;Q9199;vietnamita
FIN;Q33;Q9211;Língua laociana
FIN;Q33;Q9217;tailandês
FIN;Q33;Q9228;birmanês
FIN;Q33;Q9246;Língua mongol
FIN;Q33;Q9252;língua cazaque
FIN;Q33;Q9255;quirguiz
FIN;Q33;Q9260;Língua tadjique
FIN;Q33;Q9264;língua uzbeque
FIN;Q33;Q9267;Língua turcomena
FIN;Q33;Q9296;língua macedônia
FIN;Q33;Q9299;língua sérvia
FIN;Q33;Q9301;Língua servo-croata
FIN;Q33;Q9303;Língua bósnia
FIN;Q33;Q9610;língua bangla
FIN;Q33;Q10179;língua zulu
FIN;Q33;Q13271;kíngua sami de Skolt
FIN;Q33;Q13275;Língua somali
FIN;Q33;Q13357;Língua meänkieli
FIN;Q33;Q13955;árabe
FIN;Q33;Q14196;língua africâner
FIN;Q33;Q25258;Língua feroesa
FIN;Q33;Q25285;tártaro
FIN;Q33;Q27811;Língua afar
FIN;Q33;Q28026;língua akan
FIN;Q33;Q28244;Língua amárica
FIN;Q33;Q29401;língua assamesa
FIN;Q33;Q30005;ewe
FIN;Q33;Q33225;língua de sinais finlandesa
FIN;Q33;Q33243;Língua bambara
FIN;Q33;Q33298;filipino
FIN;Q33;Q33462;lapônico de Inari
FIN;Q33;Q33552;língua caxemira
FIN;Q33;Q33557;Língua carélia
FIN;Q33;Q33573;Língua kinyarwanda
FIN;Q33;Q33578;Língua igbo
FIN;Q33;Q33587;Língua kikuyu
FIN;Q33;Q33673;Língua canaresa
FIN;Q33;Q33810;oriá
FIN;Q33;Q33823;língua nepali
FIN;Q33;Q33947;língua sami setentrional
FIN;Q33;Q33968;Língua osseta
FIN;Q33;Q33997;língua sindi
FIN;Q33;Q34002;Sunda
FIN;Q33;Q34124;Língua tigrínia
FIN;Q33;Q34257;Língua uolofe
FIN;Q33;Q34311;Língua iorubá
FIN;Q33;Q35224;ido
FIN;Q33;Q36217;Língua lingala
FIN;Q33;Q36236;língua malaiala
FIN;Q33;Q36368;língua curda
FIN;Q33;Q36850;Língua twi
FIN;Q33;Q56463;línguas sami
FIN;Q33;Q56475;Língua haúça
FIN;Q33;Q58635;Língua panjabi
FIN;Q33;Q58680;pastó
FIN;Q33;Q747153;Karelian Proper
FIN;Q33;Q2093214;Língua kalo finlandesa
FJI;Q712;Q1860;inglês
FJI;Q712;Q33295;Língua fidjiana
FJI;Q712;Q35682;Lauan
FJI;Q712;Q36754;Língua rotumana
FJI;Q712;Q46728;Hindi fijiano
FJI;Q712;Q3062751;Língua fijiana ocidental
FJI;Q712;Q3110470;Gone Dau
FJI;Q712;Q3130221;Lomaiviti
FJI;Q712;Q3130290;Namosi-Naitasiri-Serua
FLK;Q9648;Q1860;inglês
FRA;Q142;Q7026;língua catalã
FRA;Q142;Q8752;basco
FRA;Q142;Q8786;Língua alsaciana
FRA;Q142;Q12107;bretão
FRA;Q142;Q14185;língua occitana
FRA;Q142;Q1400216;francês padrão
FRO;Q4628;Q9035;dinamarquês
FRO;Q4628;Q25258;Língua feroesa
FSM;Q702;Q1860;inglês
FSM;Q702;Q28422;Língua pohnpeiana
FSM;Q702;Q28477;Língua satawalesa
FSM;Q702;Q33161;Língua chuquesa
FSM;Q702;Q33464;Língua kosreana
FSM;Q702;Q34029;Língua yap
FSM;Q702;Q34037;Woleaiano
FSM;Q702;Q35771;Língua kapingamarangi
FSM;Q702;Q36397;Pulutawês
FSM;Q702;Q36400;Crioulo ngatik
FSM;Q702;Q36421;Língua pingelapesa
FSM;Q702;Q36842;Língua Ulithiana
FSM;Q702;Q2335528;Língua mokilesa
FSM;Q702;Q2635961;Língua nukuoro
FSM;Q702;Q3063517;Pááfang
FSM;Q702;Q3324598;Língua mortlockesa
FSM;Q702;Q6528643;Nguluwan
FSM;Q702;Q12908815;Língua namonuito
GAB;Q1000;Q150;francês
GAB;Q1000;Q33484;Língua fang
GAB;Q1000;Q34884;Barama
GAB;Q1000;Q34905;Baka
GAB;Q1000;Q34950;Bekwil
GAB;Q1000;Q34952;Benga
GAB;Q1000;Q35017;Vove
GAB;Q1000;Q35067;Bwisi
GAB;Q1000;Q35319;Duma
GAB;Q1000;Q35556;Kande
GAB;Q1000;Q35559;Kele
GAB;Q1000;Q35607;Kota
GAB;Q1000;Q35683;Kaning'i
GAB;Q1000;Q35793;Lumbu
GAB;Q1000;Q35816;Mahongwe
GAB;Q1000;Q35832;Myene
GAB;Q1000;Q35901;Ndumu
GAB;Q1000;Q35904;Ndasa
GAB;Q1000;Q35923;Njebi
GAB;Q1000;Q35928;Mbangwe
GAB;Q1000;Q36062;Mbere
GAB;Q1000;Q36087;Ngom
GAB;Q1000;Q36296;Pinji
GAB;Q1000;Q36401;punu
GAB;Q1000;Q36425;Sake
GAB;Q1000;Q36430;Himba
GAB;Q1000;Q36431;Sighu
GAB;Q1000;Q36478;North Teke
GAB;Q1000;Q36547;Seki
GAB;Q1000;Q36595;Tchitchege
GAB;Q1000;Q36599;Sira
GAB;Q1000;Q36609;Sangu
GAB;Q1000;Q36629;Vumbu
GAB;Q1000;Q36674;Tsogo
GAB;Q1000;Q36675;Tsaangi
GAB;Q1000;Q36891;Wumbvu
GAB;Q1000;Q36976;Wanzi
GAB;Q1000;Q3507832;Língua jola-Fonyi
GAB;Q1000;Q3558409;Vili
GAB;Q1000;Q6983681;Ndambomo
GAB;Q1000;Q7937974;Viya
GBR;Q145;Q1860;inglês
GBR;Q145;Q9142;irlandês
GBR;Q145;Q9309;galês
GBR;Q145;Q9314;Língua gaélica escocesa
GBR;Q145;Q14549;Scots
GBR;Q145;Q25289;córnico
GBR;Q145;Q33000;língua de sinais britânica
GBR;Q145;Q36705;Língua shelta
GBR;Q145;Q541279;Angloromani
GBR;Q145;Q1359130;Polari
GBR;Q145;Q2097387;Welsh Romani
GBR;Q145;Q3915671;Scottish Cant
GEO;Q230;Q5111;Língua abecásia
GEO;Q230;Q7737;russo
GEO;Q230;Q8108;língua georgiana
GEO;Q230;Q13359;Língua mingreliana
GEO;Q230;Q29561;Língua ávara
GEO;Q230;Q33259;língua bats
GEO;Q230;Q33968;Língua osseta
GEO;Q230;Q34067;Língua svan
GEO;Q230;Q180945;Armênio ocidental
GEO;Q230;Q1160372;laz
GEO;Q230;Q3515311;North Azerbaijani
GGY;Q25230;Q150;francês
GGY;Q25230;Q1860;inglês
GGY;Q25230;Q56428;guernesiano
GGY;Q25230;Q56429;sercquiais
GHA;Q117;Q1860;inglês
GHA;Q117;Q13297;Nafaanra
GHA;Q117;Q27709;Língua Gestual de Adamorobe
GHA;Q117;Q27740;língua adele
GHA;Q117;Q28026;língua akan
GHA;Q117;Q28395;anyin
GHA;Q117;Q30005;ewe
GHA;Q117;Q32238;dagani
GHA;Q117;Q32934;Língua bissa
GHA;Q117;Q33287;Ga
GHA;Q117;Q33594;Ligbi
GHA;Q117;Q34729;Língua ahanta
GHA;Q117;Q34730;Agotime
GHA;Q117;Q34783;Animere
GHA;Q117;Q34796;Avatime
GHA;Q117;Q34831;Língua abron
GHA;Q117;Q34845;Língua chakosi
GHA;Q117;Q34847;Efutu
GHA;Q117;Q34971;Bimoba
GHA;Q117;Q35029;Kposo
GHA;Q117;Q35085;Buli
GHA;Q117;Q35141;Língua dangbe
GHA;Q117;Q35159;Língua dagaare
GHA;Q117;Q35181;Língua kyiripong
GHA;Q117;Q35183;Deg
GHA;Q117;Q35190;Chala
GHA;Q117;Q35195;Delo
GHA;Q117;Q35198;Chumburung
GHA;Q117;Q35206;Chakali
GHA;Q117;Q35256;Kyode
GHA;Q117;Q35258;Dwang
GHA;Q117;Q35267;Língua gonja
GHA;Q117;Q35270;Dompo
GHA;Q117;Q35289;Língua de Sinais de Gana
GHA;Q117;Q35331;Língua frafra
GHA;Q117;Q35422;Gua
GHA;Q117;Q35426;Hanga
GHA;Q117;Q35467;Jwira-Pepesa
GHA;Q117;Q35552;Língua kasen
GHA;Q117;Q35561;Kamara
GHA;Q117;Q35585;Lelemi
GHA;Q117;Q35628;Kplang
GHA;Q117;Q35639;Larteh
GHA;Q117;Q35651;Kantosi
GHA;Q117;Q35658;Krache
GHA;Q117;Q35674;Língua konkomba
GHA;Q117;Q35680;Konni
GHA;Q117;Q35708;Língua kusaal
GHA;Q117;Q35804;Língua mampruli
GHA;Q117;Q35813;Língua logba
GHA;Q117;Q35867;Língua nkonya
GHA;Q117;Q35906;Nawuri
GHA;Q117;Q36143;Nchumbulu
GHA;Q117;Q36256;Nyangbo
GHA;Q117;Q36257;Likpe
GHA;Q117;Q36266;Ntcham
GHA;Q117;Q36272;Santrokofi
GHA;Q117;Q36337;Língua nzema
GHA;Q117;Q36426;Paasaal
GHA;Q117;Q36432;Safaliba
GHA;Q117;Q36470;Língua siwu
GHA;Q117;Q36545;Tafi
GHA;Q117;Q36590;Tampulma
GHA;Q117;Q36593;Sehwi
GHA;Q117;Q36637;Vagla
GHA;Q117;Q36895;Wali
GHA;Q117;Q36914;Wasa
GHA;Q117;Q36974;Bowili
GHA;Q117;Q56475;Língua haúça
GHA;Q117;Q5555465;Pidgin ganês
GHA;Q117;Q7042522;Nkami
GHA;Q117;Q11031321;Bondoukou Kulango
GHA;Q117;Q11154776;Western Sisaala
GHA;Q117;Q25383006;Tumulung Sisaala
GHA;Q117;Q32859745;Southern Birifor
GIB;Q1410;Q1321;espanhol
GIB;Q1410;Q1860;inglês
GIN;Q1006;Q150;francês
GIN;Q1006;Q33990;Língua susu
GIN;Q1006;Q35095;Badyara
GIN;Q1006;Q35098;Língua bassari
GIN;Q1006;Q35508;Bainouk-Gunyuño
GIN;Q1006;Q35524;Língua yalunka
GIN;Q1006;Q35568;Landoma
GIN;Q1006;Q35695;Baga Koga
GIN;Q1006;Q35772;Manding
GIN;Q1006;Q35815;Baga Manduri
GIN;Q1006;Q36003;Mbulungish
GIN;Q1006;Q36026;Nalu
GIN;Q1006;Q36466;Baga Sitemu
GIN;Q1006;Q36935;Wamey
GIN;Q1006;Q36991;Língua zialo
GIN;Q1006;Q1158971;Língua dan
GIN;Q1006;Q1420205;Língua pulaar
GIN;Q1006;Q3198703;Kono
GIN;Q1006;Q3198896;Kuranko
GIN;Q1006;Q3450433;Baga Sobané
GIN;Q1006;Q3502293;Baga Kaloum
GIN;Q1006;Q3913286;Língua mano
GIN;Q1006;Q3913966;Kakabe
GIN;Q1006;Q3913992;Jahanka
GIN;Q1006;Q3914478;Mixifore
GIN;Q1006;Q3915357;Pular
GIN;Q1006;Q6520837;Lele
GIN;Q1006;Q11002130;Eastern Maninkaka
GIN;Q1006;Q11006832;Manya
GIN;Q1006;Q11034212;East Limba
GIN;Q1006;Q11052867;Guinea Kpelle
GIN;Q1006;Q11055484;Toma
GIN;Q1006;Q11155812;Sankaran Maninka
GIN;Q1006;Q11163298;Konyanka Maninka
GIN;Q1006;Q15983937;Guinean Sign Language
GIN;Q1006;Q18546266;N’Ko
GIN;Q1006;Q19921576;Northern Kissi
GIN;Q1006;Q31172660;Pukur
GIN;Q1006;Q63257856;Kla-Dan
GLP;Q17012;Q150;francês
GLP;Q17012;Q3006280;Crioulo de Guadalupe
GMB;Q1005;Q1860;inglês
GMB;Q1005;Q33678;mandinga
GMB;Q1005;Q35822;Língua manjaca
GMB;Q1005;Q36284;Língua serer
GMB;Q1005;Q1420205;Língua pulaar
GMB;Q1005;Q3507832;Língua jola-Fonyi
GMB;Q1005;Q11028033;Western Maninkakan
GMB;Q1005;Q12953302;Gambian Wolof
GMB;Q1005;Q31172660;Pukur
GNB;Q1007;Q5146;português
GNB;Q1007;Q33339;crioulo da Guiné-Bissau
GNB;Q1007;Q33678;mandinga
GNB;Q1007;Q35019;Bayot
GNB;Q1007;Q35095;Badyara
GNB;Q1007;Q35099;Biafada
GNB;Q1007;Q35365;Bijago
GNB;Q1007;Q35508;Bainouk-Gunyuño
GNB;Q1007;Q35542;Kasanga
GNB;Q1007;Q35609;Kobiana
GNB;Q1007;Q35789;Língua mankania
GNB;Q1007;Q35814;Sua
GNB;Q1007;Q35822;Língua manjaca
GNB;Q1007;Q36026;Nalu
GNB;Q1007;Q36314;Papel
GNB;Q1007;Q56789;Balanta-Kentohe
GNB;Q1007;Q1420205;Língua pulaar
GNB;Q1007;Q3915357;Pular
GNB;Q1007;Q6269820;Jola-Felupe
GNQ;Q983;Q150;francês
GNQ;Q983;Q1321;espanhol
GNQ;Q983;Q13345;Língua balengue
GNQ;Q983;Q33484;Língua fang
GNQ;Q983;Q34098;Kwasio
GNQ;Q983;Q34952;Benga
GNQ;Q983;Q34979;Noho
GNQ;Q983;Q34992;Fá d'Ambô
GNQ;Q983;Q35110;Língua bubi
GNQ;Q983;Q35288;Língua crioula de Bioco
GNQ;Q983;Q35434;Gyele
GNQ;Q983;Q36459;Kombe
GNQ;Q983;Q36547;Seki
GNQ;Q983;Q36899;Yasa
GRC;Q41;Q256;língua turca
GRC;Q41;Q7918;língua búlgara
GRC;Q41;Q9129;grego
GRC;Q41;Q9296;língua macedônia
GRC;Q41;Q13358;língua romena meglesita
GRC;Q41;Q29316;língua arromena
GRC;Q41;Q29347;arvanitico
GRC;Q41;Q35497;grego antigo
GRC;Q41;Q36510;grego moderno
GRC;Q41;Q36748;Grego do Ponto
GRC;Q41;Q180937;Tosk
GRC;Q41;Q220607;Língua tsaconiana
GRC;Q41;Q853414;Cappadocian Greek
GRC;Q41;Q3565084;Língua de sinais grega
GRC;Q41;Q3915435;Romano-Greek
GRD;Q769;Q1860;inglês
GRD;Q769;Q3006285;Crioulo de Santa Lúcia
GRD;Q769;Q4252500;Crioulo inglês de Granada
GRL;Q223;Q9035;dinamarquês
GRL;Q223;Q25355;gronelandês
GRL;Q223;Q1671647;Língua Inuktun
GRL;Q223;Q15665351;Kalaallisut
GRL;Q223;Q15665389;Tunumiisut
GTM;Q774;Q1321;espanhol
GTM;Q774;Q33393;Língua jacalteca
GTM;Q774;Q33467;Língua mam
GTM;Q774;Q34774;Língua achi
GTM;Q774;Q34923;Língua acateca
GTM;Q774;Q35091;aguacateco
GTM;Q774;Q35115;Língua caqchiquel
GTM;Q774;Q35177;Língua chorti
GTM;Q774;Q35233;Língua chuj
GTM;Q774;Q35490;Língua garífuna
GTM;Q774;Q35528;Língua ixil
GTM;Q774;Q35536;Língua queqchi
GTM;Q774;Q35537;Língua itzá
GTM;Q774;Q35551;Língua canjobal
GTM;Q774;Q36183;Língua mopan
GTM;Q774;Q36412;Língua sacapulteca
GTM;Q774;Q36414;Língua pocomchi
GTM;Q774;Q36416;Língua pocomam
GTM;Q774;Q36494;Língua quiché
GTM;Q774;Q36589;Língua sipacapense
GTM;Q774;Q36686;Língua tectiteca
GTM;Q774;Q36728;Língua uspanteca
GTM;Q774;Q36941;Língua tsutuil
GTM;Q774;Q1546494;Língua xinca
GTM;Q774;Q2886781;Língua Gestual da Guatemala
GTM;Q774;Q5054550;Cauque Mayan
GUF;Q3769;Q150;francês
GUF;Q3769;Q1363072;Crioulo da Guiana Francesa
GUF;Q3769;Q2655664;lokono
GUF;Q3769;Q2659044;Businenge Tongo
GUF;Q3769;Q3073448;Língua palicur
GUF;Q3769;Q3588942;Língua emerillon
GUF;Q3769;Q5908753;Língua uaiana
GUF;Q3769;Q7975842;Língua oiampi
GUM;Q16635;Q1860;inglês
GUM;Q16635;Q33262;Língua chamorro
GUY;Q734;Q1860;inglês
GUY;Q734;Q28059;Língua capom
GUY;Q734;Q35215;Berbice Creole Dutch
GUY;Q734;Q36946;Língua warao
GUY;Q734;Q56611;Língua galibi
GUY;Q734;Q56632;Língua uaiuai
GUY;Q734;Q56633;Língua macuxi
GUY;Q734;Q2522153;Skepi Creole Dutch
GUY;Q734;Q3305477;Crioulo da Guiana
GUY;Q734;Q3450493;Língua wapixana
GUY;Q734;Q3507932;Língua atorai
GUY;Q734;Q3915921;Patamona
GUY;Q734;Q5559094;Língua taruma
GUY;Q734;Q6753812;Mapidian
GUY;Q734;Q6794377;Língua mawayana
GUY;Q734;Q10729616;Língua taurepangue
HKG;Q8646;Q1860;inglês
HKG;Q8646;Q9186;Cantonês
HKG;Q8646;Q9192;mandarim
HKG;Q8646;Q727694;mandarim padrão
HKG;Q8646;Q7033959;Língua yue
HKG;Q8646;Q17038844;Língua de Sinais de Hong-Kong
HND;Q783;Q1321;espanhol
HND;Q783;Q35177;Língua chorti
HND;Q783;Q35490;Língua garífuna
HND;Q783;Q36189;Língua lenca
HND;Q783;Q1516803;Língua misquita
HND;Q783;Q3178609;Tol
HND;Q783;Q3302929;Mayangna
HND;Q783;Q3915496;Língua Gestual das Honduras
HND;Q783;Q4898889;Língua pech
HRV;Q224;Q652;italiano
HRV;Q224;Q6654;croata
HRV;Q224;Q9299;língua sérvia
HRV;Q224;Q9303;Língua bósnia
HRV;Q224;Q33622;língua istrorromena
HRV;Q224;Q35845;Língua istriota
HRV;Q224;Q1793299;Sinte Romani
HRV;Q224;Q3507506;Língua de sinais croata
HTI;Q790;Q150;francês
HTI;Q790;Q33491;crioulo haitiano
HTI;Q790;Q3504239;Haitian Vodoun Culture Language
HUN;Q28;Q9058;eslovaco
HUN;Q28;Q9063;língua eslovena
HUN;Q28;Q9067;húngaro
HUN;Q28;Q13636869;Hungarian Sign Language
IDN;Q252;Q1860;inglês
IDN;Q252;Q5885;Língua tâmil
IDN;Q252;Q9192;mandarim
IDN;Q252;Q9237;malaio
IDN;Q252;Q9240;língua indonésia
IDN;Q252;Q13324;Língua minangkabau
IDN;Q252;Q13365;Mentawai
IDN;Q252;Q13955;árabe
IDN;Q252;Q23855;Anus
IDN;Q252;Q27683;língua achém
IDN;Q252;Q33012;Karo Batak
IDN;Q252;Q33014;Língua betawi
IDN;Q252;Q33017;Toba Batak
IDN;Q252;Q33070;balinês
IDN;Q252;Q33151;Língua banjaresa
IDN;Q252;Q33190;buginês
IDN;Q252;Q33286;Língua gayo
IDN;Q252;Q33424;Língua iban
IDN;Q252;Q33549;javanês
IDN;Q252;Q33643;Língua makassaresa
IDN;Q252;Q33957;Sara Bakati'
IDN;Q252;Q33960;Sika
IDN;Q252;Q34002;Sunda
IDN;Q252;Q34125;língua tétum
IDN;Q252;Q35101;Búnaque
IDN;Q252;Q35284;Língua cia-cia
IDN;Q252;Q35322;Língua galóli
IDN;Q252;Q35432;Língua helong
IDN;Q252;Q35549;Língua quémaque
IDN;Q252;Q35877;Língua ledo-kaili
IDN;Q252;Q35995;Língua mandar
IDN;Q252;Q36213;Língua maduresa
IDN;Q252;Q36673;Língua toraja sa'dan
IDN;Q252;Q49215;Língua lampung
IDN;Q252;Q49224;Língua komering
IDN;Q252;Q56360;Bauzi
IDN;Q252;Q56364;Duvle
IDN;Q252;Q56376;Eritai
IDN;Q252;Q56379;Awera
IDN;Q252;Q56380;Demisa
IDN;Q252;Q56382;Biritai
IDN;Q252;Q56443;Rasawa
IDN;Q252;Q56459;Warembori
IDN;Q252;Q56648;Abinomn
IDN;Q252;Q56657;Abun
IDN;Q252;Q56738;Oirata
IDN;Q252;Q56746;Burmeso
IDN;Q252;Q56817;Karon Dori
IDN;Q252;Q56825;Hattam
IDN;Q252;Q56867;Iau
IDN;Q252;Q56881;Kwerisa
IDN;Q252;Q56900;Burate
IDN;Q252;Q56995;Baropasi
IDN;Q252;Q301116;Nimboran
IDN;Q252;Q378743;Berik
IDN;Q252;Q578815;Mamboru
IDN;Q252;Q615071;Tunggare
IDN;Q252;Q615660;Musi
IDN;Q252;Q642581;Língua moronene
IDN;Q252;Q653415;Crioulos de base malaia
IDN;Q252;Q677064;Sawi
IDN;Q252;Q727694;mandarim padrão
IDN;Q252;Q940486;Petjo
IDN;Q252;Q1068112;Malaio Manado
IDN;Q252;Q1142333;Tobelo
IDN;Q252;Q1185114;Língua wolio
IDN;Q252;Q1294047;Língua sasak
IDN;Q252;Q1516651;Ngada
IDN;Q252;Q1875885;Ambai
IDN;Q252;Q1961488;Biak
IDN;Q252;Q2053828;Língua dhao
IDN;Q252;Q2067656;Ende
IDN;Q252;Q2071325;Língua kangeana
IDN;Q252;Q2122792;Mor
IDN;Q252;Q2190327;Dusun Witu
IDN;Q252;Q2196866;Palue
IDN;Q252;Q2262353;Meax
IDN;Q252;Q2291492;Ma'ya
IDN;Q252;Q2295569;Nage
IDN;Q252;Q2319877;Língua hawu
IDN;Q252;Q2328761;Ma'anyan
IDN;Q252;Q2356440;Tause
IDN;Q252;Q2370136;Wanukaka
IDN;Q252;Q2381310;Dusun Witu
IDN;Q252;Q2407831;Língua nias
IDN;Q252;Q2410352;Kei
IDN;Q252;Q2479725;Lamboya
IDN;Q252;Q2501174;Gorontalo
IDN;Q252;Q2640686;Língua angkola
IDN;Q252;Q2669164;Enggano
IDN;Q252;Q2669214;Ambalau
IDN;Q252;Q2697010;Língua Ende-Li'o
IDN;Q252;Q2701322;Osing
IDN;Q252;Q2719893;Javindo
IDN;Q252;Q2784033;Deyah
IDN;Q252;Q2796873;Língua bima
IDN;Q252;Q2806128;Wandamen
IDN;Q252;Q2822110;Língua abui
IDN;Q252;Q2866218;As
IDN;Q252;Q2879298;Bahonsuai
IDN;Q252;Q2880038;Bajo
IDN;Q252;Q2883521;Bantik
IDN;Q252;Q2891042;Alas
IDN;Q252;Q2891045;Língua pakpak
IDN;Q252;Q2891049;Mandailing Batak
IDN;Q252;Q2891054;Simalungun Batak
IDN;Q252;Q2900881;Biatah
IDN;Q252;Q2902375;Biga
IDN;Q252;Q2927799;Bukar Sadong
IDN;Q252;Q2927952;Buli
IDN;Q252;Q2928207;Língua bungku
IDN;Q252;Q2928278;Buol
IDN;Q252;Q2928650;Buru
IDN;Q252;Q2932604;Paku
IDN;Q252;Q2981948;Col
IDN;Q252;Q2984540;Laura
IDN;Q252;Q2992833;Simeulue
IDN;Q252;Q2992872;Língua ngaju
IDN;Q252;Q3027928;Irarutu
IDN;Q252;Q3033560;Lemolang
IDN;Q252;Q3033575;West Makian
IDN;Q252;Q3033597;Língua tolaki
IDN;Q252;Q3033781;Ot Danum
IDN;Q252;Q3038645;Mairasi
IDN;Q252;Q3040468;Duano’
IDN;Q252;Q3041711;Dusun Malang
IDN;Q252;Q3053279;Língua kambera
IDN;Q252;Q3056339;Rejang
IDN;Q252;Q3058192;Loncong
IDN;Q252;Q3058458;Língua mongondow
IDN;Q252;Q3073458;Língua mualang
IDN;Q252;Q3094570;Galela
IDN;Q252;Q3095108;Gane
IDN;Q252;Q3100032;Gebe
IDN;Q252;Q3110816;Gorap
IDN;Q252;Q3120345;Lawangan
IDN;Q252;Q3121035;Sobei
IDN;Q252;Q3121081;Sikule
IDN;Q252;Q3124354;Malaio ambonês
