iso3;country;item;url_slug;ranking;score;critics;source
LBN;Líbano;Labneh;labneh;1;5;5;tasteatlas_html
KGZ;Quirguistão;Lagman;lagman;;1;1;tasteatlas_html
UZB;Uzbequistão;Lagman;lagman;;;;tasteatlas_html
SGP;Singapura;Laksa;laksa;;;;tasteatlas_html
ARM;Arménia;Lamadjo;lahmacun;;;;tasteatlas_html
AUS;Austrália;Lamington;lamington;6;5;5;tasteatlas_html
NOR;Noruega;Lapskaus;lapskaus;;3;3;tasteatlas_html
ARM;Arménia;Lavash;lavash;;;;tasteatlas_html
IDN;Indonésia;Lawar;lawar;;;;tasteatlas_html
DEU;Alemanha;Leberwurst;leberwurst;;;;tasteatlas_html
PER;Peru;Leche de tigre;leche-de-tigre;;1;1;tasteatlas_html
ESP;Espanha;Leche frita;leche-frita;;;;tasteatlas_html
NOR;Noruega;Lefse;lefse;;2;2;tasteatlas_html
HTI;Haiti;Legim;legim;;;;tasteatlas_html
PRT;Portugal;Leite de creme;leite-de-creme;;;;tasteatlas_html
USA;Estados Unidos;Lemon Ice Box Pie;lemon-ice-box-pie;;3;3;tasteatlas_html
SRB;Sérvia;Lenja pita;lenja-pita;;;;tasteatlas_html
SRB;Sérvia;Lepinja;lepinja;;;;tasteatlas_html
SRB;Sérvia;Leskovačka mućkalica;leskovacka-muckalica;;;;tasteatlas_html
AZE;Azerbaijão;Levengi;levengi;;;;tasteatlas_html
ARG;Argentina;Liqueur;Liqueurs;;;;tasteatlas_html
ATG;Antígua e Barbuda;Liqueur;Liqueurs;;;;tasteatlas_html
AUS;Austrália;Liqueur;Liqueurs;;;;tasteatlas_html
BRA;Brasil;Liqueur;Liqueurs;;;;tasteatlas_html
CAN;Canadá;Liqueur;Liqueurs;;;;tasteatlas_html
DEU;Alemanha;Liqueur;Liqueurs;;;;tasteatlas_html
DJI;Djibouti;Liqueur;Liqueurs;;;;tasteatlas_html
DNK;Dinamarca;Liqueur;Liqueurs;;;;tasteatlas_html
ESP;Espanha;Liqueur;Liqueurs;;;;tasteatlas_html
EST;Estónia;Liqueur;Liqueurs;;;;tasteatlas_html
FIN;Finlândia;Liqueur;Liqueurs;;;;tasteatlas_html
FJI;Fiji;Liqueur;Liqueurs;;;;tasteatlas_html
FRA;França;Liqueur;Liqueurs;;;;tasteatlas_html
GBR;Reino Unido;Liqueur;Liqueurs;;;;tasteatlas_html
GRC;Grécia;Liqueur;Liqueurs;;;;tasteatlas_html
IDN;Indonésia;Liqueur;Liqueurs;;;;tasteatlas_html
IRL;República da Irlanda;Liqueur;Liqueurs;;;;tasteatlas_html
ITA;Itália;Liqueur;Liqueurs;;;;tasteatlas_html
JPN;Japão;Liqueur;Liqueurs;;;;tasteatlas_html
LTU;Lituânia;Liqueur;Liqueurs;;;;tasteatlas_html
MCO;Mónaco;Liqueur;Liqueurs;;;;tasteatlas_html
MDA;Moldávia;Liqueur;Liqueurs;;;;tasteatlas_html
MEX;México;Liqueur;Liqueurs;;;;tasteatlas_html
NOR;Noruega;Liqueur;Liqueurs;;;;tasteatlas_html
PAN;Panamá;Liqueur;Liqueurs;;;;tasteatlas_html
PRI;Porto Rico;Liqueur;Liqueurs;;;;tasteatlas_html
PRT;Portugal;Liqueur;Liqueurs;;;;tasteatlas_html
ROU;Roménia;Liqueur;Liqueurs;;;;tasteatlas_html
SGP;Singapura;Liqueur;Liqueurs;;;;tasteatlas_html
TTO;Trindade e Tobago;Liqueur;Liqueurs;;;;tasteatlas_html
TWN;Taiwan;Liqueur;Liqueurs;;;;tasteatlas_html
UKR;Ucrânia;Liqueur;Liqueurs;;;;tasteatlas_html
URY;Uruguai;Liqueur;Liqueurs;;;;tasteatlas_html
USA;Estados Unidos;Liqueur;Liqueurs;;;;tasteatlas_html
VNM;Vietname;Liqueur;Liqueurs;;;;tasteatlas_html
ZAF;África do Sul;Liqueur;Liqueurs;;;;tasteatlas_html
CHN;China;Lo mein;lo-mein;;;;tasteatlas_html
GEO;Geórgia;Lobio;lobio;;;;tasteatlas_html
ARG;Argentina;Locro;locro;;3;3;tasteatlas_html
FIN;Finlândia;Lohikeitto;lohikeitto;;;;tasteatlas_html
TUR;Turquia;Lokum;lokum;1;22;22;tasteatlas_html
NZL;Nova Zelândia;Lolly Cake;lolly-cake;;1;1;tasteatlas_html
FJI;Fiji;Lolo buns;lolo-buns;;1;1;tasteatlas_html
PER;Peru;Lomo saltado;lomo-saltado;1;10;10;tasteatlas_html
NOR;Noruega;Lørdagspizza;lrdagspizza;;2;2;tasteatlas_html
GRC;Grécia;Loukoumades;lokma;2;11;11;tasteatlas_html
FJI;Fiji;Lovo;lovo;;3;3;tasteatlas_html
TWN;Taiwan;Lu rou fan;lu-rou-fan;;;;tasteatlas_html
CHN;China;Luóbo gāo;turnip-cake;;;;tasteatlas_html
ARE;Emirados Árabes Unidos;Luqaimat;lokma;;2;2;tasteatlas_html
NOR;Noruega;Lutefisk;lutefisk;;3;3;tasteatlas_html
AZE;Azerbaijão;Lyulya kebab;lyulya-kebab;;1;1;tasteatlas_html
BGR;Bulgária;Lyutenitsa;;;;;tasteatlas_html
LBN;Líbano;Ma'amoul;maamoul;;2;2;tasteatlas_html
USA;Estados Unidos;Macaroni Salad;macaroni-salad;5;6;6;tasteatlas_html
MEX;México;Machaca;machaca;1;5;5;tasteatlas_html
CHL;Chile;Machas a la parmesana;machas-a-la-parmesana;;1;1;tasteatlas_html
FRA;França;Madeleines;madeleines;;;;tasteatlas_html
LBN;Líbano;Mafroukeh;mafroukeh;;1;1;tasteatlas_html
FRA;França;Magret de canard;magret-de-canard;;;;tasteatlas_html
JPN;Japão;Maguro nigiri sushi;maguro-nigiri-sushi;;;;tasteatlas_html
BOL;Bolívia;Majadito;majadito;1;5;5;tasteatlas_html
KOR;Coreia do Sul;Makguksu;makguksu;;;;tasteatlas_html
JPN;Japão;Maki;makizushi;;;;tasteatlas_html
SRB;Sérvia;Makovnjača;makowiec;;2;2;tasteatlas_html
IND;Índia;Malabar kozhi biryani;malabar-chicken-biryani;1;5;5;tasteatlas_html
ISR;Israel;Malabi;mehalabiya;3;7;7;tasteatlas_html
IND;Índia;Malai kofta;malai-kofta;1;7;7;tasteatlas_html
ISR;Israel;Malawach;malawach;;4;4;tasteatlas_html
ZAF;África do Sul;Malva Pudding;malva-pudding;;2;2;tasteatlas_html
MDA;Moldávia;Mămăligă;mamaliga;;3;3;tasteatlas_html
ROU;Roménia;Mămăligă;mamaliga;;4;4;tasteatlas_html
FIN;Finlândia;Mämmi;mammi;;1;1;tasteatlas_html
LBN;Líbano;Manakish;manakish;;2;2;tasteatlas_html
SAU;Arábia Saudita;Mandi;mandi;;1;1;tasteatlas_html
KOR;Coreia do Sul;Mandu;mandu;;;;tasteatlas_html
KOR;Coreia do Sul;Manduguk;manduguk;;;;tasteatlas_html
CHN;China;Mango pomelo sago;mango-pomelo-sago;2;13;13;tasteatlas_html
DOM;República Dominicana;Mangú;mangu;;2;2;tasteatlas_html
JAM;Jamaica;Mannish Water;mannish-water;;1;1;tasteatlas_html
JOR;Jordânia;Mansaf;mansaf;;2;2;tasteatlas_html
TUR;Turquia;Manti;manti;;;;tasteatlas_html
UZB;Uzbequistão;Manti;manti;;;;tasteatlas_html
CHN;China;Mapo doufu;chen-mapo-doufu;1;19;19;tasteatlas_html
JOR;Jordânia;Maqluba;maqluba;;;;tasteatlas_html
SWE;Suécia;Marinerade jordgubbar;marinerade-jordgubbar;;;;tasteatlas_html
CHL;Chile;Marraqueta;marraqueta;;1;1;tasteatlas_html
SAU;Arábia Saudita;Martabak;martabak;;;;tasteatlas_html
ITA;Itália;Marzipan;marzipans;;;;tasteatlas_html
IND;Índia;Masala dosa;masala-dosa;2;7;7;tasteatlas_html
IRQ;Iraque;Masgouf;masgouf;;;;tasteatlas_html
SAU;Arábia Saudita;Masoub;masoub;;;;tasteatlas_html
ARG;Argentina;Matambre a la pizza;matambre-a-la-pizza;;4;4;tasteatlas_html
USA;Estados Unidos;Matzah ball soup;matzah-ball;6;11;11;tasteatlas_html
PRY;Paraguai;Mbeju;mbeju;;1;1;tasteatlas_html
CMR;Camarões;Mbongo tchobi;mbongo-tchobi;;;;tasteatlas_html
GEO;Geórgia;Mchadi;mchadi;;;;tasteatlas_html
BRA;Brasil;Mead;Mead;;;;tasteatlas_html
CAN;Canadá;Mead;Mead;;;;tasteatlas_html
CRI;Costa Rica;Mead;Mead;;;;tasteatlas_html
GBR;Reino Unido;Mead;Mead;;;;tasteatlas_html
NOR;Noruega;Mead;Mead;;;;tasteatlas_html
RUS;Rússia;Mead;Mead;;;;tasteatlas_html
SWE;Suécia;Mead;Mead;;;;tasteatlas_html
UKR;Ucrânia;Mead;Mead;;;;tasteatlas_html
USA;Estados Unidos;Mead;Mead;;;;tasteatlas_html
GBR;Reino Unido;Meat Dish;Meat-dishes;;;;tasteatlas_html
AUS;Austrália;Meat Pie;meat-pie;14;5;5;tasteatlas_html
NZL;Nova Zelândia;Meat Pie;meat-pie;17;4;4;tasteatlas_html
ARG;Argentina;Meat Product;Meat-products;;;;tasteatlas_html
AUS;Austrália;Meat Product;Meat-products;;;;tasteatlas_html
CAN;Canadá;Meat Product;Meat-products;;;;tasteatlas_html
DEU;Alemanha;Meat Product;Meat-products;;;;tasteatlas_html
DNK;Dinamarca;Meat Product;Meat-products;;;;tasteatlas_html
ESP;Espanha;Meat Product;Meat-products;;;;tasteatlas_html
FRA;França;Meat Product;Meat-products;;;;tasteatlas_html
GBR;Reino Unido;Meat Product;Meat-products;;;;tasteatlas_html
GRC;Grécia;Meat Product;Meat-products;;;;tasteatlas_html
IRL;República da Irlanda;Meat Product;Meat-products;;;;tasteatlas_html
ITA;Itália;Meat Product;Meat-products;;;;tasteatlas_html
NOR;Noruega;Meat Product;Meat-products;;;;tasteatlas_html
NZL;Nova Zelândia;Meat Product;Meat-products;;;;tasteatlas_html
PRT;Portugal;Meat Product;Meat-products;;;;tasteatlas_html
ROU;Roménia;Meat Product;Meat-products;;;;tasteatlas_html
TUR;Turquia;Meat Product;Meat-products;;;;tasteatlas_html
USA;Estados Unidos;Meat Product;Meat-products;;;;tasteatlas_html
ZAF;África do Sul;Meat Product;Meat-products;;;;tasteatlas_html
USA;Estados Unidos;Meatloaf;meatloaf;;2;2;tasteatlas_html
TUN;Tunísia;Mechouia Salad;mechouia;;;;tasteatlas_html
CUB;Cuba;Medianoche;medianoche;;3;3;tasteatlas_html
RUS;Rússia;Medovik;medovik;;3;3;tasteatlas_html
IND;Índia;Medu vada;medu-vada;1;5;5;tasteatlas_html
LBN;Líbano;Meghli;meghli;;2;2;tasteatlas_html
GEO;Geórgia;Megruli khachapuri;mingrelian-khachapuri;;;;tasteatlas_html
ESP;Espanha;Mejillones en escabeche;mejillones-en-escabeche;;3;3;tasteatlas_html
BGR;Bulgária;Mekica;mekitsa;1;7;7;tasteatlas_html
MKD;Macedónia do Norte;Mekici;mekici;;;;tasteatlas_html
ZAF;África do Sul;Melktert;melktert;1;6;6;tasteatlas_html
CHN;China;Men bao yu;braised-abalone;;4;4;tasteatlas_html
TUR;Turquia;Menemen;menemen;;1;1;tasteatlas_html
ESP;Espanha;Menestra de verduras;menestra-de-verduras;;;;tasteatlas_html
TUR;Turquia;Mercimek çorbası;mercimek-corbas;;1;1;tasteatlas_html
ESP;Espanha;Merluza a la gallega;merluza-a-la-gallega;;;;tasteatlas_html
BGR;Bulgária;Meshana skara;meshana-skara;;2;2;tasteatlas_html
DEU;Alemanha;Mettwurst;mettwurst;;;;tasteatlas_html
TUR;Turquia;Midye dolma;midye-dolma;;1;1;tasteatlas_html
PRT;Portugal;Migas;migas;;;;tasteatlas_html
ARG;Argentina;Milanesa;milanesa;4;6;6;tasteatlas_html
ARG;Argentina;Milanesa a caballo;milanesa-a-caballo;;;;tasteatlas_html
ARG;Argentina;Milanesa napolitana;milanesa-napolitana;;4;4;tasteatlas_html
CAN;Canadá;Milk;Milk;;;;tasteatlas_html
ESP;Espanha;Milk;Milk;;;;tasteatlas_html
GBR;Reino Unido;Milk;Milk;;;;tasteatlas_html
KOR;Coreia do Sul;Milk;Milk;;;;tasteatlas_html
TWN;Taiwan;Milk;Milk;;;;tasteatlas_html
USA;Estados Unidos;Milk;Milk;;;;tasteatlas_html
GBR;Reino Unido;Milk Product;milk-products;;;;tasteatlas_html
FRA;França;Mille-feuille;mille-feuille;;2;2;tasteatlas_html
NZL;Nova Zelândia;Mince and Cheese Pie;mince-and-cheese-pie;;2;2;tasteatlas_html
ITA;Itália;Minestrone;minestrone;;2;2;tasteatlas_html
IND;Índia;Misal;misal;;1;1;tasteatlas_html
BGR;Bulgária;Mish-mash;mish-mash;;2;2;tasteatlas_html
JPN;Japão;Miso Soup;miso-soup;;1;1;tasteatlas_html
ROU;Roménia;Mititei;mititei;3;3;3;tasteatlas_html
GTM;Guatemala;Mixtas;mixtas;;1;1;tasteatlas_html
JPN;Japão;Mochi;mochi;;;;tasteatlas_html
BRA;Brasil;Mocotó;mocoto;1;15;15;tasteatlas_html
PRI;Porto Rico;Mofongo;mofongo;4;5;5;tasteatlas_html
MMR;Mianmar (Birmânia);Mohinga;mohinga;2;11;11;tasteatlas_html
KOR;Coreia do Sul;Moksal;moksal;;;;tasteatlas_html
SUR;Suriname;Moksi-alesi;moksi-alesi;;4;4;tasteatlas_html
MEX;México;Mole amarillo;mole-amarillo;;2;2;tasteatlas_html
MEX;México;Mole coloradito;mole-coloradito;;3;3;tasteatlas_html
MEX;México;Mole manchamantel;mole-manchamantel;;2;2;tasteatlas_html
MEX;México;Mole negro;mole-negro;;3;3;tasteatlas_html
MEX;México;Mole Poblano;mole-poblano;;4;4;tasteatlas_html
NPL;Nepal;Momo;momo-dumplings;1;10;10;tasteatlas_html
JPN;Japão;Momo yakitori;momo-yakitori;;1;1;tasteatlas_html
CAN;Canadá;Montreal smoked meat;montreal-smoked-meat;;;;tasteatlas_html
CAN;Canadá;Montreal-style bagel;montreal-style-bagel;2;6;6;tasteatlas_html
BRA;Brasil;Moqueca;moqueca;;;;tasteatlas_html
BRA;Brasil;Moqueca Baiana;moqueca-baiana;;;;tasteatlas_html
ESP;Espanha;Morcilla;morcilla;;;;tasteatlas_html
ESP;Espanha;Morcilla de Burgos;morcilla-de-burgos;;;;tasteatlas_html
GRC;Grécia;Moussaka;moussaka;;;;tasteatlas_html
FRA;França;Mousse;mousse;;3;3;tasteatlas_html
FRA;França;Mousse au chocolat;mousse-au-chocolat;;3;3;tasteatlas_html
GEO;Geórgia;Mtsvadi;mtsvadi;;;;tasteatlas_html
TUR;Turquia;Muhallebi;mehalabiya;1;16;16;tasteatlas_html
LBN;Líbano;Mujaddara;mujaddara;;1;1;tasteatlas_html
EGY;Egito;Mulukhiyah;mulukhiyah;1;4;4;tasteatlas_html
FIN;Finlândia;Munkki;munkki;;;;tasteatlas_html
PAK;Paquistão;Murgh karahi;chicken-karahi;1;9;9;tasteatlas_html
GBR;Reino Unido;Mushy Peas;mushy-peas;;1;1;tasteatlas_html
FIN;Finlândia;Mustamakkara;mustamakkara;;1;1;tasteatlas_html
NIC;Nicarágua;Nacatamal;nacatamal;;1;1;tasteatlas_html
PRK;Coreia do Norte;Naengmyeon;naengmyeon;;4;4;tasteatlas_html
IND;Índia;Nariyal chutney;coconut-chutney;;2;2;tasteatlas_html
IDN;Indonésia;Nasi campur;nasi-campur;;;;tasteatlas_html
IDN;Indonésia;Nasi goreng;nasi-goreng;;;;tasteatlas_html
IDN;Indonésia;Nasi kuning;nasi-kuning;;;;tasteatlas_html
IDN;Indonésia;Nasi tim ayam;nasi-tim-ayam;;;;tasteatlas_html
ESP;Espanha;Natillas;natillas;;2;2;tasteatlas_html
GRC;Grécia;Natural Gum/Resin;Natural-gums-and-resins;;;;tasteatlas_html
CMR;Camarões;Ndolé;ndole;;;;tasteatlas_html
GBR;Reino Unido;Neeps and Tatties;neeps-and-tatties;;;;tasteatlas_html
USA;Estados Unidos;New York-style cheesecake;new-york-style-cheesecake;;1;1;tasteatlas_html
NZL;Nova Zelândia;New Zealand Fish and Chips;new-zealand-fish-and-chips;;3;3;tasteatlas_html
SGP;Singapura;Ngoh hiang;lo-bah;;;;tasteatlas_html
JPN;Japão;Nigiri;nigiri;4;12;12;tasteatlas_html
PAK;Paquistão;Nihari;nihari;8;4;4;tasteatlas_html
JPN;Japão;Nimono;nimono;;;;tasteatlas_html
TWN;Taiwan;Niúròu miàn;beef-noodle-soup;;;;tasteatlas_html
CAN;Canadá;Non-alcoholic Beverage;Non-alcoholic-beverages;;;;tasteatlas_html
GBR;Reino Unido;Non-alcoholic Beverage;Non-alcoholic-beverages;;;;tasteatlas_html
IRL;República da Irlanda;Non-alcoholic Beverage;Non-alcoholic-beverages;;;;tasteatlas_html
CAN;Canadá;Non-alcoholic Cocktail;non-alcoholic-cocktails;;;;tasteatlas_html
TWN;Taiwan;Noodles;Noodles-shapes;;;;tasteatlas_html
USA;Estados Unidos;North Carolina-Style Barbecue;north-carolina-style-barbecue;2;5;5;tasteatlas_html
NOR;Noruega;Norwegian Reindeer Hot Dog;norwegian-reindeer-hot-dog;;;;tasteatlas_html
AUS;Austrália;Nut Butter;nut-butters;;;;tasteatlas_html
CAN;Canadá;Nut Butter;nut-butters;;;;tasteatlas_html
GBR;Reino Unido;Nut Butter;nut-butters;;;;tasteatlas_html
GRC;Grécia;Nut Butter;nut-butters;;;;tasteatlas_html
IRL;República da Irlanda;Nut Butter;nut-butters;;;;tasteatlas_html
USA;Estados Unidos;Nut Butter;nut-butters;;;;tasteatlas_html
GRD;Granada;Nutmeg ice cream;nutmeg-ice-cream;;1;1;tasteatlas_html
CAN;Canadá;Nuts/Seeds;Nuts-and-seeds;;;;tasteatlas_html
ESP;Espanha;Nuts/Seeds;Nuts-and-seeds;;;;tasteatlas_html
TUR;Turquia;Nuts/Seeds;Nuts-and-seeds;;;;tasteatlas_html
TWN;Taiwan;Nuts/Seeds;Nuts-and-seeds;;;;tasteatlas_html
KEN;Quénia;Nyama choma;nyama-choma;1;6;6;tasteatlas_html
COL;Colômbia;Obleas;oblea;;3;3;tasteatlas_html
DEU;Alemanha;Ofenschlupfer;ofenschlupfer;;1;1;tasteatlas_html
FRA;França;Offal Dish;Offal;;;;tasteatlas_html
GBR;Reino Unido;Offal Dish;Offal;;;;tasteatlas_html
USA;Estados Unidos;Offal Dish;Offal;;;;tasteatlas_html
CHN;China;Oil and Animal Fat;oil;;;;tasteatlas_html
GBR;Reino Unido;Oil and Animal Fat;oil;;;;tasteatlas_html
IRL;República da Irlanda;Oil and Animal Fat;oil;;;;tasteatlas_html
GRD;Granada;Oil down;oil-down;;3;3;tasteatlas_html
WSM;Samoa;Oka i'a;oka-ia;;3;3;tasteatlas_html
RUS;Rússia;Oladyi;oladyi;;2;2;tasteatlas_html
ABW;Aruba;Olive Oil;Olive-oil;;;;tasteatlas_html
ALB;Albânia;Olive Oil;Olive-oil;;;;tasteatlas_html
ARG;Argentina;Olive Oil;Olive-oil;;;;tasteatlas_html
AUS;Austrália;Olive Oil;Olive-oil;;;;tasteatlas_html
BIH;Bósnia e Herzegovina;Olive Oil;Olive-oil;;;;tasteatlas_html
BRA;Brasil;Olive Oil;Olive-oil;;;;tasteatlas_html
BWA;Botsuana;Olive Oil;Olive-oil;;;;tasteatlas_html
CAN;Canadá;Olive Oil;Olive-oil;;;;tasteatlas_html
CHL;Chile;Olive Oil;Olive-oil;;;;tasteatlas_html
CHN;China;Olive Oil;Olive-oil;;;;tasteatlas_html
CPV;Cabo Verde;Olive Oil;Olive-oil;;;;tasteatlas_html
CYP;Chipre;Olive Oil;Olive-oil;;;;tasteatlas_html
DEU;Alemanha;Olive Oil;Olive-oil;;;;tasteatlas_html
DZA;Argélia;Olive Oil;Olive-oil;;;;tasteatlas_html
ECU;Equador;Olive Oil;Olive-oil;;;;tasteatlas_html
EGY;Egito;Olive Oil;Olive-oil;;;;tasteatlas_html
ESP;Espanha;Olive Oil;Olive-oil;;;;tasteatlas_html
FRA;França;Olive Oil;Olive-oil;;;;tasteatlas_html
GBR;Reino Unido;Olive Oil;Olive-oil;;;;tasteatlas_html
GRC;Grécia;Olive Oil;Olive-oil;;;;tasteatlas_html
GTM;Guatemala;Olive Oil;Olive-oil;;;;tasteatlas_html
ISR;Israel;Olive Oil;Olive-oil;;;;tasteatlas_html
ITA;Itália;Olive Oil;Olive-oil;;;;tasteatlas_html
JOR;Jordânia;Olive Oil;Olive-oil;;;;tasteatlas_html
JPN;Japão;Olive Oil;Olive-oil;;;;tasteatlas_html
KEN;Quénia;Olive Oil;Olive-oil;;;;tasteatlas_html
LBN;Líbano;Olive Oil;Olive-oil;;;;tasteatlas_html
LBY;Líbia;Olive Oil;Olive-oil;;;;tasteatlas_html
MAR;Marrocos;Olive Oil;Olive-oil;;;;tasteatlas_html
MEX;México;Olive Oil;Olive-oil;;;;tasteatlas_html
MLT;Malta;Olive Oil;Olive-oil;;;;tasteatlas_html
NZL;Nova Zelândia;Olive Oil;Olive-oil;;;;tasteatlas_html
PER;Peru;Olive Oil;Olive-oil;;;;tasteatlas_html
PRT;Portugal;Olive Oil;Olive-oil;;;;tasteatlas_html
SAU;Arábia Saudita;Olive Oil;Olive-oil;;;;tasteatlas_html
SWE;Suécia;Olive Oil;Olive-oil;;;;tasteatlas_html
TUN;Tunísia;Olive Oil;Olive-oil;;;;tasteatlas_html
TUR;Turquia;Olive Oil;Olive-oil;;;;tasteatlas_html
URY;Uruguai;Olive Oil;Olive-oil;;;;tasteatlas_html
USA;Estados Unidos;Olive Oil;Olive-oil;;;;tasteatlas_html
VEN;Venezuela;Olive Oil;Olive-oil;;;;tasteatlas_html
ZAF;África do Sul;Olive Oil;Olive-oil;;;;tasteatlas_html
DEU;Alemanha;Olives;Olives;;;;tasteatlas_html
ESP;Espanha;Olives;Olives;;;;tasteatlas_html
GBR;Reino Unido;Olives;Olives;;;;tasteatlas_html
GRC;Grécia;Olives;Olives;;;;tasteatlas_html
IRL;República da Irlanda;Olives;Olives;;;;tasteatlas_html
MLT;Malta;Olives;Olives;;;;tasteatlas_html
RUS;Rússia;Olivier Salad;olivier-salad;;1;1;tasteatlas_html
OMN;Omã;Omani halwa;omani-halwa;;;;tasteatlas_html
JPN;Japão;Onigiri;onigiri;;;;tasteatlas_html
ITA;Itália;Orecchiette alla barese;orecchiette-alla-barese;;;;tasteatlas_html
JPN;Japão;Otoro nigiri sushi;otoro-nigiri-sushi;;1;1;tasteatlas_html
BGR;Bulgária;Ovcharska salata;ovcharska-salad;;;;tasteatlas_html
PRT;Portugal;Ovos moles de Aveiro;ovos-moles-de-aveiro;1;7;7;tasteatlas_html
JAM;Jamaica;Oxtail with Broad Beans;oxtail-with-broad-beans;;4;4;tasteatlas_html
JPN;Japão;Oyakodon;oyakodon;;;;tasteatlas_html
VEN;Venezuela;Pabellón criollo;pabellon-criollo;;2;2;tasteatlas_html
PER;Peru;Pachamanca;pachamanca;;;;tasteatlas_html
GTM;Guatemala;Paches;paches;;1;1;tasteatlas_html
ESP;Espanha;Paella;paella;6;9;9;tasteatlas_html
ESP;Espanha;Paella de mariscos;paella-de-mariscos;;2;2;tasteatlas_html
ESP;Espanha;Paella Valenciana;paella-valenciana;;2;2;tasteatlas_html
GRC;Grécia;Païdakia;paidakia;;;;tasteatlas_html
CHL;Chile;Paila marina;paila-marina;;1;1;tasteatlas_html
WSM;Samoa;Palusami;palusami;;2;2;tasteatlas_html
CHL;Chile;Pan amasado;pan-amasado;;1;1;tasteatlas_html
ABW;Aruba;Pan bati;pan-bati;1;6;6;tasteatlas_html
PER;Peru;Pan con chicharrón;pan-con-chicharron;1;12;12;tasteatlas_html
COL;Colômbia;Pan de bono;pan-de-bono;;1;1;tasteatlas_html
PRI;Porto Rico;Pan de Mallorca;pan-de-mallorca;;2;2;tasteatlas_html
CHL;Chile;Pan de Pascua;pan-de-pascua;;3;3;tasteatlas_html
COL;Colômbia;Pan de queso;pan-de-queso;;1;1;tasteatlas_html
MEX;México;Pan dulce;pan-dulce;;3;3;tasteatlas_html
GBR;Reino Unido;Pan haggerty;pan-haggerty;;2;2;tasteatlas_html
CAN;Canadá;Pancakes with maple syrup;pancakes-with-maple-syrup;2;7;7;tasteatlas_html
URY;Uruguai;Pancho;pancho;;2;2;tasteatlas_html
IND;Índia;Paneer tikka;paneer-tikka;;2;2;tasteatlas_html
ITA;Itália;Panna cotta;panna-cotta;;;;tasteatlas_html
GRC;Grécia;Pantzarosalata;pantzarosalata;;3;3;tasteatlas_html
MEX;México;Panucho;panucho;;1;1;tasteatlas_html
PRT;Portugal;Pão com chouriço;pao-com-chourico;;1;1;tasteatlas_html
BRA;Brasil;Pão de queijo;pao-de-queijo;2;5;5;tasteatlas_html
PER;Peru;Papa a la huancaína;papa-a-la-huancaina;;2;2;tasteatlas_html
PER;Peru;Papa rellena;papa-rellena;1;4;4;tasteatlas_html
MEX;México;Papadzules;papadzules;1;5;5;tasteatlas_html
ROU;Roménia;Papanași;papanasi;1;6;6;tasteatlas_html
PRT;Portugal;Papas de sarrabulho;papas-de-sarrabulho;;;;tasteatlas_html
ITA;Itália;Pappardelle al cinghiale;pappardelle-al-cinghiale;;;;tasteatlas_html
IND;Índia;Paratha;paratha;;;;tasteatlas_html
FRA;França;Parfait;parfait;;;;tasteatlas_html
PER;Peru;Parihuela;parihuela;1;5;5;tasteatlas_html
ARG;Argentina;Parrilla;parrilla;1;17;17;tasteatlas_html
DNK;Dinamarca;Påskelam;paskelam;;;;tasteatlas_html
ARG;Argentina;Pasta;pasta;;;;tasteatlas_html
CAN;Canadá;Pasta;pasta;;;;tasteatlas_html
COL;Colômbia;Pasta;pasta;;;;tasteatlas_html
DEU;Alemanha;Pasta;pasta;;;;tasteatlas_html
ESP;Espanha;Pasta;pasta;;;;tasteatlas_html
GRC;Grécia;Pasta;pasta;;;;tasteatlas_html
ITA;Itália;Pasta;pasta;;;;tasteatlas_html
MEX;México;Pasta;pasta;;;;tasteatlas_html
USA;Estados Unidos;Pasta;pasta;;;;tasteatlas_html
ARG;Argentina;Pasta Variety;pasta-varieties;;;;tasteatlas_html
CAN;Canadá;Pasta Variety;pasta-varieties;;;;tasteatlas_html
COL;Colômbia;Pasta Variety;pasta-varieties;;;;tasteatlas_html
DEU;Alemanha;Pasta Variety;pasta-varieties;;;;tasteatlas_html
ESP;Espanha;Pasta Variety;pasta-varieties;;;;tasteatlas_html
GRC;Grécia;Pasta Variety;pasta-varieties;;;;tasteatlas_html
ITA;Itália;Pasta Variety;pasta-varieties;;;;tasteatlas_html
MEX;México;Pasta Variety;pasta-varieties;;;;tasteatlas_html
USA;Estados Unidos;Pasta Variety;pasta-varieties;;;;tasteatlas_html
TWN;Taiwan;Pasta, Noodles and Dumplings;pasta-noodles-dumplings;;;;tasteatlas_html
GBR;Reino Unido;Paste;paste;;;;tasteatlas_html
GRC;Grécia;Paste;paste;;;;tasteatlas_html
KOR;Coreia do Sul;Paste;paste;;;;tasteatlas_html
SAU;Arábia Saudita;Paste;paste;;;;tasteatlas_html
TUR;Turquia;Paste;paste;;;;tasteatlas_html
ABW;Aruba;Pastechi;pastechi;1;6;6;tasteatlas_html
PRT;Portugal;Pastel de Belém;pastel-de-belem;1;72;72;tasteatlas_html
CHL;Chile;Pastel de choclo;pastel-de-choclo;;1;1;tasteatlas_html
CHL;Chile;Pastel de jaiba;pastel-de-jaiba;;2;2;tasteatlas_html
PRT;Portugal;Pastel de nata;pastel-de-nata;2;72;72;tasteatlas_html
PRI;Porto Rico;Pasteles;pasteles;;1;1;tasteatlas_html
PRI;Porto Rico;Pastelón;pastelon;;2;2;tasteatlas_html
