Iso3Start;Level;QID;Label;FormationYear;SourceFlag
CRI;0;Q800;Costa Rica;;seed
CRI;1;Q6037274;Nação Misquita;1687;seed_evidence
ISR;0;Q801;Israel;;seed
ISR;1;Q193714;Mandato Britânico da Palestina;1920;seed_evidence
PAN;0;Q804;Panamá;;seed
PAN;1;Q6037274;Nação Misquita;1687;seed_evidence
PAN;1;Q1061488;Estados Unidos da Colômbia;1863;seed_evidence
PAN;2;Q1141215;Confederação Granadina;1858;seed_evidence
YEM;0;Q805;Iémen;;seed
YEM;1;Q267584;República Árabe do Iémen;1962;seed_evidence
YEM;1;Q199841;Iémen do Sul;1967;seed_evidence
YEM;2;Q580188;Reino do Iêmen;1918;seed_evidence
YEM;2;Q834486;Federação da Arábia do Sul;1962;seed_evidence
YEM;2;Q1517772;Protectorate of South Arabia;1963;seed_evidence
JOR;0;Q810;Jordânia;;seed
JOR;1;Q193714;Mandato Britânico da Palestina;1920;seed_evidence
NIC;0;Q811;Nicarágua;;seed
NIC;1;Q68257039;State of Nicaragua;1824;seed_evidence
NIC;1;Q6037274;Nação Misquita;1687;seed_evidence
KGZ;0;Q813;Quirguistão;;seed
KGZ;1;Q15180;União Soviética;1922;seed_evidence
KGZ;2;Q2369784;Interwar Latvia;1918;seed_evidence
KGZ;2;Q2305208;Rússia bolchevique;1917;seed_evidence
KWT;0;Q817;Kuwait;;seed
KWT;1;Q868942;República do Kuwait;1990;seed_evidence
LAO;0;Q819;Laos;;seed
LBN;0;Q822;Líbano;;seed
MDV;0;Q826;Maldivas;;seed
MDV;1;Q150069;República Unida da Suvadiva;1959;seed_evidence
MDV;1;Q11344632;Sultanate of the Maldives;1153;seed_evidence
MDV;2;Q11344632;Sultanate of the Maldives;1153;seed_evidence
MYS;0;Q833;Malásia;;seed
MYS;1;Q16933920;North Borneo;1946;seed_evidence
MYS;1;Q5589708;Colônia de Sarawak;1946;seed_evidence
MYS;1;Q1479726;Federação da Malásia;1948;seed_evidence
MYS;2;Q1658411;Reino de Sarawak;1841;seed_evidence
MYS;2;Q976099;União Malaia;1946;seed_evidence
NPL;0;Q837;Nepal;;seed
NPL;1;Q1078602;Reino do Nepal;1768;seed_evidence
NPL;2;Q2366229;Malla;;seed_evidence
OMN;0;Q842;Omã;;seed
OMN;1;Q2342282;Oman proper;751;seed_evidence
SJM;0;Q842829;Svalbard e Jan Mayen;;seed
PAK;0;Q843;Paquistão;;seed
PAK;1;Q2006542;Domínio do Paquistão;1947;seed_evidence
PAK;2;Q28913445;Trankebar;1620;seed_evidence
PAK;2;Q1335260;Emirado do Afeganistão;1823;seed_evidence
PAK;2;Q6427080;Kolathunadu;-60;seed_evidence
PAK;2;Q2001966;Governo da Companhia Britânica das Índias Orientais na Índia;1757;seed_evidence
PAK;2;Q3249587;Khairpur State;1775;seed_evidence
PAK;2;Q372426;Nagar State;1400;seed_evidence
PAK;2;Q2841472;Amb State;1900;seed_evidence
PAK;2;Q14957246;Hunza State;1600;seed_evidence
PAK;2;Q3246260;Swat State;1849;seed_evidence
PAK;2;Q2989469;Makran;1701;seed_evidence
PAK;2;Q7260195;The Punial State;;seed_evidence
PAK;2;Q3246273;Phulra;1828;seed_evidence
PAK;2;Q28172756;Jandol State;1830;seed_evidence
PAK;2;Q1806438;Las Bela State;1742;seed_evidence
PAK;2;Q800236;Bahawalpur State;1690;seed_evidence
PAK;2;Q11317232;Chitral State;1571;seed_evidence
PAK;2;Q2989491;Kharan State;1697;seed_evidence
PAK;2;Q104152114;Q104152114;1640;seed_evidence
PAK;2;Q139948;Khanate of Kalat;1638;seed_evidence
PAK;2;Q3243592;Dir State;1900;seed_evidence
QAT;0;Q846;Catar;;seed
SAU;0;Q851;Arábia Saudita;;seed
SAU;1;Q1756546;Reino do Hejaz e Nejd;1926;seed_evidence
SAU;1;Q56885910;Emirate of Diriyah;1447;seed_evidence
SAU;2;Q956357;Reino do Hejaz;1916;seed_evidence
LKA;0;Q854;Sri Lanka;;seed
LKA;1;Q2670092;Domínio do Ceilão;1948;seed_evidence
LKA;2;Q918153;Ceilão britânico;1815;seed_evidence
SYR;0;Q858;Síria;;seed
SYR;1;Q131404661;Síria Baathista;1963;seed_evidence
SYR;2;Q146885;República Síria;1930;seed_evidence
TWN;0;Q865;Taiwan;;seed
TWN;1;Q13426199;República da China;1912;seed_evidence
TWN;1;Q8733;Dinastia Qing;1636;successor_resolved
TWN;1;Q137816;Taiwan sob domínio japonês;1895;seed_evidence
TWN;2;Q8733;Dinastia Qing;1636;successor_resolved
TWN;2;Q9903;Dinastia Ming;1368;seed_evidence
TWN;2;Q1062546;Dinastia Jin Posterior;1616;seed_evidence
TWN;2;Q1178974;Xi dynasty;1643;seed_evidence
TWN;2;Q1198163;Dinastia Ming do Sul;1644;seed_evidence
TWN;2;Q3486676;Reino Celestial Taiping;1851;seed_evidence
TWN;2;Q152855;Reino de Tungning;1661;seed_evidence
TWN;2;Q2370784;dinastia Shun;1644;seed_evidence
TWN;2;Q1923401;Canato de Zungar;1635;seed_evidence
TWN;2;Q391189;Taiwan under Qing dynasty rule;1683;seed_evidence
TWN;2;Q319881;República de Formosa;1895;seed_evidence
THA;0;Q869;Tailândia;;seed
THA;1;Q1155700;Reino Rattanakosin;1782;seed_evidence
THA;2;Q7416493;Kingdom of Reman;1810;seed_evidence
THA;2;Q1115291;Reino de Thonburi;1768;seed_evidence
THA;2;Q4202331;Kingdom of Chiangmai;1802;seed_evidence
TKM;0;Q874;Turquemenistão;;seed
TKM;1;Q15180;União Soviética;1922;seed_evidence
TKM;2;Q2369784;Interwar Latvia;1918;seed_evidence
TKM;2;Q2305208;Rússia bolchevique;1917;seed_evidence
ARE;0;Q878;Emirados Árabes Unidos;;seed
ARE;1;Q1852345;Estados da Trégua;1820;seed_evidence
VNM;0;Q881;Vietname;;seed
VNM;1;Q1072362;República do Vietname do Sul;1969;seed_evidence
VNM;1;Q172640;Vietname do Norte;1945;seed_evidence
VNM;1;Q430309;Đại Việt;1428;seed_evidence
VNM;2;Q180573;Vietname do Sul;1955;seed_evidence
VNM;2;Q701337;Império do Vietnã;1945;seed_evidence
VNM;2;Q185682;Indochina Francesa;1887;seed_evidence
VNM;2;Q10841085;Dai Co Viet;;seed_evidence
VNM;2;Q10841085;Dai Co Viet;;seed_evidence
KOR;0;Q884;Coreia do Sul;;seed
KOR;1;Q18097;Coreia;;seed_evidence
KOR;2;Q28179;Dinastia Joseon;1392;seed_evidence
AFG;0;Q889;Afeganistão;;seed
BGD;0;Q902;Bangladesh;;seed
MLI;0;Q912;Mali;;seed
MLI;1;Q216632;Federação do Mali;1959;seed_evidence
MLI;1;Q508014;Sudão Francês;1880;seed_evidence
MLI;1;Q210682;África Ocidental Francesa;1895;seed_evidence
MLI;2;Q3456487;Sudanese Republic;1958;seed_evidence
MLI;2;Q3090194;Khasso;1681;seed_evidence
MLI;2;Q797440;Alto Volta francês;1919;seed_evidence
MLI;2;Q568712;Império de Uassulu;1878;seed_evidence
MLI;2;Q536476;Império Tuculor;1836;seed_evidence
AGO;0;Q916;Angola;;seed
AGO;1;Q2208280;República Popular de Angola;1975;seed_evidence
BTN;0;Q917;Butão;;seed
BRN;0;Q921;Brunei;;seed
TZA;0;Q924;Tanzânia;;seed
TZA;1;Q157535;República Popular de Zanzibar e Pemba;1964;seed_evidence
TZA;1;Q431731;Tanganica;1961;seed_evidence
TZA;2;Q3574782;Zanzibar Protectorate;1890;seed_evidence
TZA;2;Q19929935;Commonwealth realm of Tanganyika;1961;seed_evidence
PHL;0;Q928;Filipinas;;seed
PHL;1;Q146328;Comunidade das Filipinas;1935;seed_evidence
CAF;0;Q929;República Centro-Africana;;seed
CAF;1;Q189988;Império Centro-Africano;1976;seed_evidence
TGO;0;Q945;Togo;;seed
TGO;1;Q797214;Togolândia francesa;1916;seed_evidence
TUN;0;Q948;Tunísia;;seed
TUN;1;Q4899891;Beylik of Tunis;1705;seed_evidence
TUN;1;Q2017684;Protetorado Francês da Tunísia;1881;seed_evidence
ZMB;0;Q953;Zâmbia;;seed
ZMB;1;Q953903;Rodésia do Norte;1924;seed_evidence
ZMB;2;Q96964585;Northern Rhodesia;;seed_evidence
ZMB;2;Q20312596;Barotziland-North-Western Rhodesia;1899;seed_evidence
ZWE;0;Q954;Zimbábue;;seed
ZWE;1;Q750583;Rodésia do Sul;1923;seed_evidence
ZWE;2;Q890120;Zimbabwe-Rodésia;1979;seed_evidence
SSD;0;Q958;Sudão do Sul;;seed
MEX;0;Q96;México;;seed
MEX;1;Q671658;República do Iucatã;1841;seed_evidence
MEX;1;Q2608489;Aztec Empire;1325;seed_evidence
MEX;1;Q170603;Vice-Reino da Nova Espanha;1521;seed_evidence
MEX;1;Q285658;Primeiro Império Mexicano;1822;seed_evidence
MEX;1;Q5788450;Restored Republic;1867;seed_evidence
MEX;2;Q5062192;República Centralista (México);1835;seed_evidence
MEX;2;Q796651;Azcapotzalco;995;seed_evidence
MEX;2;Q20978063;Kingdom of New Spain;1521;seed_evidence
MEX;2;Q170603;Vice-Reino da Nova Espanha;1521;seed_evidence
MEX;2;Q371334;Segundo Império Mexicano;1864;seed_evidence
BEN;0;Q962;Benim;;seed
BEN;1;Q210682;África Ocidental Francesa;1895;seed_evidence
BEN;2;Q536476;Império Tuculor;1836;seed_evidence
BWA;0;Q963;Botsuana;;seed
BWA;1;Q747314;Protetorado de Bechuanalândia;1885;seed_evidence
FLK;0;Q9648;Ilhas Malvinas;;seed
BFA;0;Q965;Burquina Fasso;;seed
BFA;1;Q58053082;Emirate of Liptako;1809;seed_evidence
BFA;1;Q797422;Alto Volta;1958;seed_evidence
BFA;1;Q210682;África Ocidental Francesa;1895;seed_evidence
BFA;2;Q797440;Alto Volta francês;1919;seed_evidence
BFA;2;Q536476;Império Tuculor;1836;seed_evidence
BDI;0;Q967;Burundi;;seed
BDI;1;Q1192936;Reino de Burundi;1680;seed_evidence
IMN;0;Q9676;Ilha de Man;;seed
COM;0;Q970;Comores;;seed
COM;1;Q16674377;Federal Islamic Republic of the Comoros;1978;seed_evidence
COM;1;Q5501842;French Madagascar;1897;seed_evidence
COM;2;Q16685842;State of the Comoros;1975;seed_evidence
COM;2;Q1071439;Reino de Madagascar;1540;seed_evidence
COM;2;Q16540904;Colony of Mayotte and Dependencies;1886;seed_evidence
COM;2;Q25424205;Sultanate of Mohéli;1830;seed_evidence
COG;0;Q971;República do Congo;;seed
COG;1;Q1152126;República Popular do Congo;1969;seed_evidence
DJI;0;Q977;Djibouti;;seed
DJI;1;Q1450765;Território Francês dos Afars e Issas;1967;seed_evidence
DJI;2;Q333126;Somalilândia Francesa;1896;seed_evidence
GNQ;0;Q983;Guiné Equatorial;;seed
GNQ;1;Q1232509;Guiné Espanhola;1926;seed_evidence
ERI;0;Q986;Eritreia;;seed
