conflict,conflictLabel,participant,participantLabel
http://www.wikidata.org/entity/Q1886703,Batalha de Sulci,http://www.wikidata.org/entity/Q857110,Caio Sulpício Patérculo
http://www.wikidata.org/entity/Q1814482,Batalha de Elba,http://www.wikidata.org/entity/Q330362,Comunidade da Inglaterra
http://www.wikidata.org/entity/Q1814494,Batalha de Kentish Knock,http://www.wikidata.org/entity/Q330362,Comunidade da Inglaterra
http://www.wikidata.org/entity/Q1814863,Batalha de Stromboli,http://www.wikidata.org/entity/Q329966,Abraham Duquesne
http://www.wikidata.org/entity/Q1795012,Battle of Getaria,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q1780316,Action of 24 April 1715,http://www.wikidata.org/entity/Q35,Dinamarca
http://www.wikidata.org/entity/Q1780316,Action of 24 April 1715,http://www.wikidata.org/entity/Q34,Suécia
http://www.wikidata.org/entity/Q1814248,Battle of Haarlemmermeer,http://www.wikidata.org/entity/Q699636,Mendigos do mar
http://www.wikidata.org/entity/Q1892581,Battle of Cumae,http://www.wikidata.org/entity/Q17161,Etruscos
http://www.wikidata.org/entity/Q1620408,Batalha de Chesma,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q1453186,Action of 30 September 1681,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q1860316,Battle of Dogger Bank,http://www.wikidata.org/entity/Q161885,Reino da Grã-Bretanha
http://www.wikidata.org/entity/Q1497956,Battle of Tres Forcas,http://www.wikidata.org/entity/Q27306,Reino da Prússia
http://www.wikidata.org/entity/Q1860316,Battle of Dogger Bank,http://www.wikidata.org/entity/Q170072,República das Sete Províncias Unidas dos Países Baixos
http://www.wikidata.org/entity/Q1628477,Batalha de Diu,http://www.wikidata.org/entity/Q130261957,Kingdom of Calicut
http://www.wikidata.org/entity/Q1278576,Batalha dos Mastros,http://www.wikidata.org/entity/Q12544,Império Bizantino
http://www.wikidata.org/entity/Q1419459,Batalha de Chesapeake,http://www.wikidata.org/entity/Q142,França
http://www.wikidata.org/entity/Q1453186,Action of 30 September 1681,http://www.wikidata.org/entity/Q157367,Brandemburgo-Prússia
http://www.wikidata.org/entity/Q1814248,Battle of Haarlemmermeer,http://www.wikidata.org/entity/Q29,Espanha
http://www.wikidata.org/entity/Q1576717,Batalha de Dungeness,http://www.wikidata.org/entity/Q170072,República das Sete Províncias Unidas dos Países Baixos
http://www.wikidata.org/entity/Q1766951,Battle of Syme,http://www.wikidata.org/entity/Q5690,Esparta
http://www.wikidata.org/entity/Q1387983,First Battle of Memphis,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q1325495,Battle of Santa Cruz de Tenerife,http://www.wikidata.org/entity/Q330362,Comunidade da Inglaterra
http://www.wikidata.org/entity/Q1576717,Batalha de Dungeness,http://www.wikidata.org/entity/Q330362,Comunidade da Inglaterra
http://www.wikidata.org/entity/Q1343040,Primeira Batalha de Ouessant,http://www.wikidata.org/entity/Q161885,Reino da Grã-Bretanha
http://www.wikidata.org/entity/Q1628477,Batalha de Diu,http://www.wikidata.org/entity/Q282428,Sultanato Mameluco do Cairo
http://www.wikidata.org/entity/Q1738188,Battle of Abydos,http://www.wikidata.org/entity/Q5690,Esparta
http://www.wikidata.org/entity/Q1795012,Battle of Getaria,http://www.wikidata.org/entity/Q70972,Reino da França
http://www.wikidata.org/entity/Q1444121,Action of 21 July 1781,http://www.wikidata.org/entity/Q161885,Reino da Grã-Bretanha
http://www.wikidata.org/entity/Q1628477,Batalha de Diu,http://www.wikidata.org/entity/Q507796,Sultanato de Guzarate
http://www.wikidata.org/entity/Q1808375,Batalha de Solebay,http://www.wikidata.org/entity/Q170072,República das Sete Províncias Unidas dos Países Baixos
http://www.wikidata.org/entity/Q1808375,Batalha de Solebay,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q1649183,Battle of Cuddalore,http://www.wikidata.org/entity/Q161885,Reino da Grã-Bretanha
http://www.wikidata.org/entity/Q1568932,Batalha de Lowestoft,http://www.wikidata.org/entity/Q170072,República das Sete Províncias Unidas dos Países Baixos
http://www.wikidata.org/entity/Q1568932,Batalha de Lowestoft,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q1343040,Primeira Batalha de Ouessant,http://www.wikidata.org/entity/Q70972,Reino da França
http://www.wikidata.org/entity/Q1844815,Batalha de Dynekilen,http://www.wikidata.org/entity/Q34,Suécia
http://www.wikidata.org/entity/Q1325495,Battle of Santa Cruz de Tenerife,http://www.wikidata.org/entity/Q29,Espanha
http://www.wikidata.org/entity/Q1566468,Battle of Cartagena,http://www.wikidata.org/entity/Q42834,Império Romano do Ocidente
http://www.wikidata.org/entity/Q1892581,Battle of Cumae,http://www.wikidata.org/entity/Q243456,Cumas
http://www.wikidata.org/entity/Q1267571,Batalha de Hjörungavágr,http://www.wikidata.org/entity/Q20,Noruega
http://www.wikidata.org/entity/Q1497956,Battle of Tres Forcas,http://www.wikidata.org/entity/Q12183875,Sharifian Empire
http://www.wikidata.org/entity/Q1628477,Batalha de Diu,http://www.wikidata.org/entity/Q45,Portugal
http://www.wikidata.org/entity/Q617782,Quarta Guerra Anglo-Mysore,http://www.wikidata.org/entity/Q3277580,Carnatic state
http://www.wikidata.org/entity/Q558423,Polish–Teutonic War of 1519–21,http://www.wikidata.org/entity/Q48189,Ordem Teutónica
http://www.wikidata.org/entity/Q957532,Third Carlist War,http://www.wikidata.org/entity/Q497777,Primeira República Espanhola
http://www.wikidata.org/entity/Q957532,Third Carlist War,http://www.wikidata.org/entity/Q3816138,Revolução de Cádiz
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q26385,Vermandois
http://www.wikidata.org/entity/Q583223,Polish–Teutonic War of 1327–1332,http://www.wikidata.org/entity/Q42585,Reino da Boémia
http://www.wikidata.org/entity/Q2350166,Guerra de Canudos,http://www.wikidata.org/entity/Q611890,Antônio Conselheiro
http://www.wikidata.org/entity/Q4126363,Rebellion of Ōshio Heihachirō,http://www.wikidata.org/entity/Q1056715,Ōshio Heihachirō
http://www.wikidata.org/entity/Q583223,Polish–Teutonic War of 1327–1332,http://www.wikidata.org/entity/Q48189,Ordem Teutónica
http://www.wikidata.org/entity/Q583223,Polish–Teutonic War of 1327–1332,http://www.wikidata.org/entity/Q49683,Grão-Ducado da Lituânia
http://www.wikidata.org/entity/Q957532,Third Carlist War,http://www.wikidata.org/entity/Q679189,Carlismo
http://www.wikidata.org/entity/Q1352215,Guerra Polaco-Russa de 1792,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q1382989,Rogue River Wars,http://www.wikidata.org/entity/Q27230043,Rogue River Indians
http://www.wikidata.org/entity/Q4197178,Irish Rebellion of 1803,http://www.wikidata.org/entity/Q174193,Reino Unido da Grã-Bretanha e Irlanda
http://www.wikidata.org/entity/Q617782,Quarta Guerra Anglo-Mysore,http://www.wikidata.org/entity/Q83164,Companhia Britânica das Índias Orientais
http://www.wikidata.org/entity/Q1209946,Terceira Guerra Anglo-Birmanesa,http://www.wikidata.org/entity/Q8680,Império Britânico
http://www.wikidata.org/entity/Q847851,Cruzada Norueguesa,http://www.wikidata.org/entity/Q313005,Sigurd I da Noruega
http://www.wikidata.org/entity/Q605977,Quarta Coligação,http://www.wikidata.org/entity/Q151087,Jerónimo Bonaparte
http://www.wikidata.org/entity/Q333023,Captura Teutônica de Danzig,http://www.wikidata.org/entity/Q148499,Margraviado de Brandeburgo
http://www.wikidata.org/entity/Q1520241,Yamasee War,http://www.wikidata.org/entity/Q7420117,Santee tribe
http://www.wikidata.org/entity/Q333023,Captura Teutônica de Danzig,http://www.wikidata.org/entity/Q201615,Dinastia Piast
http://www.wikidata.org/entity/Q1520241,Yamasee War,http://www.wikidata.org/entity/Q968360,Waxhaw tribe
http://www.wikidata.org/entity/Q568387,Peasants' War,http://www.wikidata.org/entity/Q58296,Primeira República Francesa
http://www.wikidata.org/entity/Q4197178,Irish Rebellion of 1803,http://www.wikidata.org/entity/Q535030,Sociedade dos Irlandeses Unidos
http://www.wikidata.org/entity/Q1209946,Terceira Guerra Anglo-Birmanesa,http://www.wikidata.org/entity/Q1062422,Dinastia Konbaung
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q41600,Aleixo I Comneno
http://www.wikidata.org/entity/Q1372308,Guerra Jōkyū,http://www.wikidata.org/entity/Q316658,Imperador Go-Toba
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q49967,Ademar de Monteil
http://www.wikidata.org/entity/Q683635,Cruzada Vêndica,http://www.wikidata.org/entity/Q158281,Vendos
http://www.wikidata.org/entity/Q418151,Segunda Guerra do Ópio,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q51717,Balduíno I de Jerusalém
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q51720,Tancredo da Galileia
http://www.wikidata.org/entity/Q1672808,Guerras confederadas irlandesas,http://www.wikidata.org/entity/Q1130553,cabeças Redondas
http://www.wikidata.org/entity/Q604204,Guerra Anglo-Espanhola,http://www.wikidata.org/entity/Q161885,Reino da Grã-Bretanha
http://www.wikidata.org/entity/Q1352215,Guerra Polaco-Russa de 1792,http://www.wikidata.org/entity/Q911889,Confederação Targowica
http://www.wikidata.org/entity/Q601811,Guerra da Confederação,http://www.wikidata.org/entity/Q654766,Estado Norte-Peruano
http://www.wikidata.org/entity/Q2105495,Crise de 1383–1385 em Portugal,http://www.wikidata.org/entity/Q217196,Coroa de Castela
http://www.wikidata.org/entity/Q1672808,Guerras confederadas irlandesas,http://www.wikidata.org/entity/Q1407718,Irlanda Confederada
http://www.wikidata.org/entity/Q431806,Guerra de Arauco,http://www.wikidata.org/entity/Q178484,Mapuches
http://www.wikidata.org/entity/Q1676845,Guerra dos Bôeres,http://www.wikidata.org/entity/Q8680,Império Britânico
http://www.wikidata.org/entity/Q1382989,Rogue River Wars,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q601811,Guerra da Confederação,http://www.wikidata.org/entity/Q832554,Confederação Argentina
http://www.wikidata.org/entity/Q1021160,Guerra civil dos Armagnacs e Borguinhões,http://www.wikidata.org/entity/Q301905,Armagnacs
http://www.wikidata.org/entity/Q604204,Guerra Anglo-Espanhola,http://www.wikidata.org/entity/Q3399982,Reino de Espanha
http://www.wikidata.org/entity/Q583223,Polish–Teutonic War of 1327–1332,http://www.wikidata.org/entity/Q171150,Reino da Hungria
http://www.wikidata.org/entity/Q601811,Guerra da Confederação,http://www.wikidata.org/entity/Q899706,Confederação Peru-Boliviana
http://www.wikidata.org/entity/Q1672808,Guerras confederadas irlandesas,http://www.wikidata.org/entity/Q2284765,cavaliers
http://www.wikidata.org/entity/Q583223,Polish–Teutonic War of 1327–1332,http://www.wikidata.org/entity/Q1708400,Duchy of Płock
http://www.wikidata.org/entity/Q418151,Segunda Guerra do Ópio,http://www.wikidata.org/entity/Q8733,Dinastia Qing
http://www.wikidata.org/entity/Q617782,Quarta Guerra Anglo-Mysore,http://www.wikidata.org/entity/Q33296,Império Mogol
http://www.wikidata.org/entity/Q558423,Polish–Teutonic War of 1519–21,http://www.wikidata.org/entity/Q14635000,History of Poland during the Jagiellonian dynasty
http://www.wikidata.org/entity/Q1140134,Invasion of Ryukyu,http://www.wikidata.org/entity/Q676187,Domínio de Satsuma
http://www.wikidata.org/entity/Q1352215,Guerra Polaco-Russa de 1792,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q638587,Guerra Russo-Turca,http://www.wikidata.org/entity/Q153136,Monarquia de Habsburgo
http://www.wikidata.org/entity/Q601811,Guerra da Confederação,http://www.wikidata.org/entity/Q298,Chile
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q1078062,Principality of Taranto
http://www.wikidata.org/entity/Q1520241,Yamasee War,http://www.wikidata.org/entity/Q55290,Catawbas
http://www.wikidata.org/entity/Q431806,Guerra de Arauco,http://www.wikidata.org/entity/Q80702,Império Espanhol
http://www.wikidata.org/entity/Q583223,Polish–Teutonic War of 1327–1332,http://www.wikidata.org/entity/Q561204,Duchy of Jawor
http://www.wikidata.org/entity/Q583223,Polish–Teutonic War of 1327–1332,http://www.wikidata.org/entity/Q643843,Mazóvia
http://www.wikidata.org/entity/Q1049945,Levantes jacobitas,http://www.wikidata.org/entity/Q161885,Reino da Grã-Bretanha
http://www.wikidata.org/entity/Q1021160,Guerra civil dos Armagnacs e Borguinhões,http://www.wikidata.org/entity/Q970470,Borguinhões
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q1334322,Condado de Toulouse
http://www.wikidata.org/entity/Q1049945,Levantes jacobitas,http://www.wikidata.org/entity/Q212983,jacobitismo
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q1431527,Condado de Bolonha
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q157070,Condado da Flandres
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q160307,Califado Fatímida
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q174306,República de Gênova
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q1776320,Guilherme Embriaco
http://www.wikidata.org/entity/Q957532,Third Carlist War,http://www.wikidata.org/entity/Q117814596,Carlist army
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q1917014,County of Sicily
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q220806,Boemundo I de Antioquia
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q220994,"Roberto II, Duque da Normandia"
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q2055803,Manuel Butumita
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q261366,Ducaque
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q2299869,Constantino I da Arménia
http://www.wikidata.org/entity/Q418151,Segunda Guerra do Ópio,http://www.wikidata.org/entity/Q174193,Reino Unido da Grã-Bretanha e Irlanda
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q289677,Tatikios
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q2604029,Ifeticar Adaulá
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q299612,Raimundo IV de Toulouse
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q316006,"Estêvão II, Conde de Blois"
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q328755,Hugo I de Vermandois
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q333306,Roberto II da Flandres
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q335088,Reino Arménio da Cilícia
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q345544,Kilij Arslan I
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q354338,"Eustácio III, Conde de Bolonha"
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q365543,Kerbogha
http://www.wikidata.org/entity/Q605977,Quarta Coligação,http://www.wikidata.org/entity/Q37134,Frederico Guilherme III da Prússia
http://www.wikidata.org/entity/Q583223,Polish–Teutonic War of 1327–1332,http://www.wikidata.org/entity/Q9391434,United Kingdom of Poland
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q3708094,Império Seljúcida
http://www.wikidata.org/entity/Q568387,Peasants' War,http://www.wikidata.org/entity/Q6581823,Países Baixos do Sul
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q551601,Al-Afdal Shahanshah
http://www.wikidata.org/entity/Q1520241,Yamasee War,http://www.wikidata.org/entity/Q105405,cherokee
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q4437641,Banu Abas
http://www.wikidata.org/entity/Q1676845,Guerra dos Bôeres,http://www.wikidata.org/entity/Q550374,República Sul-Africana
http://www.wikidata.org/entity/Q1520241,Yamasee War,http://www.wikidata.org/entity/Q1044394,Província da Carolina
http://www.wikidata.org/entity/Q333023,Captura Teutônica de Danzig,http://www.wikidata.org/entity/Q48189,Ordem Teutónica
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q660393,Baixa Lorena
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q71747,Ducado da Bretanha
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q714771,Danishmend Gazi
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q76721,Godofredo de Bulhão
http://www.wikidata.org/entity/Q617782,Quarta Guerra Anglo-Mysore,http://www.wikidata.org/entity/Q1240096,Estado de Hiderabade
http://www.wikidata.org/entity/Q605977,Quarta Coligação,http://www.wikidata.org/entity/Q7729,Luís I da Holanda
http://www.wikidata.org/entity/Q51649,Primeira Cruzada,http://www.wikidata.org/entity/Q804519,Condado de Blois
http://www.wikidata.org/entity/Q1140134,Invasion of Ryukyu,http://www.wikidata.org/entity/Q28025,Reino de Ryukyu
http://www.wikidata.org/entity/Q617782,Quarta Guerra Anglo-Mysore,http://www.wikidata.org/entity/Q150058,Travancore
