conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window;mapped_country_qid;mapped_iso3
Q124153606;Roman civil war of 456;Q42834;Império Romano do Ocidente;0456-01-01T00:00:00Z;Q350604;all
Q1243260;Batalha de Golpejera;Q175276;Reino de Leão;1072-01-18T00:00:00Z;Q350604;all
Q124255676;Byzantine expedition to Calabria;Q146246;Reino Franco;0780-01-01T00:00:00Z;Q350604;all
Q12440974;Battle of Basantar;Q668;Índia;1971-12-04T00:00:00Z;Q350604;all
Q124357932;Norman expedition to Tripoli;Q188586;Reino da Sicília;1143-01-01T00:00:00Z;Q350604;all
Q124156564;Battle of Dadu & Longjing;Q45463595;Zhou Maoqi;1863-01-01T00:00:00Z;Q350604;all
Q124345083;Moldavian–Polish War;Q1649871;Reino da Polónia;1530-01-01T00:00:00Z;Q350604;all
Q1243260;Batalha de Golpejera;Q179293;Reino de Castela;1072-01-18T00:00:00Z;Q350604;all
Q1245157;Batalha de Loos;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1915-10-08T00:00:00Z;Q350604;all
Q124344830;Action of 11 September 1778;Q70972;Reino da França;1778-09-11T00:00:00Z;Q350604;all
Q12440974;Battle of Basantar;Q12422583;Khem Karan Singh;1971-12-04T00:00:00Z;Q350604;all
Q124255676;Byzantine expedition to Calabria;Q2829270;Ducado de Spoleto;0780-01-01T00:00:00Z;Q350604;all
Q124118369;Siege of Rumkale;Q335088;Reino Arménio da Cilícia;1292-01-01T00:00:00Z;Q350604;all
Q12411113;Battle of Salamis of Cyprus;Q245794;Cipriotas gregos;-0496-01-01T00:00:00Z;Q350604;all
Q124316258;Ashanti Expedition;Q21390656;Henry Alfred Cummins;1895-01-01T00:00:00Z;Q350604;all
Q124260231;Fall of Sis;Q282428;Sultanato Mameluco do Cairo;1375-01-01T00:00:00Z;Q350604;all
Q124250126;Battle of Danki;Q1052040;Cayor;1549-01-01T00:00:00Z;Q350604;all
Q124304483;Siege of Naqada;Q959859;Naqada;-3239-01-01T00:00:00Z;Q350604;all
Q124312242;Capture of Vitebsk;Q3085675;François René Cailloux;1812-11-07T00:00:00Z;Q350604;all
Q12411119;Battle of Corcyra;Q3693378;Corcyra;-0426-01-01T00:00:00Z;Q350604;all
Q124296290;Battle Of Mawiyya;Q12560;Império Otomano;1817-01-01T00:00:00Z;Q350604;all
Q124255676;Byzantine expedition to Calabria;Q267816;Ducado de Benevento;0780-01-01T00:00:00Z;Q350604;all
Q12440974;Battle of Basantar;Q843;Paquistão;1971-12-04T00:00:00Z;Q350604;all
Q124250126;Battle of Danki;Q760893;Império Uolofe;1549-01-01T00:00:00Z;Q350604;all
Q124202132;Battle Of Djidioua;Q3045696;Argélia otomana;1694-01-01T00:00:00Z;Q350604;all
Q124381810;Iranian bombings in Iraqi Kurdistan in 2022;Q205047;Curdistão iraquiano;2022-11-14T00:00:00Z;Q350604;all
Q124258866;Siege of Kursk;Q172107;República das Duas Nações;1612-01-01T00:00:00Z;Q350604;all
Q124381810;Iranian bombings in Iraqi Kurdistan in 2022;Q794;Irão;2022-11-14T00:00:00Z;Q350604;all
Q124314390;Battle of Monte Settepani;Q2577303;Reino da Sardenha;1795-06-24T00:00:00Z;Q350604;all
Q124202132;Battle Of Djidioua;Q12183875;Sharifian Empire;1694-01-01T00:00:00Z;Q350604;all
Q124156564;Battle of Dadu & Longjing;Q112966830;Q112966830;1863-01-01T00:00:00Z;Q350604;all
Q12411113;Battle of Salamis of Cyprus;Q465331;jónios;-0496-01-01T00:00:00Z;Q350604;all
Q124364378;Battle of Montichiari;Q4948;República de Veneza;1420-10-17T00:00:00Z;Q350604;all
Q124339025;Conflitos Luso-Bijapures;Q200464;Império Português;1506-03-11T00:00:00Z;Q350604;all
Q124255535;Honduran-Salvadoran War of 1871;Q783;Honduras;1871-03-16T00:00:00Z;Q350604;all
Q124378077;Battle of Mrzygłody and Gruszka;Q737212;Exército Insurreto Ucraniano;1945-03-02T00:00:00Z;Q350604;all
Q124154559;Roman civil war of 432;Q42834;Império Romano do Ocidente;0432-01-01T00:00:00Z;Q350604;all
Q124381810;Iranian bombings in Iraqi Kurdistan in 2022;Q271110;Exército dos Guardiães da Revolução Islâmica;2022-11-14T00:00:00Z;Q350604;all
Q124077416;2 January 2024 Russian strikes on Ukraine;Q193159;Forças Armadas da Rússia;2024-01-02T00:00:00Z;Q350604;all
Q124378077;Battle of Mrzygłody and Gruszka;Q211274;República Popular da Polônia;1945-03-02T00:00:00Z;Q350604;all
Q124381810;Iranian bombings in Iraqi Kurdistan in 2022;Q2975893;Partido Comunista do Irã;2022-11-14T00:00:00Z;Q350604;all
Q124249264;Battle of the citadel of Vicenza;Q12548;Sacro Império Romano-Germânico;1509-12-06T00:00:00Z;Q350604;all
Q124312242;Capture of Vitebsk;Q4133885;Vasilij Ivanovič Garpe;1812-11-07T00:00:00Z;Q350604;all
Q124364378;Battle of Montichiari;Q6221;Bréscia;1420-10-17T00:00:00Z;Q350604;all
Q124314390;Battle of Monte Settepani;Q153136;Monarquia de Habsburgo;1795-06-24T00:00:00Z;Q350604;all
Q124254493;Ataques aéreos no Iêmen de 2024;Q801;Israel;2024-01-12T00:00:00Z;Q350604;all
Q12440974;Battle of Basantar;Q4665261;Abdul-Ali Malik;1971-12-04T00:00:00Z;Q350604;all
Q124330268;The Asa-Baasha War;Q48685;Reino de Judá;;Q350604;all
Q124221908;Battle of Amakseong;Q28428;Baekje;0602-08-01T00:00:00Z;Q350604;all
Q124077509;Battle of Kosmach;Q737212;Exército Insurreto Ucraniano;1945-01-30T00:00:00Z;Q350604;all
Q12409218;War of Attrition in the Bashan Salient;Q858;Síria;1974-03-01T00:00:00Z;Q350604;all
Q124339025;Conflitos Luso-Bijapures;Q83821;Sultanato de Bijapur;1506-03-11T00:00:00Z;Q350604;all
Q124353303;Ardashir I's Kerman campaign;Q83891;Império Sassânida;0300-01-01T00:00:00Z;Q350604;all
Q124357932;Norman expedition to Tripoli;Q3827580;Banu Khazrun;1143-01-01T00:00:00Z;Q350604;all
Q124254493;Ataques aéreos no Iêmen de 2024;Q30;Estados Unidos;2024-01-12T00:00:00Z;Q350604;all
Q124118369;Siege of Rumkale;Q282428;Sultanato Mameluco do Cairo;1292-01-01T00:00:00Z;Q350604;all
Q124344830;Action of 11 September 1778;Q161885;Reino da Grã-Bretanha;1778-09-11T00:00:00Z;Q350604;all
Q12411115;Battle of Seraphum;Q58967;Forças de Defesa de Israel;1973-10-17T00:00:00Z;Q350604;all
Q124156564;Battle of Dadu & Longjing;Q7224992;Lîm Tsiam-muî;1863-01-01T00:00:00Z;Q350604;all
Q124353572;Ardashir I's Southern Iran campaigns;Q83891;Império Sassânida;0300-01-01T00:00:00Z;Q350604;all
Q124220901;First Battle of Yedaya;Q207521;Império Etíope;1422-01-01T00:00:00Z;Q350604;all
Q124344700;Ifrenid Expedition to Tamesna;Q672740;Banu Ifran;1029-01-01T00:00:00Z;Q350604;all
Q124201592;Battle of Cairo;Q282428;Sultanato Mameluco do Cairo;1367-01-01T00:00:00Z;Q350604;all
Q124258866;Siege of Kursk;Q186096;Czarado da Rússia;1612-01-01T00:00:00Z;Q350604;all
Q124156564;Battle of Dadu & Longjing;Q7264790;Ding Yuejian;1863-01-01T00:00:00Z;Q350604;all
Q124214238;Q124214238;Q28428;Baekje;0246-01-01T00:00:00Z;Q350604;all
Q124220901;First Battle of Yedaya;Q2365048;Sultanato de Adal;1422-01-01T00:00:00Z;Q350604;all
Q124255676;Byzantine expedition to Calabria;Q12544;Império Bizantino;0780-01-01T00:00:00Z;Q350604;all
Q124378077;Battle of Mrzygłody and Gruszka;Q15180;União Soviética;1945-03-02T00:00:00Z;Q350604;all
Q12440974;Battle of Basantar;Q4802144;Arun Shridhar Vaidya;1971-12-04T00:00:00Z;Q350604;all
Q124296290;Battle Of Mawiyya;Q146871;Primeiro Estado Saudita;1817-01-01T00:00:00Z;Q350604;all
Q124156564;Battle of Dadu & Longjing;Q24832050;Q24832050;1863-01-01T00:00:00Z;Q350604;all
Q124249264;Battle of the citadel of Vicenza;Q4948;República de Veneza;1509-12-06T00:00:00Z;Q350604;all
Q124260229;Zayyanid Capture of Sijilmasa;Q582861;Império Merínida;1264-01-01T00:00:00Z;Q350604;all
Q124625188;Capture of Roermond;Q766543;Monarquia Hispânica;1637-08-31T00:00:00Z;Q350604;all
Q124618149;Battle of Soriano;Q327202;Casa de Colonna;1497-02-02T00:00:00Z;Q350604;all
Q124693408;Attack on Paris;Q70972;Reino da França;1589-11-01T00:00:00Z;Q350604;all
Q1248605;Batalha de Beachy Head (1690);Q170072;República das Sete Províncias Unidas dos Países Baixos;1690-07-10T00:00:00Z;Q350604;all
Q1247957;Batalha de Trois-Rivières;Q179997;Treze Colônias;1776-06-08T00:00:00Z;Q350604;all
Q124693349;Hungarian–Ottoman War;Q2980623;Reino da Bósnia;1415-01-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q5690;Esparta;-0355-01-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q166919;Tessália;-0355-01-01T00:00:00Z;Q350604;all
Q124703857;First Milano–Florentine War;Q736727;República de Siena;1390-01-01T00:00:00Z;Q350604;all
Q1249250;First Sacred War;Q3561801;Delphic amphictyony;-0594-01-01T00:00:00Z;Q350604;all
Q124661429;Siege of Tripoli;Q940123;Reino Rustamida;0812-07-01T00:00:00Z;Q350604;all
Q124638953;Aras War;Q2468597;Turkish Republic of Aras;1919-05-01T00:00:00Z;Q350604;all
Q124707304;Hungarian–Ottoman War;Q12560;Império Otomano;1437-01-01T00:00:00Z;Q350604;all
Q124693408;Attack on Paris;Q696189;Liga católica;1589-11-01T00:00:00Z;Q350604;all
Q124639433;Siege of Graciosa;Q970799;Oatácidas;1489-07-01T00:00:00Z;Q350604;all
Q1248605;Batalha de Beachy Head (1690);Q179876;Reino da Inglaterra;1690-07-10T00:00:00Z;Q350604;all
Q124655645;Frederick I's expedition to Głogów;Q577867;Reino da Polónia;1157-01-01T00:00:00Z;Q350604;all
Q124619157;Siege of Hirson;Q70972;Reino da França;1636-07-01T00:00:00Z;Q350604;all
Q124655645;Frederick I's expedition to Głogów;Q12548;Sacro Império Romano-Germânico;1157-01-01T00:00:00Z;Q350604;all
Q124619198;Siege of Le Catelet;Q70972;Reino da França;1636-07-02T00:00:00Z;Q350604;all
Q124625460;Conquista portuguesa do Barém;Q200464;Império Português;1521-01-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q2637650;Phocis;-0355-01-01T00:00:00Z;Q350604;all
Q124619340;Battle of Dodota;Q971375;Xoa;1883-12-01T00:00:00Z;Q350604;all
Q124619309;Siege of La Capelle;Q70972;Reino da França;1636-07-02T00:00:00Z;Q350604;all
Q124661880;Q124661880;Q12544;Império Bizantino;1282-01-01T00:00:00Z;Q350604;all
Q124693349;Hungarian–Ottoman War;Q16056854;Kingdom of Hungary;1415-01-01T00:00:00Z;Q350604;all
Q124649;Segunda Batalha de Algeciras;Q45;Portugal;1801-07-12T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q16056854;Kingdom of Hungary;1389-01-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q1330631;Feras;-0355-01-01T00:00:00Z;Q350604;all
Q124649;Segunda Batalha de Algeciras;Q29;Espanha;1801-07-12T00:00:00Z;Q350604;all
Q124649;Segunda Batalha de Algeciras;Q142;França;1801-07-12T00:00:00Z;Q350604;all
Q124693349;Hungarian–Ottoman War;Q12560;Império Otomano;1415-01-01T00:00:00Z;Q350604;all
Q124630605;Q124630605;Q2908561;Maglan;2003-03-13T00:00:00Z;Q350604;all
Q124693349;Hungarian–Ottoman War;Q171348;Coroa do Reino da Polónia;1415-01-01T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q12548;Sacro Império Romano-Germânico;1389-01-01T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q12560;Império Otomano;1389-01-01T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q171348;Coroa do Reino da Polónia;1389-01-01T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q4712;Ducado da Borgonha;1389-01-01T00:00:00Z;Q350604;all
Q124655726;Siege of Hormuz;Q12560;Império Otomano;1552-09-01T00:00:00Z;Q350604;all
Q124625188;Capture of Roermond;Q170072;República das Sete Províncias Unidas dos Países Baixos;1637-08-31T00:00:00Z;Q350604;all
Q124703857;First Milano–Florentine War;Q766501;Ducado de Mântua;1390-01-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q659791;Lócrida;-0355-01-01T00:00:00Z;Q350604;all
Q124707181;War of the South Danube;Q878319;Despotado Sérvio;1420-01-01T00:00:00Z;Q350604;all
Q1248605;Batalha de Beachy Head (1690);Q70972;Reino da França;1690-07-10T00:00:00Z;Q350604;all
Q124703857;First Milano–Florentine War;Q47261;Ducado da Baviera;1390-01-01T00:00:00Z;Q350604;all
Q124683233;Cattle War;Q912382;Índia Dinamarquesa;1756-06-19T00:00:00Z;Q350604;all
Q124683233;Cattle War;Q646374;Índia Francesa;1756-06-19T00:00:00Z;Q350604;all
Q1249250;First Sacred War;Q368628;Sicião;-0594-01-01T00:00:00Z;Q350604;all
Q124619157;Siege of Hirson;Q766543;Monarquia Hispânica;1636-07-01T00:00:00Z;Q350604;all
Q124619198;Siege of Le Catelet;Q766543;Monarquia Hispânica;1636-07-02T00:00:00Z;Q350604;all
Q124693349;Hungarian–Ottoman War;Q389004;Principado da Valáquia;1415-01-01T00:00:00Z;Q350604;all
Q124707181;War of the South Danube;Q2980623;Reino da Bósnia;1420-01-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q3561801;Delphic amphictyony;-0355-01-01T00:00:00Z;Q350604;all
Q124619309;Siege of La Capelle;Q766543;Monarquia Hispânica;1636-07-02T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q389004;Principado da Valáquia;1389-01-01T00:00:00Z;Q350604;all
Q124638953;Aras War;Q139670;República Democrática da Arménia;1919-05-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q187570;Beócia;-0355-01-01T00:00:00Z;Q350604;all
Q124655645;Frederick I's expedition to Głogów;Q109073;Prussianos;1157-01-01T00:00:00Z;Q350604;all
Q124661429;Siege of Tripoli;Q207600;Emirado Aglábida;0812-07-01T00:00:00Z;Q350604;all
Q124693349;Hungarian–Ottoman War;Q49683;Grão-Ducado da Lituânia;1415-01-01T00:00:00Z;Q350604;all
Q124625460;Conquista portuguesa do Barém;Q2478280;Ormuz;1521-01-01T00:00:00Z;Q350604;all
Q124639433;Siege of Graciosa;Q45670;Reino de Portugal;1489-07-01T00:00:00Z;Q350604;all
Q124655645;Frederick I's expedition to Głogów;Q2162698;Ducado da Boêmia;1157-01-01T00:00:00Z;Q350604;all
Q124618149;Battle of Soriano;Q170174;Estados Papais;1497-02-02T00:00:00Z;Q350604;all
Q124619340;Battle of Dodota;Q704885;Arsi people;1883-12-01T00:00:00Z;Q350604;all
Q124703857;First Milano–Florentine War;Q301905;Armagnacs;1390-01-01T00:00:00Z;Q350604;all
Q1248722;Terceira Guerra de Independência Italiana;Q131964;Império Austríaco;1866-06-20T00:00:00Z;Q350604;all
Q124649;Segunda Batalha de Algeciras;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1801-07-12T00:00:00Z;Q350604;all
Q124703857;First Milano–Florentine War;Q15890801;Signoria of Milan;1390-01-01T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q420759;Segundo Império Búlgaro;1389-01-01T00:00:00Z;Q350604;all
Q124683233;Cattle War;Q3530610;Thanjavur Maratha kingdom;1756-06-19T00:00:00Z;Q350604;all
Q124618149;Battle of Soriano;Q855303;Família Orsini;1497-02-02T00:00:00Z;Q350604;all
Q124618149;Battle of Soriano;Q649202;Ducado de Urbino;1497-02-02T00:00:00Z;Q350604;all
Q124707181;War of the South Danube;Q16056854;Kingdom of Hungary;1420-01-01T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q187549;Ordem de São João;1389-01-01T00:00:00Z;Q350604;all
Q1247957;Batalha de Trois-Rivières;Q161885;Reino da Grã-Bretanha;1776-06-08T00:00:00Z;Q350604;all
Q124618378;Bombardeios israelenses na Faixa de Gaza;Q801;Israel;2023-10-07T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q3623202;District of Branković;1389-01-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q11225429;Thebes;-0355-01-01T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q70972;Reino da França;1389-01-01T00:00:00Z;Q350604;all
Q124703857;First Milano–Florentine War;Q1891;Bolonha;1390-01-01T00:00:00Z;Q350604;all
Q124707181;War of the South Danube;Q12560;Império Otomano;1420-01-01T00:00:00Z;Q350604;all
Q124625460;Conquista portuguesa do Barém;Q4116181;Emirado Jabrida;1521-01-01T00:00:00Z;Q350604;all
Q124703857;First Milano–Florentine War;Q148540;República Florentina;1390-01-01T00:00:00Z;Q350604;all
Q124661880;Q124661880;Q1417344;Kayı tribe;1282-01-01T00:00:00Z;Q350604;all
Q1249250;First Sacred War;Q56754242;Cirrha;-0594-01-01T00:00:00Z;Q350604;all
Q1248722;Terceira Guerra de Independência Italiana;Q172579;Reino da Itália;1866-06-20T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q844930;Atenas;-0355-01-01T00:00:00Z;Q350604;all
Q124661429;Siege of Tripoli;Q20101296;Nafusa;0812-07-01T00:00:00Z;Q350604;all
Q124655645;Frederick I's expedition to Głogów;Q1122052;Cumânia;1157-01-01T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q1789596;Reino da Croácia (1102–1526);1389-01-01T00:00:00Z;Q350604;all
Q124683279;Hungarian–Ottoman War;Q2273304;Sérvia Morávia;1389-01-01T00:00:00Z;Q350604;all
Q124707181;War of the South Danube;Q389004;Principado da Valáquia;1420-01-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q83958;Macedónia Antiga;-0355-01-01T00:00:00Z;Q350604;all
Q124703857;First Milano–Florentine War;Q693570;Ducado de Ferrara;1390-01-01T00:00:00Z;Q350604;all
Q1249270;Terceira Guerra Sacra;Q130987;Dórida;-0355-01-01T00:00:00Z;Q350604;all
Q124655726;Siege of Hormuz;Q200464;Império Português;1552-09-01T00:00:00Z;Q350604;all
Q124707181;War of the South Danube;Q49683;Grão-Ducado da Lituânia;1420-01-01T00:00:00Z;Q350604;all
Q124693349;Hungarian–Ottoman War;Q878319;Despotado Sérvio;1415-01-01T00:00:00Z;Q350604;all
Q124703857;First Milano–Florentine War;Q106395492;Lordship of Padua;1390-01-01T00:00:00Z;Q350604;all
Q124881814;Battle of Ilorin;Q808185;Bariba;1835-01-01T00:00:00Z;Q350604;all
Q124881814;Battle of Ilorin;Q600524;Califado de Sokoto;1835-01-01T00:00:00Z;Q350604;all
Q124749527;Dano-Dutch War;Q769519;Royal African Company;1661-01-01T00:00:00Z;Q350604;all
Q124842767;Battle of Melrose;Q230791;Reino da Escócia;1378-01-01T00:00:00Z;Q350604;all
Q124759135;OUN Uprising of 1939;Q7318;Alemanha Nazi;1939-09-12T00:00:00Z;Q350604;all
Q124959658;Battle of Machgara;Q849180;Forças Armadas da Síria;1982-06-10T00:00:00Z;Q350604;all
Q124842767;Battle of Melrose;Q179876;Reino da Inglaterra;1378-01-01T00:00:00Z;Q350604;all
Q124707304;Hungarian–Ottoman War;Q16056854;Kingdom of Hungary;1437-01-01T00:00:00Z;Q350604;all
Q124815187;Castinus' campaign against the Franks;Q316860;Francos ripuários;0420-01-01T00:00:00Z;Q350604;all
Q124809504;Second Kuomintang-Communist Civil War;Q458428;Forças Armadas de Taiwan;1946-01-01T00:00:00Z;Q350604;all
Q124966575;Siege of Nizhny Novgorod;Q4304392;Estado Russo (unificado);1505-09-16T00:00:00Z;Q350604;all
Q124812424;Siege of Giurgiu;Q12560;Império Otomano;1790-05-30T00:00:00Z;Q350604;all
Q124809504;Second Kuomintang-Communist Civil War;Q200106;Exército de Libertação Popular;1946-01-01T00:00:00Z;Q350604;all
Q124811443;Dagestan Campaign;Q1639475;República Montanhosa do Norte do Cáucaso;1918-05-01T00:00:00Z;Q350604;all
Q124707304;Hungarian–Ottoman War;Q171348;Coroa do Reino da Polónia;1437-01-01T00:00:00Z;Q350604;all
Q124749527;Dano-Dutch War;Q62651;Reino da Dinamarca e Noruega;1661-01-01T00:00:00Z;Q350604;all
Q124714173;Capture of Ramla;Q828665;Reino Iquíxida;0970-05-29T00:00:00Z;Q350604;all
Q124842643;Al-Abbas’s campaign in Ifriqiya;Q726798;Tulúnidas;0880-01-01T00:00:00Z;Q350604;all
Q124857118;Q124857118;Q58967;Forças de Defesa de Israel;1987-10-30T00:00:00Z;Q350604;all
Q124842643;Al-Abbas’s campaign in Ifriqiya;Q207600;Emirado Aglábida;0880-01-01T00:00:00Z;Q350604;all
Q124881814;Battle of Ilorin;Q6001098;Ilorin Emirate;1835-01-01T00:00:00Z;Q350604;all
Q124750905;Orreaga Riot;Q1246837;Vascões;0812-01-01T00:00:00Z;Q350604;all
Q124966575;Siege of Nizhny Novgorod;Q186537;Canato de Cazã;1505-09-16T00:00:00Z;Q350604;all
Q124714173;Capture of Ramla;Q160307;Califado Fatímida;0970-05-29T00:00:00Z;Q350604;all
Q124785345;Hungarian–Ottoman War;Q16056854;Kingdom of Hungary;1521-01-01T00:00:00Z;Q350604;all
Q124881779;Battle of Mamora;Q12183875;Sharifian Empire;1696-01-01T00:00:00Z;Q350604;all
Q124936526;Siege of Lahore;Q85795812;Ramgarhia Misl;1800-01-01T00:00:00Z;Q350604;all
Q124707304;Hungarian–Ottoman War;Q389004;Principado da Valáquia;1437-01-01T00:00:00Z;Q350604;all
Q124785345;Hungarian–Ottoman War;Q170174;Estados Papais;1521-01-01T00:00:00Z;Q350604;all
Q124785345;Hungarian–Ottoman War;Q12548;Sacro Império Romano-Germânico;1521-01-01T00:00:00Z;Q350604;all
Q124785345;Hungarian–Ottoman War;Q12560;Império Otomano;1521-01-01T00:00:00Z;Q350604;all
Q124785345;Hungarian–Ottoman War;Q171348;Coroa do Reino da Polónia;1521-01-01T00:00:00Z;Q350604;all
Q124958231;Syrian front in the War of Attrition;Q801;Israel;;Q350604;all
Q124881688;Battle of al-Jassora;Q282428;Sultanato Mameluco do Cairo;1280-06-23T00:00:00Z;Q350604;all
Q124785345;Hungarian–Ottoman War;Q47261;Ducado da Baviera;1521-01-01T00:00:00Z;Q350604;all
Q124861682;Missile attack on Odesa on March 15, 2024;Q193159;Forças Armadas da Rússia;2024-03-15T00:00:00Z;Q350604;all
Q124958231;Syrian front in the War of Attrition;Q858;Síria;;Q350604;all
Q124707304;Hungarian–Ottoman War;Q784602;Taboritas;1437-01-01T00:00:00Z;Q350604;all
Q124881814;Battle of Ilorin;Q849623;Império de Oyo;1835-01-01T00:00:00Z;Q350604;all
Q124936526;Siege of Lahore;Q6362983;Kanhaiya Misl;1800-01-01T00:00:00Z;Q350604;all
Q124750905;Orreaga Riot;Q43482;Francos;0812-01-01T00:00:00Z;Q350604;all
Q124958496;Battle of Abraq;Q35323;Árabes;0632-08-01T00:00:00Z;Q350604;all
Q124811443;Dagestan Campaign;Q2305337;Governo Popular do Azerbaijão;1918-05-01T00:00:00Z;Q350604;all
Q124815187;Castinus' campaign against the Franks;Q42834;Império Romano do Ocidente;0420-01-01T00:00:00Z;Q350604;all
Q124842643;Al-Abbas’s campaign in Ifriqiya;Q20101296;Nafusa;0880-01-01T00:00:00Z;Q350604;all
Q124966580;Siege of Nauplia;Q12560;Império Otomano;1686-07-30T00:00:00Z;Q350604;all
Q124714225;Battle of Placentia;Q17167;República Romana;-0216-01-01T00:00:00Z;Q350604;all
Q124759135;OUN Uprising of 1939;Q207272;Segunda República Polonesa;1939-09-12T00:00:00Z;Q350604;all
Q124936526;Siege of Lahore;Q7635751;Sukerchakia Misl;1800-01-01T00:00:00Z;Q350604;all
Q124749527;Dano-Dutch War;Q617066;Companhia Holandesa das Índias Ocidentais;1661-01-01T00:00:00Z;Q350604;all
Q124785345;Hungarian–Ottoman War;Q686971;Terras da Coroa da Boêmia;1521-01-01T00:00:00Z;Q350604;all
Q124958496;Battle of Abraq;Q12490507;Califado Rashidun;0632-08-01T00:00:00Z;Q350604;all
Q124966580;Siege of Nauplia;Q4948;República de Veneza;1686-07-30T00:00:00Z;Q350604;all
Q124936526;Siege of Lahore;Q467627;Império Durrani;1800-01-01T00:00:00Z;Q350604;all
Q124747787;Battle of Stompaki;Q182449;NKVD;;Q350604;all
Q124707304;Hungarian–Ottoman War;Q878319;Despotado Sérvio;1437-01-01T00:00:00Z;Q350604;all
Q124842643;Al-Abbas’s campaign in Ifriqiya;Q940123;Reino Rustamida;0880-01-01T00:00:00Z;Q350604;all
Q124785345;Hungarian–Ottoman War;Q1789596;Reino da Croácia (1102–1526);1521-01-01T00:00:00Z;Q350604;all
Q124747787;Battle of Stompaki;Q3178827;Partisans letões;;Q350604;all
Q124707304;Hungarian–Ottoman War;Q2980623;Reino da Bósnia;1437-01-01T00:00:00Z;Q350604;all
Q124806122;Second Battle of Doliana;Q12560;Império Otomano;1825-07-21T00:00:00Z;Q350604;all
Q124936526;Siege of Lahore;Q4901009;Bhangi Misl;1800-01-01T00:00:00Z;Q350604;all
Q124959658;Battle of Machgara;Q58967;Forças de Defesa de Israel;1982-06-10T00:00:00Z;Q350604;all
Q124811443;Dagestan Campaign;Q12560;Império Otomano;1918-05-01T00:00:00Z;Q350604;all
Q124759135;OUN Uprising of 1939;Q844787;Organização dos Nacionalistas Ucranianos;1939-09-12T00:00:00Z;Q350604;all
Q124785345;Hungarian–Ottoman War;Q878319;Despotado Sérvio;1521-01-01T00:00:00Z;Q350604;all
Q124881779;Battle of Mamora;Q200464;Império Português;1696-01-01T00:00:00Z;Q350604;all
Q124812424;Siege of Giurgiu;Q131964;Império Austríaco;1790-05-30T00:00:00Z;Q350604;all
Q124714225;Battle of Placentia;Q2429397;Civilização cartaginesa;-0216-01-01T00:00:00Z;Q350604;all
Q125464497;Ataques iranianos contra Israel em 2024;Q3042087;Houthis;2024-04-01T00:00:00Z;Q350604;all
Q125464497;Ataques iranianos contra Israel em 2024;Q123524261;Resistência Islâmica no Iraque;2024-04-01T00:00:00Z;Q350604;all
Q125465957;Conflito Irã-Israel em 2024;Q794;Irão;2024-04-01T00:00:00Z;Q350604;all
Q125481232;Siege of Toron;Q63135869;Império Aiúbida;1197-12-05T00:00:00Z;Q350604;all
Q125457648;Assault on Osu;Q1791839;Akwamu;1678-01-01T00:00:00Z;Q350604;all
Q125489369;1957 Honduras-Nicaragua border conflict;Q783;Honduras;1957-01-01T00:00:00Z;Q350604;all
Q125457761;Cretan expedition;Q12544;Império Bizantino;0911-10-01T00:00:00Z;Q350604;all
Q125489369;1957 Honduras-Nicaragua border conflict;Q1050254;Armed Forces of Honduras;1957-01-01T00:00:00Z;Q350604;all
Q125489369;1957 Honduras-Nicaragua border conflict;Q811;Nicarágua;1957-01-01T00:00:00Z;Q350604;all
Q125480916;Battle of Jaffa;Q55502;Reino de Jerusalém;1197-09-17T00:00:00Z;Q350604;all
Q125489369;1957 Honduras-Nicaragua border conflict;Q1541185;Guarda Nacional (Nicarágua);1957-01-01T00:00:00Z;Q350604;all
Q125457648;Assault on Osu;Q627897;Ga-Adangbes;1678-01-01T00:00:00Z;Q350604;all
Q125457700;Cretan expedition;Q603771;Emirado de Creta;0828-01-01T00:00:00Z;Q350604;all
