conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window;mapped_country_qid;mapped_iso3
Q74109;Segunda Guerra Mundial na Albânia;Q777147;Reino Albanês;1942-01-01T00:00:00Z;Q198;all;Q222;
Q258679;Austro-Turkish War of 1663-1664;Q623573;Reino da Croácia;1663-01-01T00:00:00Z;Q198;all;Q153136;
Q430053;Guerra de Black Hills;Q626136;Arapaho;1876-01-01T00:00:00Z;Q198;all;Q30;
Q208261;Revolta Jónica;Q620874;Jônia;-0498-01-01T00:00:00Z;Q198;all;Q43;
Q82664;Guerra Irã-Iraque;Q677505;União Patriótica do Curdistão;1980-09-22T00:00:00Z;Q198;all;Q796;
Q82664;Guerra Irã-Iraque;Q718723;Assembleia Suprema Islâmica do Iraque;1980-09-22T00:00:00Z;Q198;all;Q796;
Q1352401;Bombardeio de Kagoshima;Q676187;Domínio de Satsuma;1863-08-15T00:00:00Z;Q198;all;Q17;
Q1140134;Invasion of Ryukyu;Q676187;Domínio de Satsuma;1609-05-01T00:00:00Z;Q198;all;Q17;
Q202465;Guerra Uganda-Tanzânia;Q617078;República Popular de Moçambique;1978-10-09T00:00:00Z;Q198;all;Q1029;
Q1361199;Conquest of the Khanate of Sibir;Q467790;Mansi;1581-01-01T00:00:00Z;Q198;all;Q159;
Q74623;Grande Guerra Turca;Q539051;gregos;1683-01-01T00:00:00Z;Q198;all;Q41;
Q430053;Guerra de Black Hills;Q333049;Povo dacota;1876-01-01T00:00:00Z;Q198;all;Q16;
Q329203;Primeira Guerra dos Bôeres;Q469797;Piet Joubert;1880-12-20T00:00:00Z;Q198;all;Q258;
Q215112;Segunda Guerra dos Bôeres;Q469797;Piet Joubert;1899-10-23T00:00:00Z;Q198;all;Q258;
Q1441223;Siamese-Burmese War of 1613–1618;Q519718;Dinastia Taungû;1613-01-01T00:00:00Z;Q198;all;Q836;
Q1164169;Burmese–Siamese War of 1547–1549;Q519718;Dinastia Taungû;1547-10-01T00:00:00Z;Q198;all;Q836;
Q329203;Primeira Guerra dos Bôeres;Q591879;Piet Cronjé;1880-12-20T00:00:00Z;Q198;all;Q258;
Q215112;Segunda Guerra dos Bôeres;Q591879;Piet Cronjé;1899-10-23T00:00:00Z;Q198;all;Q258;
Q1186260;Guerra Creek;Q440946;John Coffee;1813-01-01T00:00:00Z;Q198;all;Q30;
Q1186260;Guerra Creek;Q437314;William McIntosh;1813-01-01T00:00:00Z;Q198;all;Q30;
Q254106;Guerra da Crimeia;Q491507;Egito Otomano;1853-10-01T00:00:00Z;Q198;all;Q79;
Q123070;Guerra Russo-Turca;Q491507;Egito Otomano;1701-01-01T00:00:00Z;Q198;all;Q79;
Q430053;Guerra de Black Hills;Q322951;Cheyennes;1876-01-01T00:00:00Z;Q198;all;Q30;
Q223604;Guerra Greco-Italiana;Q312046;Aléxandros Papagós;1940-10-28T00:00:00Z;Q198;all;Q41;
Q196409;Cruzada Livónia;Q287800;Semigallians;1198-07-31T00:00:00Z;Q198;all;Q211;
Q215112;Segunda Guerra dos Bôeres;Q380938;Koos de la Rey;1899-10-23T00:00:00Z;Q198;all;Q258;
Q1249250;First Sacred War;Q368628;Sicião;-0594-01-01T00:00:00Z;Q198;all;Q41;
Q208261;Revolta Jónica;Q320367;Erétria;-0498-01-01T00:00:00Z;Q198;all;Q41;
Q1474893;Guerra de Cleómenes;Q217667;Élida;-0228-01-01T00:00:00Z;Q198;all;Q41;
Q1265114;Father Rale's War;Q318806;Abenaki;1722-07-25T00:00:00Z;Q198;all;Q16;
Q381375;Primeira Guerra de Nagorno-Karabakh;Q318657;Federação Revolucionária Armênia;1988-02-20T00:00:00Z;Q198;all;Q399;
Q252298;Guerra húngaro-romena de 1919;Q203493;Reino da Romênia;1919-08-03T00:00:00Z;Q198;all;Q218;
Q208261;Revolta Jónica;Q255325;Eólia;-0498-01-01T00:00:00Z;Q198;all;Q43;
Q438252;Antiga Guerra de Zurique;Q237131;França na Idade Média;1440-11-11T00:00:00Z;Q198;all;Q142;
Q1249270;Terceira Guerra Sacra;Q187570;Beócia;-0355-01-01T00:00:00Z;Q198;all;Q41;
Q455747;Guerras de Appenzell;Q209270;Appenzell;1401-01-01T00:00:00Z;Q198;all;Q39;
Q1207617;Pequot War;Q201024;Mohegan;1636-07-01T00:00:00Z;Q198;all;Q30;
Q468120;Saxon Fratricidal War;Q210569;William III;1446-01-01T00:00:00Z;Q198;all;Q183;
Q1202331;Germany Unification War;Q186320;Grão-ducado de Baden;1864-01-01T00:00:00Z;Q198;all;Q1206012;
Q1367977;Esopus Wars;Q200569;holandeses;1659-09-01T00:00:00Z;Q198;all;Q29999;
Q387020;Social War of 357-355 BCE;Q187027;Cós;-0356-01-01T00:00:00Z;Q198;all;Q41;
Q1349425;Guerra Luso-Espanhola;Q200464;Império Português;1735-10-14T00:00:00Z;Q198;all;Q45;
Q327237;Guerra do Quivu;Q217726;Congresso Nacional para a Defesa do Povo;2004-06-02T00:00:00Z;Q198;all;Q974;
Q74623;Grande Guerra Turca;Q179248;Albaneses;1683-01-01T00:00:00Z;Q198;all;Q30;
Q254106;Guerra da Crimeia;Q165154;Reino da Sardenha;1853-10-01T00:00:00Z;Q198;all;Q38;
Q207318;Guerras Revolucionárias Francesas;Q165154;Reino da Sardenha;1792-04-20T00:00:00Z;Q198;all;Q38;
Q431806;Guerra de Arauco;Q178484;Mapuches;1546-01-01T00:00:00Z;Q198;all;Q298;
Q74298;Polish–Ottoman War of 1672–1676;Q171393;Valáquia;1672-01-01T00:00:00Z;Q198;all;Q218;
Q208261;Revolta Jónica;Q193214;Cária;-0498-01-01T00:00:00Z;Q198;all;Q43;
Q318250;Guerra de Ogaden;Q199841;Iémen do Sul;1977-07-12T00:00:00Z;Q198;all;Q805;
Q190758;Conflito de Darfur;Q178328;Janjawid;2003-02-26T00:00:00Z;Q198;all;Q1049;
Q1154983;First Ottoman–Venetian War;Q178085;Principado de Zeta;1463-01-01T00:00:00Z;Q198;all;Q403;
Q387020;Social War of 357-355 BCE;Q160483;Quios;-0356-01-01T00:00:00Z;Q198;all;Q41;
Q220602;Guerra Soviético-Japonesa;Q188712;Império do Japão;1945-08-09T00:00:00Z;Q198;all;Q17;
Q1305130;Guerra de São Sabas;Q174306;República de Gênova;1256-01-01T00:00:00Z;Q198;all;Q38;
Q1429256;Guerra da Liga de Cognac;Q174306;República de Gênova;1526-01-01T00:00:00Z;Q198;all;Q38;
Q1074467;War of Chioggia;Q174306;República de Gênova;1378-01-01T00:00:00Z;Q198;all;Q38;
Q327513;Guerra bizantino-genovesa de 1348–1349;Q174306;República de Gênova;1348-01-01T00:00:00Z;Q198;all;Q38;
Q1249270;Terceira Guerra Sacra;Q130987;Dórida;-0355-01-01T00:00:00Z;Q198;all;Q41;
Q215112;Segunda Guerra dos Bôeres;Q129286;Raj Britânico;1899-10-23T00:00:00Z;Q198;all;Q8680;
Q215112;Segunda Guerra dos Bôeres;Q159397;Louis Botha;1899-10-23T00:00:00Z;Q198;all;Q258;
Q1202331;Germany Unification War;Q159631;Reino de Württemberg;1864-01-01T00:00:00Z;Q198;all;Q43287;
Q74623;Grande Guerra Turca;Q127885;Sérvios;1683-01-01T00:00:00Z;Q198;all;Q16;
Q1249270;Terceira Guerra Sacra;Q166919;Tessália;-0355-01-01T00:00:00Z;Q198;all;Q41;
Q76118;Terceira Guerra Macedónica;Q166919;Tessália;-0170-01-01T00:00:00Z;Q198;all;Q41;
Q368594;Banjarmasin War;Q130654;Império Colonial Neerlandês;1859-01-01T00:00:00Z;Q198;all;Q29999;
Q75756;Segunda Guerra do Congo;Q144806;Movimento de Libertação do Congo;1998-08-02T00:00:00Z;Q198;all;Q974;
Q1418062;Fourth Syrian War;Q93180;Império Selêucida;-0218-01-01T00:00:00Z;Q198;all;Q93180;
Q372338;Sixth Syrian War;Q93180;Império Selêucida;-0169-01-01T00:00:00Z;Q198;all;Q93180;
Q372330;Fifth Syrian War;Q93180;Império Selêucida;-0201-01-01T00:00:00Z;Q198;all;Q93180;
Q75756;Segunda Guerra do Congo;Q134469;Baniamulenges;1998-08-02T00:00:00Z;Q198;all;Q974;
Q74623;Grande Guerra Turca;Q133255;búlgaros;1683-01-01T00:00:00Z;Q198;all;Q28;
Q1202331;Germany Unification War;Q154195;Reino da Baviera;1864-01-01T00:00:00Z;Q198;all;Q1206012;
Q474891;Texas–Indian Wars;Q117133;Comanches;1820-01-01T00:00:00Z;Q198;all;Q30;
Q233702;Segunda Guerra da Silésia;Q153136;Monarquia de Habsburgo;1744-08-07T00:00:00Z;Q198;all;Q153136;
Q221941;Guerra da Quádrupla Aliança;Q153136;Monarquia de Habsburgo;1718-08-02T00:00:00Z;Q198;all;Q153136;
Q74623;Grande Guerra Turca;Q153136;Monarquia de Habsburgo;1683-01-01T00:00:00Z;Q198;all;Q153136;
Q303801;Insurgência em Uganda;Q108462;Exército de Resistência do Senhor;1987-01-01T00:00:00Z;Q198;all;Q1036;
Q75756;Segunda Guerra do Congo;Q108462;Exército de Resistência do Senhor;1998-08-02T00:00:00Z;Q198;all;Q1036;
Q455747;Guerras de Appenzell;Q65968;Casa de Habsburgo;1401-01-01T00:00:00Z;Q198;all;Q377350;
Q438252;Antiga Guerra de Zurique;Q65968;Casa de Habsburgo;1440-11-11T00:00:00Z;Q198;all;Q377350;
Q1377132;Kieft's War;Q82048;Lenapes;1643-02-23T00:00:00Z;Q198;all;Q30;
Q1367977;Esopus Wars;Q82048;Lenapes;1659-09-01T00:00:00Z;Q198;all;Q30;
Q1186260;Guerra Creek;Q105405;cherokee;1813-01-01T00:00:00Z;Q198;all;Q30;
Q1349425;Guerra Luso-Espanhola;Q80702;Império Espanhol;1735-10-14T00:00:00Z;Q198;all;Q29;
Q431806;Guerra de Arauco;Q80702;Império Espanhol;1546-01-01T00:00:00Z;Q198;all;Q29;
Q207318;Guerras Revolucionárias Francesas;Q80702;Império Espanhol;1792-04-20T00:00:00Z;Q198;all;Q29;
Q233553;Segunda Guerra Sacra;Q75459;Delfos;-0448-01-01T00:00:00Z;Q198;all;Q41;
Q1202331;Germany Unification War;Q71092;Segundo Império Francês;1864-01-01T00:00:00Z;Q198;all;Q142;
Q418151;Segunda Guerra do Ópio;Q71092;Segundo Império Francês;1856-10-08T00:00:00Z;Q198;all;Q142;
Q254106;Guerra da Crimeia;Q71092;Segundo Império Francês;1853-10-01T00:00:00Z;Q198;all;Q142;
Q1269777;Guerra Dano-Sueca de 1808–1809;Q71084;Primeiro Império Francês;1808-03-14T00:00:00Z;Q198;all;Q71084;
Q249232;Terceira Coligação;Q71084;Primeiro Império Francês;1805-01-01T00:00:00Z;Q198;all;Q71084;
Q233559;Segunda Guerra dos Cem Anos;Q71084;Primeiro Império Francês;1689-01-01T00:00:00Z;Q198;all;Q71084;
Q1361354;Guerra dos Nove Anos;Q600093;Espanha dos Habsburgo;1593-05-01T00:00:00Z;Q198;all;Q766543;
Q1429256;Guerra da Liga de Cognac;Q600093;Espanha dos Habsburgo;1526-01-01T00:00:00Z;Q198;all;Q766543;
Q369291;Guerra Anglo-Espanhola (1654–1660);Q600093;Espanha dos Habsburgo;1654-01-01T00:00:00Z;Q198;all;Q766543;
Q1450532;Guerra Franco-Turca;Q70802;Terceira República Francesa;1918-12-01T00:00:00Z;Q198;all;Q142;
Q1153331;Guerra otomano-veneziana (1499–1503);Q21088788;Catholic Monarchy;1499-01-01T00:00:00Z;Q198;all;Q21088788;
Q1269777;Guerra Dano-Sueca de 1808–1809;Q62651;Reino da Dinamarca e Noruega;1808-03-14T00:00:00Z;Q198;all;Q62651;
Q426201;Gunboat War;Q62651;Reino da Dinamarca e Noruega;1807-01-01T00:00:00Z;Q198;all;Q62651;
Q207318;Guerras Revolucionárias Francesas;Q62651;Reino da Dinamarca e Noruega;1792-04-20T00:00:00Z;Q198;all;Q62651;
Q1332160;Revolução Nacional da Indonésia;Q29999;Reino dos Países Baixos;1945-08-17T00:00:00Z;Q198;all;Q29999;
Q122100;Guerra da Continuação;Q33;Finlândia;1941-06-25T00:00:00Z;Q198;all;Q33;
Q381375;Primeira Guerra de Nagorno-Karabakh;Q130216;Oblast Autónomo de Nagorno-Karabakh;1988-02-20T00:00:00Z;Q198;all;Q227;
Q430053;Guerra de Black Hills;Q750947;Pawnee;1876-01-01T00:00:00Z;Q198;all;Q30;
Q1112854;Ming–Hồ War;Q1209047;Dinastia Hồ;1406-01-01T00:00:00Z;Q198;all;Q148;
Q438252;Antiga Guerra de Zurique;Q660702;Áustria Anterior;1440-11-11T00:00:00Z;Q198;all;Q40;
Q1362162;First Carnatic War;Q70972;Reino da França;1746-01-01T00:00:00Z;Q198;all;;
Q1355145;Italian War of 1494–1495;Q70972;Reino da França;1494-01-01T00:00:00Z;Q198;all;;
Q1429256;Guerra da Liga de Cognac;Q70972;Reino da França;1526-01-01T00:00:00Z;Q198;all;;
Q431001;Guerra Fantástica;Q70972;Reino da França;1762-01-01T00:00:00Z;Q198;all;;
Q369291;Guerra Anglo-Espanhola (1654–1660);Q70972;Reino da França;1654-01-01T00:00:00Z;Q198;all;;
Q233663;Segunda Guerra Anglo-Mysore;Q70972;Reino da França;1780-01-01T00:00:00Z;Q198;all;;
Q233559;Segunda Guerra dos Cem Anos;Q70972;Reino da França;1689-01-01T00:00:00Z;Q198;all;;
Q221941;Guerra da Quádrupla Aliança;Q70972;Reino da França;1718-08-02T00:00:00Z;Q198;all;;
Q207318;Guerras Revolucionárias Francesas;Q70972;Reino da França;1792-04-20T00:00:00Z;Q198;all;;
Q80330;Guerra civil inglesa;Q81506;Carlos I de Inglaterra;1642-01-01T00:00:00Z;Q198;all;;
Q233663;Segunda Guerra Anglo-Mysore;Q83164;Companhia Britânica das Índias Orientais;1780-01-01T00:00:00Z;Q198;all;;
Q233642;Segunda Guerra Anglo-Marata;Q83164;Companhia Britânica das Índias Orientais;1803-01-01T00:00:00Z;Q198;all;;
Q195378;Guerra Anglo-nepalesa;Q83164;Companhia Britânica das Índias Orientais;1814-11-01T00:00:00Z;Q198;all;;
Q68969;Guerra de Independência da Croácia;Q83286;República Socialista Federativa da Jugoslávia;1995-11-12T00:00:00Z;Q198;all;;
Q194378;Terceira Guerra Servil;Q83406;Espártaco;-0072-01-01T00:00:00Z;Q198;all;;
Q1362209;Primeira Guerra Anglo-Maratha;Q83618;Império Maratha;1775-01-01T00:00:00Z;Q198;all;;
Q233642;Segunda Guerra Anglo-Marata;Q83618;Império Maratha;1803-01-01T00:00:00Z;Q198;all;;
Q1249270;Terceira Guerra Sacra;Q83958;Macedónia Antiga;-0355-01-01T00:00:00Z;Q198;all;;
Q1474893;Guerra de Cleómenes;Q83958;Macedónia Antiga;-0228-01-01T00:00:00Z;Q198;all;;
Q1432300;War of Agis;Q83958;Macedónia Antiga;-0333-01-01T00:00:00Z;Q198;all;;
Q1076902;Guerra cremonidiana;Q83958;Macedónia Antiga;-0266-01-01T00:00:00Z;Q198;all;;
Q260684;Alexander's Balkan campaign;Q83958;Macedónia Antiga;-0334-01-01T00:00:00Z;Q198;all;;
Q233667;Second Olynthian War;Q83958;Macedónia Antiga;-0348-01-01T00:00:00Z;Q198;all;;
Q76118;Terceira Guerra Macedónica;Q83958;Macedónia Antiga;-0170-01-01T00:00:00Z;Q198;all;;
Q75665;Segunda Guerra Macedónica;Q83958;Macedónia Antiga;-0199-01-01T00:00:00Z;Q198;all;;
Q75626;Primeira Guerra Macedônica;Q83958;Macedónia Antiga;-0213-01-01T00:00:00Z;Q198;all;;
Q127751;Guerra das Duas Rosas;Q101978;Casa de Tudor;1500-01-01T00:00:00Z;Q198;all;;
Q76118;Terceira Guerra Macedónica;Q102679;Numídia;-0170-01-01T00:00:00Z;Q198;all;;
Q127751;Guerra das Duas Rosas;Q105278;Casa de Lencastre;1500-01-01T00:00:00Z;Q198;all;;
Q127751;Guerra das Duas Rosas;Q105285;Casa de Iorque;1500-01-01T00:00:00Z;Q198;all;;
Q1377132;Kieft's War;Q116971;Povo Mohawk;1643-02-23T00:00:00Z;Q198;all;;
Q1265114;Father Rale's War;Q116971;Povo Mohawk;1722-07-25T00:00:00Z;Q198;all;;
Q233649;Segunda Guerra Margrave;Q117020;Cidade Imperial Livre de Nuremberga;1552-01-01T00:00:00Z;Q198;all;;
Q1207617;Pequot War;Q126195;Colônia de Plymouth;1636-07-01T00:00:00Z;Q198;all;;
Q381375;Primeira Guerra de Nagorno-Karabakh;Q131337;República Socialista Soviética Azeri;1988-02-20T00:00:00Z;Q198;all;;
Q381375;Primeira Guerra de Nagorno-Karabakh;Q132856;República Socialista Soviética da Arménia;1988-02-20T00:00:00Z;Q198;all;;
Q127751;Guerra das Duas Rosas;Q133028;Ricardo III de Inglaterra;1500-01-01T00:00:00Z;Q198;all;;
Q260684;Alexander's Balkan campaign;Q144964;Trácios;-0334-01-01T00:00:00Z;Q198;all;;
Q260684;Alexander's Balkan campaign;Q146715;Ilírios;-0334-01-01T00:00:00Z;Q198;all;;
Q333023;Captura Teutônica de Danzig;Q148499;Margraviado de Brandeburgo;1308-11-21T00:00:00Z;Q198;all;;
Q1429256;Guerra da Liga de Cognac;Q148540;República Florentina;1526-01-01T00:00:00Z;Q198;all;;
Q207318;Guerras Revolucionárias Francesas;Q150058;Travancore;1792-04-20T00:00:00Z;Q198;all;;
Q1202331;Germany Unification War;Q150981;Confederação da Alemanha do Norte;1864-01-01T00:00:00Z;Q198;all;;
Q1073446;Guerras Sueco-Novgorodenses;Q151536;República de Novgorod;1101-01-01T00:00:00Z;Q198;all;;
Q1202331;Germany Unification War;Q151624;Confederação Germânica;1864-01-01T00:00:00Z;Q198;all;;
Q1355145;Italian War of 1494–1495;Q153529;Ducado de Milão;1494-01-01T00:00:00Z;Q198;all;;
Q1429256;Guerra da Liga de Cognac;Q153529;Ducado de Milão;1526-01-01T00:00:00Z;Q198;all;;
Q233702;Segunda Guerra da Silésia;Q156199;Eleitorado da Saxônia;1744-08-07T00:00:00Z;Q198;all;;
Q233649;Segunda Guerra Margrave;Q156199;Eleitorado da Saxônia;1552-01-01T00:00:00Z;Q198;all;;
Q196409;Cruzada Livónia;Q157605;Irmãos Livônios da Espada;1198-07-31T00:00:00Z;Q198;all;;
Q74298;Polish–Ottoman War of 1672–1676;Q160440;Canato da Crimeia;1672-01-01T00:00:00Z;Q198;all;;
Q1154983;First Ottoman–Venetian War;Q160614;Skanderbeg;1463-01-01T00:00:00Z;Q198;all;;
Q1362162;First Carnatic War;Q161885;Reino da Grã-Bretanha;1746-01-01T00:00:00Z;Q198;all;;
Q431001;Guerra Fantástica;Q161885;Reino da Grã-Bretanha;1762-01-01T00:00:00Z;Q198;all;;
Q233663;Segunda Guerra Anglo-Mysore;Q161885;Reino da Grã-Bretanha;1780-01-01T00:00:00Z;Q198;all;;
Q233559;Segunda Guerra dos Cem Anos;Q161885;Reino da Grã-Bretanha;1689-01-01T00:00:00Z;Q198;all;;
Q221941;Guerra da Quádrupla Aliança;Q161885;Reino da Grã-Bretanha;1718-08-02T00:00:00Z;Q198;all;;
Q207318;Guerras Revolucionárias Francesas;Q161885;Reino da Grã-Bretanha;1792-04-20T00:00:00Z;Q198;all;;
Q233663;Segunda Guerra Anglo-Mysore;Q170072;República das Sete Províncias Unidas dos Países Baixos;1780-01-01T00:00:00Z;Q198;all;;
Q221941;Guerra da Quádrupla Aliança;Q170072;República das Sete Províncias Unidas dos Países Baixos;1718-08-02T00:00:00Z;Q198;all;;
Q207318;Guerras Revolucionárias Francesas;Q170072;República das Sete Províncias Unidas dos Países Baixos;1792-04-20T00:00:00Z;Q198;all;;
Q1429256;Guerra da Liga de Cognac;Q170174;Estados Papais;1526-01-01T00:00:00Z;Q198;all;;
Q1163209;Hungarian–Ottoman War;Q170174;Estados Papais;1366-01-01T00:00:00Z;Q198;all;;
Q1154983;First Ottoman–Venetian War;Q170174;Estados Papais;1463-01-01T00:00:00Z;Q198;all;;
Q233649;Segunda Guerra Margrave;Q170180;Margraviate of Meissen;1552-01-01T00:00:00Z;Q198;all;;
Q474891;Texas–Indian Wars;Q170588;República do Texas;1820-01-01T00:00:00Z;Q198;all;;
Q258679;Austro-Turkish War of 1663-1664;Q171150;Reino da Hungria;1663-01-01T00:00:00Z;Q198;all;;
Q203824;Guerra Ítalo-Turca;Q171296;Senussi;1911-09-29T00:00:00Z;Q198;all;;
Q1352215;Guerra Polaco-Russa de 1792;Q172107;República das Duas Nações;1792-01-01T00:00:00Z;Q198;all;;
Q1178498;Polish-Ottoman War of 1593-1595;Q172107;República das Duas Nações;1593-01-01T00:00:00Z;Q198;all;;
Q1140492;Smolensk War;Q172107;República das Duas Nações;1632-01-01T00:00:00Z;Q198;all;;
Q277392;Guerra Polaco-Otomana;Q172107;República das Duas Nações;1620-01-01T00:00:00Z;Q198;all;;
Q246863;Guerra da Livónia;Q172107;República das Duas Nações;1558-02-01T00:00:00Z;Q198;all;;
Q74623;Grande Guerra Turca;Q172107;República das Duas Nações;1683-01-01T00:00:00Z;Q198;all;;
Q74302;Polish–Ottoman War of 1633–34;Q172107;República das Duas Nações;1633-01-01T00:00:00Z;Q198;all;;
Q74298;Polish–Ottoman War of 1672–1676;Q172107;República das Duas Nações;1672-01-01T00:00:00Z;Q198;all;;
Q1202331;Germany Unification War;Q172579;Reino da Itália;1864-01-01T00:00:00Z;Q198;all;;
Q203824;Guerra Ítalo-Turca;Q172579;Reino da Itália;1911-09-29T00:00:00Z;Q198;all;;
Q94916;Segunda Guerra Ítalo-Etíope;Q172579;Reino da Itália;1935-10-03T00:00:00Z;Q198;all;;
Q74109;Segunda Guerra Mundial na Albânia;Q172579;Reino da Itália;1942-01-01T00:00:00Z;Q198;all;;
Q1355145;Italian War of 1494–1495;Q173065;Reino de Nápoles;1494-01-01T00:00:00Z;Q198;all;;
Q249232;Terceira Coligação;Q173065;Reino de Nápoles;1805-01-01T00:00:00Z;Q198;all;;
Q207318;Guerras Revolucionárias Francesas;Q173065;Reino de Nápoles;1792-04-20T00:00:00Z;Q198;all;;
Q196409;Cruzada Livónia;Q173302;Estonianos;1198-07-31T00:00:00Z;Q198;all;;
Q1352401;Bombardeio de Kagoshima;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1863-08-15T00:00:00Z;Q198;all;;
Q1269777;Guerra Dano-Sueca de 1808–1809;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1808-03-14T00:00:00Z;Q198;all;;
Q1259237;Terceira Guerra Anglo-Afegã;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1919-05-06T00:00:00Z;Q198;all;;
Q1116646;Guerra Anglo-Sueca;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1810-11-17T00:00:00Z;Q198;all;;
Q426201;Gunboat War;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1807-01-01T00:00:00Z;Q198;all;;
Q418151;Segunda Guerra do Ópio;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1856-10-08T00:00:00Z;Q198;all;;
Q329203;Primeira Guerra dos Bôeres;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1880-12-20T00:00:00Z;Q198;all;;
Q249232;Terceira Coligação;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1805-01-01T00:00:00Z;Q198;all;;
Q233559;Segunda Guerra dos Cem Anos;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1689-01-01T00:00:00Z;Q198;all;;
Q191282;Primeira Guerra do Ópio;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1839-03-18T00:00:00Z;Q198;all;;
Q1366196;Guerra Gótica;Q178054;Alanos;0376-01-01T00:00:00Z;Q198;all;;
Q369291;Guerra Anglo-Espanhola (1654–1660);Q179840;Casa de Stuart;1654-01-01T00:00:00Z;Q198;all;;
Q1361354;Guerra dos Nove Anos;Q179876;Reino da Inglaterra;1593-05-01T00:00:00Z;Q198;all;;
Q1429256;Guerra da Liga de Cognac;Q179876;Reino da Inglaterra;1526-01-01T00:00:00Z;Q198;all;;
Q442268;Anglo-Hanseatic War;Q179876;Reino da Inglaterra;1469-01-01T00:00:00Z;Q198;all;;
Q233559;Segunda Guerra dos Cem Anos;Q179876;Reino da Inglaterra;1689-01-01T00:00:00Z;Q198;all;;
Q1140492;Smolensk War;Q186096;Czarado da Rússia;1632-01-01T00:00:00Z;Q198;all;;
Q370963;Russo-Swedish War of 1554–1557;Q186096;Czarado da Rússia;1554-01-01T00:00:00Z;Q198;all;;
Q246863;Guerra da Livónia;Q186096;Czarado da Rússia;1558-02-01T00:00:00Z;Q198;all;;
Q74623;Grande Guerra Turca;Q186096;Czarado da Rússia;1683-01-01T00:00:00Z;Q198;all;;
Q207318;Guerras Revolucionárias Francesas;Q187549;Ordem de São João;1792-04-20T00:00:00Z;Q198;all;;
Q249232;Terceira Coligação;Q188586;Reino da Sicília;1805-01-01T00:00:00Z;Q198;all;;
Q1420115;Guerra Russo-Persa;Q189326;Dinastia Cajar;1826-07-31T00:00:00Z;Q198;all;;
Q1139887;Guerra Russo-Persa;Q189326;Dinastia Cajar;1804-01-01T00:00:00Z;Q198;all;;
Q202161;Guerras da Gália;Q190992;Iberos;-0057-01-01T00:00:00Z;Q198;all;;
Q1429256;Guerra da Liga de Cognac;Q200262;Reino de Navarra;1526-01-01T00:00:00Z;Q198;all;;
Q333023;Captura Teutônica de Danzig;Q201615;Dinastia Piast;1308-11-21T00:00:00Z;Q198;all;;
Q1426479;Siamese-Cambodian War of 1603;Q201705;Império Khmer;1603-01-01T00:00:00Z;Q198;all;;
Q207318;Guerras Revolucionárias Francesas;Q206696;República Helvética;1792-04-20T00:00:00Z;Q198;all;;
Q1495944;Guerra polaco-lituana;Q207272;Segunda República Polonesa;1920-11-29T00:00:00Z;Q198;all;;
Q76118;Terceira Guerra Macedónica;Q207363;Perseu da Macedónia;-0170-01-01T00:00:00Z;Q198;all;;
Q94916;Segunda Guerra Ítalo-Etíope;Q207521;Império Etíope;1935-10-03T00:00:00Z;Q198;all;;
Q254106;Guerra da Crimeia;Q209065;Reino da Grécia;1853-10-01T00:00:00Z;Q198;all;;
Q120843;Segunda Guerra na Chechênia;Q210036;República Chechena da Ichkeria;1999-08-26T00:00:00Z;Q198;all;;
Q68969;Guerra de Independência da Croácia;Q211853;República Sérvia de Krajina;1995-11-12T00:00:00Z;Q198;all;;
Q220602;Guerra Soviético-Japonesa;Q212056;República Popular da Mongólia;1945-08-09T00:00:00Z;Q198;all;;
Q74298;Polish–Ottoman War of 1672–1676;Q212439;Hetmanato;1672-01-01T00:00:00Z;Q198;all;;
Q221941;Guerra da Quádrupla Aliança;Q212983;jacobitismo;1718-08-02T00:00:00Z;Q198;all;;
Q1361354;Guerra dos Nove Anos;Q215530;Reino da Irlanda;1593-05-01T00:00:00Z;Q198;all;;
Q288251;Guerra da Cisplatina;Q217230;Império do Brasil;1825-12-10T00:00:00Z;Q198;all;;
Q215112;Segunda Guerra dos Bôeres;Q218023;Estado Livre de Orange;1899-10-23T00:00:00Z;Q198;all;;
Q462964;Levante de Novembro;Q221457;Congresso da Polónia;1830-11-29T00:00:00Z;Q198;all;;
Q430572;Guerra escocesa-norueguesa;Q230791;Reino da Escócia;1262-01-01T00:00:00Z;Q198;all;;
Q1076902;Guerra cremonidiana;Q241386;Antígono II Gónatas;-0266-01-01T00:00:00Z;Q198;all;;
Q252298;Guerra húngaro-romena de 1919;Q243652;República Soviética da Hungria;1919-08-03T00:00:00Z;Q198;all;;
Q215112;Segunda Guerra dos Bôeres;Q243705;Robert Gascoyne-Cecil;1899-10-23T00:00:00Z;Q198;all;;
Q381375;Primeira Guerra de Nagorno-Karabakh;Q244165;Artsaque;1988-02-20T00:00:00Z;Q198;all;;
