ISO3;Country_ID;Country;Conflict_ID;Conflict;Conflict_Type;Start;End;PointInTime;Start_Year;End_Year;Point_Year;Winner_ID;Winner;PartOf_ID;PartOf;Context_ID;Context;Place_ID;Place;Coordinates;Deaths;Source;Deaths_Num;Country_en;Conflict_en;Winner_en;PartOf_en;Context_en;Place_en
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871244;Battle of Honsinger Bluff;batalha;;;1873-08-04T00:00:00Z;;;1873;;;http://www.wikidata.org/entity/Q3062425;Yellowstone Expedition of 1873;;;http://www.wikidata.org/entity/Q490789;condado de Custer;Point(-105.918 46.4897);;participant;;United States;Battle of Honsinger Bluff;;Yellowstone Expedition of 1873;;Custer County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872290;Battle of Sand Butte;batalha;;;1873-04-26T00:00:00Z;;;1873;;;http://www.wikidata.org/entity/Q2635052;Guerra Modoc;;;;;Point(-121.524 41.76);;participant;;United States;Battle of Sand Butte;;Modoc War;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872611;Battle of Turret Peak;batalha;;;1873-03-27T00:00:00Z;;;1873;;;http://www.wikidata.org/entity/Q8050376;Yavapai War;;;http://www.wikidata.org/entity/Q7821707;Tonto Basin;Point(-111.86472222 34.24805556);;participant;;United States;Battle of Turret Peak;;Yavapai War;;Tonto Basin
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871974;Battle of Palo Duro Canyon;batalha;;;1874-09-28T00:00:00Z;;;1874;;;http://www.wikidata.org/entity/Q3119025;Red River War;;;http://www.wikidata.org/entity/Q1369399;Palo Duro Canyon;Point(-101.606 34.8778);;participant;;United States;Battle of Palo Duro Canyon;;Red River War;;Palo Duro Canyon
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872463;Battle of Sunset Pass;batalha;;;1874-11-01T00:00:00Z;;;1874;;;http://www.wikidata.org/entity/Q8050376;Yavapai War;;;http://www.wikidata.org/entity/Q816;Arizona;;;participant;;United States;Battle of Sunset Pass;;Yavapai War;;Arizona
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4127869;Segunda Batalha de Adobe Walls;batalha;;;1874-06-27T00:00:00Z;;;1874;;;http://www.wikidata.org/entity/Q3119025;Red River War;;;http://www.wikidata.org/entity/Q360448;Adobe Walls;Point(-101.161944444 35.893611111);;participant;;United States;Second Battle of Adobe Walls;;Red River War;;Adobe Walls
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q205422;Batalha de Little Bighorn;batalha;;;1876-06-25T00:00:00Z;;;1876;;;http://www.wikidata.org/entity/Q430053;Guerra de Black Hills;;;http://www.wikidata.org/entity/Q608969;Rio Little Bighorn;Point(-107.428888888 45.565);;participant;;United States;Battle of the Little Bighorn;;Great Sioux War of 1876;;Little Bighorn River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870684;Battle of Cedar Creek;batalha;;;1876-10-21T00:00:00Z;;;1876;;;http://www.wikidata.org/entity/Q430053;Guerra de Black Hills;;;;;Point(-106.278 47.5153);;participant;;United States;Battle of Cedar Creek;;Great Sioux War of 1876;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q16898752;Battle of Powder River;batalha;;;1876-03-17T00:00:00Z;;;1876;;;http://www.wikidata.org/entity/Q430053;Guerra de Black Hills;;;http://www.wikidata.org/entity/Q2096785;Powder River;Point(-105.409 45.4428);;participant;;United States;Battle of Powder River;;Great Sioux War of 1876;;Powder River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q17184066;Battle of Prairie Dog Creek;batalha;;;1876-06-09T00:00:00Z;;;1876;;;http://www.wikidata.org/entity/Q430053;Guerra de Black Hills;;;http://www.wikidata.org/entity/Q109503;condado de Big Horn;Point(-106.6241667 45.26944444);;participant;;United States;Battle of Prairie Dog Creek;;Great Sioux War of 1876;;Big Horn County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872709;Battle of Warbonnet Creek;batalha;;;1876-07-17T00:00:00Z;;;1876;;;http://www.wikidata.org/entity/Q430053;Guerra de Black Hills;;;http://www.wikidata.org/entity/Q489751;condado de Sioux;Point(-103.72972222 42.92777778);;participant;;United States;Battle of Warbonnet Creek;;Great Sioux War of 1876;;Sioux County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2574400;Battle of the Rosebud;batalha;;;1876-06-17T00:00:00Z;;;1876;;;http://www.wikidata.org/entity/Q430053;Guerra de Black Hills;;;http://www.wikidata.org/entity/Q109503;condado de Big Horn;Point(-106.997777777 45.223055555);;participant;;United States;Battle of the Rosebud;;Great Sioux War of 1876;;Big Horn County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2888457;Dull Knife Fight;batalha;;;1876-11-25T00:00:00Z;;;1876;;;http://www.wikidata.org/entity/Q430053;Guerra de Black Hills;;;http://www.wikidata.org/entity/Q377304;Território de Wyoming;Point(-107.539 43.5408);;participant;;United States;Dull Knife Fight;;Great Sioux War of 1876;;Wyoming Territory
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870619;Battle of Camas Creek;batalha;;;1877-08-20T00:00:00Z;;;1877;;;http://www.wikidata.org/entity/Q1456086;Guerra dos Nez-Percés;;;;;Point(-111.885 44.3531);;participant;;United States;Battle of Camas Creek;;Nez Perce War;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870636;Battle of Canyon Creek;batalha;;;1877-09-13T00:00:00Z;;;1877;;;http://www.wikidata.org/entity/Q1456086;Guerra dos Nez-Percés;;;http://www.wikidata.org/entity/Q1212;Montana;Point(-108.814 45.7692);;participant;;United States;Battle of Canyon Creek;;Nez Perce War;;Montana
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2890384;Battle of White Bird Canyon;batalha;;;1877-06-17T00:00:00Z;;;1877;;;http://www.wikidata.org/entity/Q1456086;Guerra dos Nez-Percés;;;http://www.wikidata.org/entity/Q494480;condado de Idaho;Point(-116.27972222 45.79166667);;participant;;United States;Battle of White Bird Canyon;;Nez Perce War;;Idaho County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872751;Battle of Wolf Mountain;batalha;;;1877-01-08T00:00:00Z;;;1877;;;http://www.wikidata.org/entity/Q430053;Guerra de Black Hills;;;http://www.wikidata.org/entity/Q1787489;Tongue River;Point(-106.5806 45.28586667);;participant;;United States;Battle of Wolf Mountain;;Great Sioux War of 1876;;Tongue River
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4438386;Battle of the Big Hole;batalha;;;1877-08-09T00:00:00Z;;;1877;;;http://www.wikidata.org/entity/Q1456086;Guerra dos Nez-Percés;;;http://www.wikidata.org/entity/Q110212;condado de Beaverhead;Point(-113.65083333 45.6475);;participant;;United States;Battle of the Big Hole;;Nez Perce War;;Beaverhead County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870747;Battle of Cibecue Creek;batalha;;;1881-08-30T00:00:00Z;;;1881;;;http://www.wikidata.org/entity/Q617827;Guerras Apache;;;http://www.wikidata.org/entity/Q1091504;Cibecue;Point(-110.496666666 34.031111111);;participant;;United States;Battle of Cibecue Creek;;Apache Wars;;Cibecue
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871037;Battle of Fort Apache;batalha;;;1881-09-01T00:00:00Z;;;1881;;;http://www.wikidata.org/entity/Q617827;Guerras Apache;;;http://www.wikidata.org/entity/Q5470741;Fort Apache Indian Reservation;Point(-109.989 33.791);;participant;;United States;Battle of Fort Apache;;Apache Wars;;Fort Apache Indian Reservation
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4488474;Battle of Big Dry Wash;batalha;;;1882-07-17T00:00:00Z;;;1882;;;http://www.wikidata.org/entity/Q617827;Guerras Apache;;;http://www.wikidata.org/entity/Q58684;condado de Coconino;;;participant;;United States;Battle of Big Dry Wash;;Apache Wars;;Coconino County
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870866;Battle of Devil's Creek;batalha;;;1885-05-22T00:00:00Z;;;1885;;;;;;;;;;;participant;;United States;Battle of Devil's Creek;;;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871571;Battle of Little Dry Creek;batalha;;;1885-12-19T00:00:00Z;;;1885;;;http://www.wikidata.org/entity/Q617827;Guerras Apache;;;;;;;participant;;United States;Battle of Little Dry Creek;;Apache Wars;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q528550;Batalha de Cavite;batalha;;;1898-05-01T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;http://www.wikidata.org/entity/Q676154;Baía de Manila;Point(120.93 14.49);;participant;;United States;Battle of Manila Bay;;Spanish–American War;;Manila Bay
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2887938;Batalha de El Caney;batalha;;;1898-07-01T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;http://www.wikidata.org/entity/Q3720866;El Caney;Point(-75.766666666 20.055833333);;participant;;United States;Battle of El Caney;;Spanish–American War;;El Caney
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2889110;Batalha de Las Guásimas;batalha;;;1898-06-24T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;http://www.wikidata.org/entity/Q117040;Santiago de Cuba;;;participant;;United States;Battle of Las Guasimas;;Spanish–American War;;Santiago de Cuba
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q303176;Batalha de Manila;batalha;;;1898-08-13T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;http://www.wikidata.org/entity/Q6749659;Manila;Point(121.0 14.583333333);;participant;;United States;Battle of Manila;;Spanish–American War;;Manila
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q1215310;Batalha de San Juan Hill;batalha;;;1898-07-01T00:00:00Z;;;1898;;;;;;;http://www.wikidata.org/entity/Q7414587;Loma de San Juan;Point(-75.7961154 20.0209106);;participant;;United States;Battle of San Juan Hill;;;;San Juan Hill
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872521;Batalha de Tayacoba;batalha;;;1898-06-30T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;;;;;participant;;United States;Battle of Tayacoba;;Spanish–American War;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872825;Batalha dos Aguadores;batalha;;;1898-07-01T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;;;;;participant;;United States;Battle of the Aguadores;;Spanish–American War;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q977495;Battle of Manimani;batalha;;;1898-07-23T00:00:00Z;;;1898;;;;;;;;;;;participant;;United States;Battle of Manimani;;;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871897;Battle of Nipe Bay;batalha naval;;;1898-07-21T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;http://www.wikidata.org/entity/Q803688;Nipe Bay;Point(-75.683333333 20.766666666);;participant;;United States;Battle of Nipe Bay;;Spanish–American War;;Nipe Bay
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872456;Battle of Sugar Point;batalha;;;1898-10-05T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q849680;Guerras indígenas nos Estados Unidos;;;http://www.wikidata.org/entity/Q1812063;Leech Lake;;;participant;;United States;Battle of Sugar Point;;American Indian Wars;;Leech Lake
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q5452507;Primeira Batalha de Cárdenas;batalha naval;;;1898-05-08T00:00:00Z;;;1898;;;;;;;;;Point(-81.20750278 23.03550556);;participant;;United States;First Battle of Cárdenas;;;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q7443113;Segunda Batalha de San Juan;batalha naval;;;1898-06-22T00:00:00Z;;;1898;;;http://www.wikidata.org/entity/Q12583;Guerra Hispano-Americana;;;http://www.wikidata.org/entity/Q41211;San Juan;;;participant;;United States;Second Battle of San Juan;;Spanish–American War;;San Juan
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q3490568;Batalha de Tirad Pass;batalha;;;1899-12-02T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;;;Point(120.629444444 17.142222222);;participant;;United States;Battle of Tirad Pass;;Philippine–American War;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q2888235;Battle of Caloocan;batalha;;;1899-02-10T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q1478;Caloocan;Point(120.96666667 14.65);;participant;;United States;Battle of Caloocan;;Philippine–American War;;Caloocan
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871677;Battle of Marilao River;batalha;;;1899-03-27T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q54595;Marilao;Point(120.95 14.76);;participant;;United States;Battle of Marilao River;;Philippine–American War;;Marilao
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871969;Battle of Paete;batalha;;;1899-04-12T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q75899;Paete;;;participant;;United States;Battle of Paete;;Philippine–American War;;Paete
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871970;Battle of Pagsanjan;batalha;;;1899-04-11T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q75905;Pagsanjan;;;participant;;United States;Battle of Pagsanjan;;Philippine–American War;;Pagsanjan
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872001;Battle of Paye;batalha;;;1899-12-19T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q106832;San Mateo;;;participant;;United States;Battle of Paye;;Philippine–American War;;San Mateo
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872146;Battle of Quingua;batalha;;;1899-04-23T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;;;;;participant;;United States;Battle of Quingua;;Philippine–American War;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872274;Battle of San Jacinto;batalha;;;1899-11-11T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q42036;San Jacinto;;;participant;;United States;Battle of San Jacinto;;Philippine–American War;;San Jacinto
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872307;Battle of Santo Tomas;batalha;;;1899-05-04T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q55731;Santo Tomas;;;participant;;United States;Battle of Santo Tomas;;Philippine–American War;;Santo Tomas
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4872804;Battle of Zapote River;batalha;;;1899-06-13T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q48815263;Zapote Bridge;Point(120.966333 14.464028);;participant;;United States;Battle of Zapote River;;Philippine–American War;;Zapote Bridge
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q5452544;First Battle of Vailele;batalha;;;1899-04-01T00:00:00Z;;;1899;;;http://www.wikidata.org/entity/Q4120277;Segunda Guerra Civil de Samoa;;;http://www.wikidata.org/entity/Q7908776;Vailele;;;participant;;United States;First Battle of Vailele;;Second Samoan Civil War;;Vailele
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4087414;Batalha de Beicang;batalha;;;1900-08-05T00:00:00Z;;;1900;;;http://www.wikidata.org/entity/Q150229;Levante dos Boxers;;;;;;;participant;;United States;Battle of Beicang;;Boxer Rebellion;;
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870229;Battle of Agusan Hill;batalha;;;1900-05-14T00:00:00Z;;;1900;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q1645;Cagayan de Ouro;;;participant;;United States;Battle of Agusan Hill;;Philippine–American War;;Cagayan de Oro
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4087302;Battle of Beitang;batalha;;;1900-09-20T00:00:00Z;;;1900;;;http://www.wikidata.org/entity/Q150229;Levante dos Boxers;;;http://www.wikidata.org/entity/Q2064840;Beitang Subdistrict;;;participant;;United States;Battle of Beitang;;Boxer Rebellion;;Beitang Subdistrict
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4870605;Battle of Cagayan de Misamis;batalha;;;1900-04-07T00:00:00Z;;;1900;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q1645;Cagayan de Ouro;;;participant;;United States;Battle of Cagayan de Misamis;;Philippine–American War;;Cagayan de Oro
USA;http://www.wikidata.org/entity/Q30;Estados Unidos;http://www.wikidata.org/entity/Q4871643;Battle of Makahambus Hill;batalha;;;1900-06-04T00:00:00Z;;;1900;;;http://www.wikidata.org/entity/Q214456;Guerra Filipino-Americana;;;http://www.wikidata.org/entity/Q1645;Cagayan de Ouro;;;participant;;United States;Battle of Makahambus Hill;;Philippine–American War;;Cagayan de Oro
